Job Code,Term,Revision,Plan Date
ITAU617,1,2,2022-08-10
ITAU617,1,3,2022-08-22
ITAU617,1,4,2022-08-28
ITAU618,1,1,2022-11-28
ITAU618,1,2,2022-12-12
ITAU619,1,1,2022-09-14
ITAU619,2,1,2022-12-21
ITAU619,2,2,2022-12-27
ITAU619,2,3,2023-01-08
ITAU619,2,4,2023-01-20
ITAU619,3,1,2022-12-10
ITAU620,1,1,2022-10-24
ITAU621,1,1,2022-09-27
ITAU621,1,2,2022-09-26
ITAU621,1,3,2022-09-22
ITAU622,1,1,2022-07-14
ITAU623,1,1,2022-10-04
ITAU623,2,1,2022-10-18
ITAU623,2,2,2022-10-15
ITAU623,3,1,2022-10-11
ITAU623,3,2,2022-10-17
ITAU623,3,3,2022-10-25
ITAU624,1,1,2023-11-14
ITAU624,1,2,2023-11-14
ITAU624,1,3,2023-11-11
ITAU624,1,4,2023-11-05
ITAU624,2,1,2023-11-13
ITAU624A,1,1,2022-08-20
ITAU624A,1,2,2022-08-26
ITAU624A,1,3,2022-09-04
ITAU624A,2,1,2022-09-18
ITAU624A,2,2,2022-09-29
ITAU624A,2,3,2022-10-09
ITAU624A,3,1,2023-08-15
ITAU624A,3,2,2023-08-23
ITAU624A,4,1,2023-08-30
ITAU624A,4,2,2023-09-02
ITAU624A,4,3,2023-09-04
ITAU625,1,1,2022-08-28
ITAU625,1,2,2022-09-06
ITAU625,1,3,2022-09-17
ITAU625,2,1,2022-11-07
ITAU625,2,2,2022-11-07
ITAU625,3,1,2022-09-13
ITAU626,1,1,2022-12-15
ITAU626,1,2,2022-12-14
ITAU626,1,3,2022-12-27
ITAU626,2,1,2022-11-21
ITAU626,2,2,2022-11-24
ITAU626,3,1,2022-12-21
ITAU626,3,2,2022-12-29
ITAU627,1,1,2022-11-11
ITAU627,1,2,2022-11-14
ITAU627,1,3,2022-11-25
ITAU627,1,4,2022-12-06
ITAU627,2,1,2022-11-11
ITAU627,2,2,2022-11-13
ITAU627,2,3,2022-11-19
ITAU627,3,1,2022-10-28
ITAU627,3,2,2022-10-24
ITAU627,3,3,2022-10-31
ITAU628,1,1,2022-10-07
ITAU629,1,1,2022-12-19
ITAU629,1,2,2023-01-01
ITAU630,1,1,2022-10-19
ITAU630,1,2,2022-10-26
ITAU630,2,1,2022-08-13
ITAU630,2,2,2022-08-21
ITAU630,3,1,2022-10-22
ITAU630,3,2,2022-10-21
ITAU630,3,3,2022-10-26
ITAU631,1,1,2022-11-27
ITAU631,1,2,2022-12-01
ITAU631,2,1,2022-07-14
ITAU631,3,1,2022-11-23
ITAU631,3,2,2022-12-03
ITAU631,3,3,2022-11-29
ITAU632,1,1,2022-10-08
ITAU632,1,2,2022-10-15
ITAU632,2,1,2022-10-19
ITAU632,2,2,2022-10-30
ITAU632,3,1,2022-09-30
ITAU632,3,2,2022-09-23
ITAU632,3,3,2022-09-22
ITAU632,4,1,2022-10-08
ITAU632,4,2,2022-10-06
ITAU632,5,1,2022-10-07
ITAU632,5,2,2022-10-05
ITAU633,1,1,2023-07-01
ITAU633,1,2,2023-07-01
ITAU633,1,3,2023-06-29
ITAU634,1,1,2022-10-05
ITAU634,1,2,2022-10-03
ITAU634,2,1,2022-10-08
ITAU634,2,2,2022-10-01
ITAU634,2,3,2022-10-15
ITAU634,3,1,2022-10-17
ITAU634,3,2,2022-10-30
ITAU635,1,1,2022-12-02
ITAU636,1,1,2022-11-04
ITAU636,1,2,2022-11-11
ITAU636,2,1,2022-11-06
ITAU636,2,2,2022-11-10
ITAU637,1,1,2022-11-09
ITAU637,1,2,2022-11-21
ITAU637,2,1,2022-10-26
ITAU637,2,2,2022-10-22
ITAU637,2,3,2022-10-19
ITAU637,2,4,2022-10-16
ITAU637,3,1,2022-10-30
ITAU637,3,2,2022-11-09
ITAU638,1,1,2022-09-12
ITAU638,1,2,2022-09-15
ITAU638,1,3,2022-09-27
ITAU638,1,4,2022-10-03
ITAU638,2,1,2022-12-06
ITAU638,2,2,2022-12-18
ITAU638,3,1,2022-08-27
ITAU638,3,2,2022-08-29
ITAU639,1,1,2022-11-03
ITAU639,1,2,2022-11-03
ITAU639,2,1,2022-11-13
ITAU639,3,1,2022-10-28
ITAU639,3,2,2022-11-06
ITAU639,3,3,2022-11-17
ITAU639,4,1,2022-10-30
ITAU639,4,2,2022-10-25
ITAU639,4,3,2022-11-02
ITAU639,4,4,2022-11-16
ITAU639,5,1,2022-10-29
ITAU640,1,1,2022-08-16
ITAU640,1,2,2022-08-25
ITAU640,1,3,2022-08-29
ITAU640,1,4,2022-09-06
ITAU640,2,1,2022-09-24
ITAU640,2,2,2022-09-27
ITAU640,2,3,2022-10-01
ITAU640,2,4,2022-10-10
ITAU640,3,1,2022-11-26
ITAU640,3,2,2022-12-04
ITAU640,3,3,2022-12-05
ITAU640,3,4,2022-12-16
ITAU641,1,1,2022-12-18
ITAU641,1,2,2022-12-29
ITAU641,1,3,2023-01-11
ITAU641,1,4,2023-01-05
ITAU641,2,1,2022-10-22
ITAU641,2,2,2022-10-21
ITAU641,3,1,2022-11-12
ITAU641,3,2,2022-11-17
ITAU641,3,3,2022-11-16
ITAU641,3,4,2022-11-18
ITAU641,4,1,2023-01-15
ITAU641,4,2,2023-01-26
ITAU641,4,3,2023-01-24
ITAU641,4,4,2023-01-28
ITAU641,5,1,2022-11-07
ITAU641,5,2,2022-11-02
ITAU641,5,3,2022-10-30
ITAU642,1,1,2022-10-13
ITAU642,2,1,2023-01-15
ITAU642,2,2,2023-01-19
ITAU642,2,3,2023-01-19
ITAU642,2,4,2023-01-30
ITAU642,3,1,2022-10-09
ITAU642A,1,1,2022-12-07
ITAU642A,1,2,2022-12-14
ITAU642A,1,3,2022-12-21
ITAU642A,2,1,2022-10-17
ITAU642A,2,2,2022-10-21
ITAU642A,2,3,2022-10-29
ITAU642A,2,4,2022-11-01
ITAU642A,3,1,2023-01-13
ITAU642A,3,2,2023-01-06
ITAU642A,3,3,2023-01-04
ITAU643,1,1,2022-10-27
ITAU643,1,2,2022-10-28
ITAU643,1,3,2022-11-10
ITAU643,1,4,2022-11-05
ITAU643,2,1,2022-10-22
ITAU643,2,2,2022-10-24
ITAU643,2,3,2022-11-02
ITAU644,1,1,2023-10-28
ITAU645,1,1,2022-12-10
ITAU645,1,2,2022-12-06
ITAU645,2,1,2022-12-17
ITAU645,3,1,2022-10-13
ITAU646,1,1,2023-01-03
ITAU646,1,2,2023-01-02
ITAU647,1,1,2023-10-01
ITAU647,1,2,2023-10-03
ITAU647,1,3,2023-10-17
ITAU647,2,1,2023-09-29
ITAU647,2,2,2023-10-11
ITAU647,2,3,2023-10-08
ITAU647,3,1,2023-09-23
ITAU647,3,2,2023-09-25
ITAU647,3,3,2023-09-27
ITAU647,4,1,2023-10-05
ITAU647,4,2,2023-10-10
ITAU647,4,3,2023-10-21
ITAU647,5,1,2023-10-08
ITAU647,6,1,2023-10-05
ITAU647,6,2,2023-10-05
ITAU647,7,1,2023-09-29
ITAU647,7,2,2023-10-07
ITAU648,1,1,2022-10-09
ITAU648,1,2,2022-10-20
ITAU649,1,1,2022-09-30
ITAU649,1,2,2022-10-03
ITAU649,1,3,2022-09-28
ITAU649,1,4,2022-10-01
ITAU649,2,1,2023-01-20
ITAU649,2,2,2023-01-26
ITAU650,1,1,2022-10-07
ITAU650,1,2,2022-10-14
ITAU650,2,1,2022-12-24
ITAU650,3,1,2023-08-11
ITAU650,3,2,2023-08-08
ITAU651,1,1,2022-10-22
ITAU651,1,2,2022-10-30
ITAU651,1,3,2022-11-13
ITAU652,1,1,2023-09-03
ITAU652,1,2,2023-09-03
ITAU652,1,3,2023-09-09
ITAU652,2,1,2023-09-14
ITAU652,2,2,2023-09-19
ITAU652,2,3,2023-09-29
ITAU652,2,4,2023-10-01
ITAU652,3,1,2023-06-25
ITAU652,3,2,2023-06-18
ITAU652,3,3,2023-06-29
ITAU652,4,1,2023-06-11
ITAU652,5,1,2023-09-03
ITAU652,5,2,2023-09-14
ITAU652,6,1,2023-09-05
ITAU652,6,2,2023-09-04
ITAU652,6,3,2023-09-09
ITAU652,6,4,2023-09-04
ITAU652,7,1,2023-08-30
ITAU652,7,2,2023-09-07
ITAU652,7,3,2023-09-03
ITAU652,7,4,2023-09-06
ITAU652,8,1,2023-09-13
ITAU652,8,2,2023-09-15
ITAU652,8,3,2023-09-10
ITAU652,8,4,2023-09-08
ITAU653,1,1,2023-10-14
ITAU653,2,1,2023-09-24
ITAU653,2,2,2023-10-06
ITAU654,1,1,2023-01-31
ITAU654,1,2,2023-01-29
ITAU654,1,3,2023-01-28
ITAU654,1,4,2023-01-23
ITAU654,2,1,2023-02-24
ITAU654,2,2,2023-02-23
ITAU654,2,3,2023-02-23
ITAU654,2,4,2023-02-25
ITAU654,3,1,2023-02-14
ITAU655,1,1,2023-01-04
ITAU655,2,1,2022-12-29
ITAU656,1,1,2022-11-13
ITAU656,1,2,2022-11-18
ITAU656,1,3,2022-11-16
ITAU656,2,1,2023-02-02
ITAU657,1,1,2022-12-15
ITAU657,1,2,2022-12-10
ITAU657,1,3,2022-12-15
ITAU657,1,4,2022-12-14
ITAU657,2,1,2023-02-10
ITAU657,2,2,2023-02-12
ITAU657,3,1,2023-02-03
ITAU657,3,2,2023-02-11
ITAU657,3,3,2023-02-09
ITAU657,3,4,2023-02-21
ITAU658,1,1,2023-01-19
ITAU658,1,2,2023-01-18
ITAU658,1,3,2023-01-27
ITAU659,1,1,2023-03-08
ITAU659,1,2,2023-03-07
ITAU659,1,3,2023-02-28
ITAU659,1,4,2023-02-25
ITAU659,2,1,2023-01-22
ITAU659,2,2,2023-01-27
ITAU659,2,3,2023-02-08
ITAU659,2,4,2023-02-08
ITAU659,3,1,2023-02-28
ITAU659,3,2,2023-03-08
ITAU659,3,3,2023-03-15
ITAU660,1,1,2023-09-11
ITAU660,1,2,2023-09-05
ITAU660,1,3,2023-08-31
ITAU660,1,4,2023-09-02
ITAU660,2,1,2023-09-04
ITAU660,2,2,2023-09-06
ITAU660,2,3,2023-09-11
ITAU660,2,4,2023-09-23
ITAU660,3,1,2023-09-06
ITAU660,3,2,2023-09-06
ITAU661,1,1,2023-01-30
ITAU661,1,2,2023-02-05
ITAU661,2,1,2023-01-23
ITAU661,2,2,2023-02-06
ITAU661,2,3,2023-02-04
ITAU661,2,4,2023-02-15
ITAU661,3,1,2023-01-23
ITAU662,1,1,2023-01-31
ITAU662,2,1,2023-02-01
ITAU662,2,2,2023-02-14
ITAU662,3,1,2023-02-14
ITAU662,3,2,2023-02-09
ITAU662,3,3,2023-02-08
ITAU663,1,1,2023-02-06
ITAU663,1,2,2023-02-16
ITAU663,1,3,2023-02-12
ITAU663,1,4,2023-02-16
ITAU663,2,1,2023-01-27
ITAU663,3,1,2023-02-06
ITAU663,3,2,2023-02-13
ITAU663,3,3,2023-02-11
ITAU664,1,1,2022-12-12
ITAU664,1,2,2022-12-21
ITAU664,1,3,2022-12-15
ITAU664,2,1,2022-12-06
ITAU664,2,2,2022-12-01
ITAU664,2,3,2022-12-14
ITAU664,2,4,2022-12-28
ITAU665,1,1,2023-01-05
ITAU665,1,2,2023-01-08
ITAU665,1,3,2023-01-13
ITAU665,1,4,2023-01-12
ITAU665,2,1,2022-12-25
ITAU665,2,2,2022-12-18
ITAU665,2,3,2022-12-19
ITAU665,2,4,2022-12-15
ITAU665,3,1,2023-01-03
ITAU665,3,2,2023-01-17
ITAU666,1,1,2022-11-26
ITAU666,1,2,2022-12-03
ITAU666,1,3,2022-11-28
ITAU666,1,4,2022-11-23
ITAU667,1,1,2023-03-02
ITAU667,1,2,2023-02-27
ITAU667,2,1,2023-02-24
ITAU667,2,2,2023-02-22
ITAU667,2,3,2023-02-20
ITAU667,2,4,2023-02-13
ITAU668,1,1,2023-01-29
ITAU668,2,1,2023-01-27
ITAU668,2,2,2023-02-06
ITAU668,2,3,2023-02-11
ITAU669,1,1,2022-12-21
ITAU669,1,2,2023-01-04
ITAU670,1,1,2023-02-06
ITAU670,2,1,2023-01-20
ITAU670,2,2,2023-01-27
ITAU670,2,3,2023-01-31
ITAU670,3,1,2023-01-22
ITAU670,3,2,2023-01-16
ITAU671,1,1,
ITAU671,1,2,
ITAU671A,1,1,2023-04-02
ITAU671A,2,1,2023-12-11
ITAU671A,2,2,2023-12-05
ITAU671A,2,3,2023-12-17
ITAU671B,1,1,2023-04-21
ITAU671C,1,1,2023-02-26
ITAU671C,1,2,2023-02-26
ITAU671C,1,3,2023-03-02
ITAU671C,1,4,2023-03-02
ITAU671D,1,1,2023-03-20
ITAU671D,1,2,2023-03-13
ITAU671E,1,1,2023-05-24
ITAU671E,1,2,2023-05-17
ITAU671E,1,3,2023-05-20
ITAU671E,1,4,2023-05-19
ITAU671F,1,1,2023-05-17
ITAU671G,1,1,2023-10-22
ITAU671H,1,1,2023-08-20
ITAU671H,1,2,2023-08-14
ITAU671I,1,1,2023-11-29
ITAU671I,1,2,2023-11-25
ITAU671I,1,3,2023-11-28
ITAU671I,1,4,2023-12-01
ITAU671J,1,1,2023-08-26
ITAU671J,1,2,2023-08-25
ITAU671K,1,1,2023-12-25
ITAU671K,1,2,2023-12-21
ITAU671K,1,3,2023-12-21
ITAU671K,1,4,2023-12-20
ITAU671L,1,1,2023-09-17
ITAU671M,1,1,2024-01-27
ITAU671M,1,2,2024-01-20
ITAU671M,1,3,2024-01-25
ITAU671N,1,1,2023-11-13
ITAU671N,1,2,2023-11-18
ITAU671N,1,3,2023-11-17
ITAU671O,1,1,2023-09-29
ITAU671O,1,2,2023-09-24
ITAU671O,1,3,2023-10-08
ITAU671O,1,4,2023-10-09
ITAU671P,1,1,2023-09-15
ITAU671P,1,2,2023-09-10
ITAU671P,1,3,2023-09-09
ITAU671Q,1,1,2023-12-16
ITAU671Q,1,2,2023-12-28
ITAU671Q,1,3,2024-01-05
ITAU671Q,1,4,2024-01-01
ITAU671R,1,1,
ITAU671R,1,2,
ITAU671S,1,1,2024-04-18
ITAU671S,1,2,2024-04-23
ITAU671S,1,3,2024-05-07
ITAU671T,1,1,2024-04-08
ITAU671T,1,2,2024-04-06
ITAU672,1,1,2024-01-05
ITAU672,1,2,2024-01-13
ITAU672,1,3,2024-01-08
ITAU672,2,1,2023-12-15
ITAU672,2,2,2023-12-27
ITAU672,2,3,2024-01-07
ITAU672,3,1,2023-12-27
ITAU672,3,2,2024-01-05
ITAU672,3,3,2024-01-18
ITAU672,3,4,2024-01-18
ITAU672,4,1,2023-07-31
ITAU672,5,1,2023-08-12
ITAU672,6,1,2023-08-02
ITAU673,1,1,2024-01-06
ITAU673,1,2,2024-01-06
ITAU674,1,1,2023-12-25
ITAU674,2,1,2024-01-04
ITAU674,2,2,2024-01-12
ITAU674,3,1,2023-12-30
ITAU674,3,2,2023-12-27
ITAU674,3,3,2024-01-01
ITAU675,1,1,2022-11-30
ITAU675,1,2,2022-11-24
ITAU676,1,1,2023-06-12
ITAU676,1,2,2023-06-19
ITAU676,2,1,2023-05-28
ITAU676,2,2,2023-05-29
ITAU676,2,3,2023-06-01
ITAU676,3,1,2023-06-22
ITAU677,1,1,2023-05-12
ITAU677,1,2,2023-05-14
ITAU677,1,3,2023-05-07
ITAU677,1,4,2023-05-07
ITAU677,2,1,2022-12-11
ITAU677,2,2,2022-12-11
ITAU677,2,3,2022-12-10
ITAU677,3,1,2023-04-17
ITAU678,1,1,2023-01-23
ITAU678,1,2,2023-01-23
ITAU679,1,1,2023-04-01
ITAU679,1,2,2023-04-04
ITAU679,1,3,2023-04-02
ITAU679,1,4,2023-04-09
ITAU679,2,1,2022-11-23
ITAU680,1,1,2023-04-26
ITAU680,1,2,2023-04-25
ITAU680,1,3,2023-04-19
ITAU680,1,4,2023-05-02
ITAU681,1,1,2023-03-19
ITAU681,1,2,2023-03-16
ITAU681,2,1,2023-03-18
ITAU681,3,1,2023-03-20
ITAU681,3,2,2023-03-29
ITAU682,1,1,2023-08-17
ITAU682,2,1,2023-08-13
ITAU682,2,2,2023-08-11
ITAU682,2,3,2023-08-10
ITAU682,2,4,2023-08-10
ITAU683,1,1,2022-12-31
ITAU683,1,2,2023-01-12
ITAU683,1,3,2023-01-12
ITAU683,1,4,2023-01-14
ITAU683,2,1,2023-01-13
ITAU683,2,2,2023-01-20
ITAU683,2,3,2023-02-02
ITAU684,1,1,2023-01-02
ITAU684,1,2,2023-01-10
ITAU684,2,1,2023-03-08
ITAU684,3,1,2023-01-10
ITAU684,3,2,2023-01-08
ITAU684,3,3,2023-01-16
ITAU684,3,4,2023-01-23
ITAU685,1,1,2023-04-25
ITAU685,1,2,2023-05-07
ITAU685,1,3,2023-05-13
ITAU685,1,4,2023-05-10
ITAU686,1,1,2023-04-19
ITAU686,1,2,2023-04-24
ITAU686,1,3,2023-04-30
ITAU686,1,4,2023-04-25
ITAU687,1,1,2023-03-01
ITAU687,1,2,2023-03-11
ITAU687,1,3,2023-03-08
ITAU687,2,1,2023-02-18
ITAU687,2,2,2023-02-23
ITAU688,1,1,2023-03-02
ITAU688,1,2,2023-03-09
ITAU688,1,3,2023-03-11
ITAU688,1,4,2023-03-16
ITAU688,2,1,2023-02-23
ITAU688,2,2,2023-02-26
ITAU688,2,3,2023-02-23
ITAU688,2,4,2023-03-03
ITAU689,1,1,2023-04-25
ITAU689,1,2,2023-04-24
ITAU689,2,1,2023-04-21
ITAU689,3,1,2023-05-06
ITAU689,3,2,2023-05-11
ITAU689,3,3,2023-05-17
ITAU689,4,1,2023-05-02
ITAU689,4,2,2023-05-07
ITAU689,4,3,2023-05-15
ITAU689,4,4,2023-05-17
ITAU689,5,1,2023-05-04
ITAU690,1,1,2024-12-27
ITAU690,2,1,2025-01-11
ITAU690,2,2,2025-01-09
ITAU690,2,3,2025-01-08
ITAU690,2,4,2025-01-14
ITAU690,3,1,2025-01-04
ITAU690,3,2,2025-01-13
ITAU690,3,3,2025-01-21
ITAU690,4,1,2024-12-25
ITAU690,4,2,2025-01-07
ITAU690,4,3,2025-01-12
ITAU690,5,1,2024-12-31
ITAU690,5,2,2024-12-31
ITAU690,5,3,2025-01-08
ITAU690,5,4,2025-01-02
ITAU690,6,1,2025-01-13
ITAU690,6,2,2025-01-27
ITAU690,6,3,2025-01-20
ITAU690,7,1,2025-01-01
ITAU690,7,2,2025-01-13
ITAU690,8,1,2025-01-14
ITAU690,8,2,2025-01-11
ITAU690,8,3,2025-01-12
ITAU690,8,4,2025-01-12
ITAU690,9,1,2024-12-24
ITAU690,9,2,2024-12-20
ITAU691,1,1,2023-02-15
ITAU691,2,1,2023-06-01
ITAU691,2,2,2023-06-12
ITAU691,2,3,2023-06-07
ITAU691,2,4,2023-06-16
ITAU691,3,1,2023-05-03
ITAU691,3,2,2023-05-01
ITAU692,1,1,2023-04-17
ITAU692,1,2,2023-04-19
ITAU692,1,3,2023-04-28
ITAU692,1,4,2023-05-08
ITAU693,1,1,2023-06-27
ITAU693,1,2,2023-06-29
ITAU693,1,3,2023-07-05
ITAU693,1,4,2023-06-30
ITAU693,2,1,2023-06-29
ITAU694,1,1,2023-07-04
ITAU694,1,2,2023-07-05
ITAU694,1,3,2023-07-04
ITAU694,2,1,2023-08-02
ITAU694,2,2,2023-07-26
ITAU694,2,3,2023-07-24
ITAU694,2,4,2023-08-01
ITAU694,3,1,2023-07-27
ITAU694,4,1,2023-09-21
ITAU694,5,1,2023-10-09
ITAU694,5,2,2023-10-11
ITAU694,5,3,2023-10-17
ITAU694,5,4,2023-10-15
ITAU695,1,1,2023-05-27
ITAU695,1,2,2023-05-25
ITAU695,2,1,2023-07-07
ITAU695,2,2,2023-07-15
ITAU696,1,1,2023-05-22
ITAU696,1,2,2023-05-18
ITAU696,2,1,2023-04-22
ITAU696,2,2,2023-04-21
ITAU696,2,3,2023-04-19
ITAU696,2,4,2023-04-18
ITAU696,3,1,2023-06-21
ITAU697,1,1,2023-05-15
ITAU697,1,2,2023-05-21
ITAU697,2,1,2023-05-27
ITAU697,2,2,2023-06-08
ITAU697,2,3,2023-06-04
ITAU697,2,4,2023-06-17
ITAU697,3,1,2023-05-09
ITAU697,3,2,2023-05-11
ITAU698,1,1,2023-06-05
ITAU698,2,1,2023-06-01
ITAU698,3,1,2023-06-03
ITAU699,1,1,2023-05-09
ITAU699,2,1,2023-08-18
ITAU699,2,2,2023-08-26
ITAU699,3,1,2023-07-30
ITAU700,1,1,2023-05-04
ITAU700,2,1,2023-05-06
ITAU700,3,1,2023-07-26
ITAU701,1,1,2023-04-09
ITAU701,1,2,2023-04-02
ITAU702,1,1,2023-03-15
ITAU702,1,2,2023-03-24
ITAU702,1,3,2023-03-25
ITAU702,1,4,2023-04-02
ITAU703,1,1,2023-10-03
ITAU703,1,2,2023-10-15
ITAU703,1,3,2023-10-21
ITAU703,1,4,2023-10-24
ITAU703,2,1,2023-10-14
ITAU703,2,2,2023-10-17
ITAU703,2,3,2023-10-20
ITAU703,3,1,2023-10-04
ITAU703,3,2,2023-10-18
ITAU703,4,1,2023-10-05
ITAU703,4,2,2023-10-17
ITAU703,4,3,2023-10-11
ITAU703,4,4,2023-10-15
ITAU703,5,1,2023-09-26
ITAU703,5,2,2023-09-19
ITAU703,5,3,2023-09-26
ITAU703,6,1,2023-09-27
ITAU703,6,2,2023-09-20
ITAU703,6,3,2023-10-02
ITAU703,6,4,2023-09-28
ITAU704,1,1,2023-06-30
ITAU704,1,2,2023-07-04
ITAU704,1,3,2023-07-11
ITAU704,2,1,2023-07-09
ITAU704,2,2,2023-07-15
ITAU704,2,3,2023-07-29
ITAU704,2,4,2023-07-28
ITAU704,3,1,2023-07-13
ITAU705,1,1,2023-11-23
ITAU705,1,2,2023-12-06
ITAU705,1,3,2023-12-10
ITAU705,2,1,2023-12-03
ITAU705,3,1,2023-11-30
ITAU705,3,2,2023-12-12
ITAU705,3,3,2023-12-20
ITAU705,3,4,2023-12-25
ITAU705,4,1,2023-12-04
ITAU705,5,1,2023-12-08
ITAU705,5,2,2023-12-22
ITAU705,5,3,2023-12-18
ITAU705,5,4,2023-12-23
ITAU705,6,1,2023-12-12
ITAU705,6,2,2023-12-11
ITAU705,6,3,2023-12-08
ITAU705,7,1,2023-11-27
ITAU705,8,1,2023-11-25
ITAU705,8,2,2023-11-27
ITAU705,8,3,2023-12-11
ITAU705,8,4,2023-12-21
ITAU706,1,1,2025-12-29
ITAU706,1,2,2026-01-05
ITAU706,1,3,2026-01-01
ITAU706,1,4,2026-01-09
ITAU706,2,1,2025-12-31
ITAU706,2,2,2025-12-30
ITAU706,3,1,2026-01-14
ITAU706,3,2,2026-01-09
ITAU706,4,1,2026-01-06
ITAU706,5,1,2025-12-29
ITAU706,6,1,2026-01-05
ITAU706,6,2,2026-01-06
ITAU706,6,3,2026-01-06
ITAU706,7,1,2026-01-14
ITAU706,7,2,2026-01-22
ITAU706,7,3,2026-02-05
ITAU706,8,1,2026-01-14
ITAU706,9,1,2024-09-09
ITAU706,9,2,2024-09-22
ITAU706,10,1,2024-08-25
ITAU706,10,2,2024-08-28
ITAU706,10,3,2024-08-28
ITAU706,10,4,2024-09-08
ITAU707,1,1,2023-04-07
ITAU708,1,1,2023-05-22
ITAU708,1,2,2023-05-27
ITAU708,1,3,2023-06-09
ITAU708,2,1,2023-07-14
ITAU708,2,2,2023-07-14
ITAU708,2,3,2023-07-15
ITAU708,2,4,2023-07-11
ITAU708,3,1,2023-06-04
ITAU708,3,2,2023-05-31
ITAU708,3,3,2023-05-26
ITAU709,1,1,2023-06-27
ITAU709,1,2,2023-06-26
ITAU709,1,3,2023-06-22
ITAU710,1,1,2023-08-28
ITAU710,1,2,2023-08-31
ITAU710,1,3,2023-09-05
ITAU710,2,1,2023-09-02
ITAU710,3,1,2023-09-11
ITAU710,4,1,2023-09-05
ITAU710,4,2,2023-09-11
ITAU710,5,1,2023-09-04
ITAU710,5,2,2023-09-18
ITAU710,5,3,2023-09-15
ITAU711,1,1,2023-12-27
ITAU711,1,2,2024-01-01
ITAU711,2,1,2024-01-10
ITAU712,1,1,2023-08-14
ITAU712,1,2,2023-08-11
ITAU712,1,3,2023-08-13
ITAU712,1,4,2023-08-13
ITAU712,2,1,2023-07-07
ITAU712,2,2,2023-07-14
ITAU712,2,3,2023-07-11
ITAU712,2,4,2023-07-23
ITAU712,3,1,2023-07-11
ITAU712,3,2,2023-07-25
ITAU712,3,3,2023-07-19
ITAU713,1,1,2023-06-04
ITAU713,1,2,2023-06-13
ITAU713,1,3,2023-06-09
ITAU713,2,1,2023-06-13
ITAU713,2,2,2023-06-21
ITAU713,2,3,2023-07-04
ITAU714,1,1,2023-11-08
ITAU714,1,2,2023-11-10
ITAU714,2,1,2023-10-25
ITAU714,2,2,2023-10-28
ITAU714,2,3,2023-10-25
ITAU714,2,4,2023-10-24
ITAU714,3,1,2023-10-25
ITAU714,3,2,2023-10-23
ITAU715,1,1,2023-08-04
ITAU715,1,2,2023-08-06
ITAU715,1,3,2023-08-20
ITAU715,1,4,2023-08-18
ITAU715,2,1,2023-08-09
ITAU715,3,1,2023-08-02
ITAU715,3,2,2023-08-08
ITAU715,3,3,2023-08-22
ITAU715,3,4,2023-08-30
ITAU715,4,1,2023-08-04
ITAU715,4,2,2023-08-09
ITAU715,4,3,2023-08-04
ITAU716,1,1,2023-08-23
ITAU716,1,2,2023-08-22
ITAU716,1,3,2023-09-01
ITAU716,2,1,2023-08-17
ITAU716,2,2,2023-08-14
ITAU716,2,3,2023-08-17
ITAU716,2,4,2023-08-28
ITAU716,3,1,2023-08-23
ITAU716,4,1,2023-09-03
ITAU716,4,2,2023-09-01
ITAU716,4,3,2023-09-12
ITAU716,4,4,2023-09-09
ITAU716,5,1,2023-08-29
ITAU716,5,2,2023-08-31
ITAU716,5,3,2023-08-28
ITAU716,5,4,2023-08-27
ITAU717,1,1,2024-10-09
ITAU717,1,2,2024-10-22
ITAU717,2,1,2024-10-14
ITAU717A,1,1,2023-07-17
ITAU717A,2,1,2023-07-15
ITAU717A,2,2,2023-07-21
ITAU717A,3,1,2023-07-12
ITAU717A,3,2,2023-07-08
ITAU717B,1,1,2023-12-11
ITAU717B,1,2,2023-12-09
ITAU717B,1,3,2023-12-03
ITAU717B,2,1,2023-09-28
ITAU717C,1,1,2023-10-24
ITAU717C,1,2,2023-10-30
ITAU717C,1,3,2023-10-27
ITAU717C,2,1,2023-12-01
ITAU717C,2,2,2023-11-25
ITAU717C,2,3,2023-11-21
ITAU717C,2,4,2023-11-21
ITAU717C,3,1,2023-12-09
ITAU717C,3,2,2023-12-11
ITAU717C,3,3,2023-12-23
ITAU717C,3,4,2023-12-21
ITAU717D,1,1,2023-11-09
ITAU717D,1,2,2023-11-23
ITAU717D,1,3,2023-11-18
ITAU717D,1,4,2023-11-25
ITAU717D,2,1,2023-11-21
ITAU717D,2,2,2023-12-04
ITAU717D,2,3,2023-12-17
ITAU717D,2,4,2023-12-24
ITAU717D,3,1,2023-11-24
ITAU717D,3,2,2023-11-20
ITAU717D,3,3,2023-11-16
ITAU717E,1,1,2023-10-30
ITAU717E,2,1,2023-11-19
ITAU717E,2,2,2023-12-03
ITAU717E,2,3,2023-12-12
ITAU717E,2,4,2023-12-12
ITAU717E,3,1,2023-11-28
ITAU717F,1,1,2023-12-26
ITAU717F,1,2,2023-12-22
ITAU717F,1,3,2024-01-02
ITAU717F,1,4,2023-12-31
ITAU717F,2,1,2024-01-30
ITAU717F,2,2,2024-02-12
ITAU717F,2,3,2024-02-18
ITAU717F,2,4,2024-02-20
ITAU717G,1,1,2024-09-02
ITAU717G,1,2,2024-09-05
ITAU717G,2,1,2024-09-19
ITAU718,1,1,2023-07-01
ITAU718,1,2,2023-06-24
ITAU719,1,1,2023-07-04
ITAU719,1,2,2023-07-14
