Job Code,Activity,Date,PIC,File Link,Description
ITAU721,Addendum Received,2023-08-16,HZR,https://company.sharepoint.com/ITAU721/addendum_received.pdf,Approved
ITAU721,Addendum Signed,2023-08-17,RLM,https://company.sharepoint.com/ITAU721/addendum_signed.pdf,Signed by client
ITAU722,SPK Sent,2023-04-24,AMF,https://company.sharepoint.com/ITAU722/spk_sent.pdf,Document uploaded
ITAU722,SPK Received,2023-04-29,NFI,https://company.sharepoint.com/ITAU722/spk_received.pdf,Approved
ITAU722,SPK Signed,2023-05-03,IFS,https://company.sharepoint.com/ITAU722/spk_signed.pdf,Approved
ITAU723,SPK Sent,2023-05-07,OMW,https://company.sharepoint.com/ITAU723/spk_sent.pdf,Signed by client
ITAU723,SPK Received,2023-05-16,WNA,https://company.sharepoint.com/ITAU723/spk_received.pdf,Internal verification completed
ITAU723,SPK Signed,2023-05-17,FYA,https://company.sharepoint.com/ITAU723/spk_signed.pdf,Document uploaded
ITAU723C,SPK Sent,2024-11-05,IFI,https://company.sharepoint.com/ITAU723C/spk_sent.pdf,Reviewed by Legal
ITAU723C,SPK Received,2024-11-09,TLW,https://company.sharepoint.com/ITAU723C/spk_received.pdf,Waiting for approval
ITAU723C,SPK Signed,2024-11-13,DTP,https://company.sharepoint.com/ITAU723C/spk_signed.pdf,Approved
ITAU723D,SPK Sent,2025-01-09,IFI,https://company.sharepoint.com/ITAU723D/spk_sent.pdf,Reviewed by Legal
ITAU723D,SPK Received,2025-01-14,JQV,https://company.sharepoint.com/ITAU723D/spk_received.pdf,Internal verification completed
ITAU723D,SPK Signed,2025-01-17,WNA,https://company.sharepoint.com/ITAU723D/spk_signed.pdf,Internal verification completed
ITAU723D,Addendum Sent,2025-03-03,IFS,https://company.sharepoint.com/ITAU723D/addendum_sent.pdf,Signed by client
ITAU723D,Addendum Received,2025-03-06,FYA,https://company.sharepoint.com/ITAU723D/addendum_received.pdf,Signed by client
ITAU723D,Addendum Signed,2025-03-10,IFS,https://company.sharepoint.com/ITAU723D/addendum_signed.pdf,Document uploaded
ITAU723E,SPK Sent,2025-07-28,DLP,https://company.sharepoint.com/ITAU723E/spk_sent.pdf,Internal verification completed
ITAU723E,SPK Received,2025-08-02,DGS,https://company.sharepoint.com/ITAU723E/spk_received.pdf,Waiting for approval
ITAU723E,SPK Signed,2025-08-06,IFI,https://company.sharepoint.com/ITAU723E/spk_signed.pdf,Approved
ITAU724,SPK Sent,2023-05-20,DGS,https://company.sharepoint.com/ITAU724/spk_sent.pdf,Signed by client
ITAU724,SPK Received,2023-05-28,DGS,https://company.sharepoint.com/ITAU724/spk_received.pdf,Reviewed by Legal
ITAU724,SPK Signed,2023-05-30,DLP,https://company.sharepoint.com/ITAU724/spk_signed.pdf,Document uploaded
ITAU724,Addendum Sent,2023-08-22,OMW,https://company.sharepoint.com/ITAU724/addendum_sent.pdf,Document uploaded
ITAU724,Addendum Received,2023-08-23,DGS,https://company.sharepoint.com/ITAU724/addendum_received.pdf,Reviewed by Legal
ITAU724,Addendum Signed,2023-08-27,AMF,https://company.sharepoint.com/ITAU724/addendum_signed.pdf,Internal verification completed
ITAU725,SPK Sent,2023-05-21,AMF,https://company.sharepoint.com/ITAU725/spk_sent.pdf,Internal verification completed
ITAU725,SPK Received,2023-05-30,FYA,https://company.sharepoint.com/ITAU725/spk_received.pdf,Document uploaded
ITAU725,SPK Signed,2023-05-31,DGS,https://company.sharepoint.com/ITAU725/spk_signed.pdf,Signed by client
ITAU726,SPK Sent,2023-03-08,JQV,https://company.sharepoint.com/ITAU726/spk_sent.pdf,Final version uploaded
ITAU726,SPK Received,2023-03-11,IFS,https://company.sharepoint.com/ITAU726/spk_received.pdf,Signed by client
ITAU726,SPK Signed,2023-03-13,WNA,https://company.sharepoint.com/ITAU726/spk_signed.pdf,Signed by client
ITAU727,SPK Sent,2023-03-18,HZR,https://company.sharepoint.com/ITAU727/spk_sent.pdf,Document uploaded
ITAU727,SPK Received,2023-03-23,DLP,https://company.sharepoint.com/ITAU727/spk_received.pdf,Approved
ITAU727,SPK Signed,2023-03-27,DTP,https://company.sharepoint.com/ITAU727/spk_signed.pdf,Internal verification completed
ITAU728,SPK Sent,2023-05-27,WNA,https://company.sharepoint.com/ITAU728/spk_sent.pdf,Document uploaded
ITAU728,SPK Received,2023-06-02,DGS,https://company.sharepoint.com/ITAU728/spk_received.pdf,Final version uploaded
ITAU728,SPK Signed,2023-06-05,DGS,https://company.sharepoint.com/ITAU728/spk_signed.pdf,Document uploaded
ITAU729,SPK Sent,2023-05-31,FYA,https://company.sharepoint.com/ITAU729/spk_sent.pdf,Signed by client
ITAU729,SPK Received,2023-06-05,IFI,https://company.sharepoint.com/ITAU729/spk_received.pdf,Reviewed by Legal
ITAU729,SPK Signed,2023-06-09,RLM,https://company.sharepoint.com/ITAU729/spk_signed.pdf,Document uploaded
ITAU730,SPK Sent,2023-06-06,JQV,https://company.sharepoint.com/ITAU730/spk_sent.pdf,Reviewed by Legal
ITAU730,SPK Received,2023-06-11,IFS,https://company.sharepoint.com/ITAU730/spk_received.pdf,Approved
ITAU730,SPK Signed,2023-06-14,WNA,https://company.sharepoint.com/ITAU730/spk_signed.pdf,Waiting for approval
ITAU731,SPK Sent,2023-08-31,DTP,https://company.sharepoint.com/ITAU731/spk_sent.pdf,Final version uploaded
ITAU731,SPK Received,2023-09-07,DTP,https://company.sharepoint.com/ITAU731/spk_received.pdf,Waiting for approval
ITAU731,SPK Signed,2023-09-08,WNA,https://company.sharepoint.com/ITAU731/spk_signed.pdf,Document uploaded
ITAU732,SPK Sent,2023-06-19,AMF,https://company.sharepoint.com/ITAU732/spk_sent.pdf,Document uploaded
ITAU732,SPK Received,2023-06-23,DGS,https://company.sharepoint.com/ITAU732/spk_received.pdf,Final version uploaded
ITAU732,SPK Signed,2023-06-27,IFI,https://company.sharepoint.com/ITAU732/spk_signed.pdf,Final version uploaded
ITAU733,SPK Sent,2023-06-17,FYA,https://company.sharepoint.com/ITAU733/spk_sent.pdf,Signed by client
ITAU733,SPK Received,2023-06-19,OMW,https://company.sharepoint.com/ITAU733/spk_received.pdf,Document uploaded
ITAU733,SPK Signed,2023-06-23,RLM,https://company.sharepoint.com/ITAU733/spk_signed.pdf,Internal verification completed
ITAU734,SPK Sent,2023-06-23,WNA,https://company.sharepoint.com/ITAU734/spk_sent.pdf,Approved
ITAU734,SPK Received,2023-07-02,AMF,https://company.sharepoint.com/ITAU734/spk_received.pdf,Final version uploaded
ITAU734,SPK Signed,2023-07-03,IFS,https://company.sharepoint.com/ITAU734/spk_signed.pdf,Waiting for approval
ITAU735,SPK Sent,2023-08-08,WNA,https://company.sharepoint.com/ITAU735/spk_sent.pdf,Reviewed by Legal
ITAU735,SPK Received,2023-08-10,TLW,https://company.sharepoint.com/ITAU735/spk_received.pdf,Internal verification completed
ITAU735,SPK Signed,2023-08-14,RLM,https://company.sharepoint.com/ITAU735/spk_signed.pdf,Approved
ITAU736,SPK Sent,2023-07-02,DTP,https://company.sharepoint.com/ITAU736/spk_sent.pdf,Waiting for approval
ITAU736,SPK Received,2023-07-07,DTP,https://company.sharepoint.com/ITAU736/spk_received.pdf,Signed by client
ITAU736,SPK Signed,2023-07-11,TSR,https://company.sharepoint.com/ITAU736/spk_signed.pdf,Reviewed by Legal
ITAU737,SPK Sent,2023-07-07,DLP,https://company.sharepoint.com/ITAU737/spk_sent.pdf,Waiting for approval
ITAU737,SPK Received,2023-07-16,OMW,https://company.sharepoint.com/ITAU737/spk_received.pdf,Document uploaded
ITAU737,SPK Signed,2023-07-17,TLW,https://company.sharepoint.com/ITAU737/spk_signed.pdf,Signed by client
ITAU737,Addendum Sent,2023-08-18,AMF,https://company.sharepoint.com/ITAU737/addendum_sent.pdf,Reviewed by Legal
ITAU737,Addendum Received,2023-08-23,IFI,https://company.sharepoint.com/ITAU737/addendum_received.pdf,Approved
ITAU737,Addendum Signed,2023-08-27,FYA,https://company.sharepoint.com/ITAU737/addendum_signed.pdf,Internal verification completed
ITAU738,SPK Sent,2023-06-30,OMW,https://company.sharepoint.com/ITAU738/spk_sent.pdf,Waiting for approval
ITAU738,SPK Received,2023-07-08,DLP,https://company.sharepoint.com/ITAU738/spk_received.pdf,Final version uploaded
ITAU738,SPK Signed,2023-07-10,HZR,https://company.sharepoint.com/ITAU738/spk_signed.pdf,Approved
ITAU739,SPK Sent,2023-07-05,JQV,https://company.sharepoint.com/ITAU739/spk_sent.pdf,Internal verification completed
ITAU739,SPK Received,2023-07-10,FYA,https://company.sharepoint.com/ITAU739/spk_received.pdf,Final version uploaded
ITAU739,SPK Signed,2023-07-14,IFS,https://company.sharepoint.com/ITAU739/spk_signed.pdf,Approved
ITAU739,Addendum Sent,2023-10-28,OMW,https://company.sharepoint.com/ITAU739/addendum_sent.pdf,Signed by client
ITAU739,Addendum Received,2023-10-29,NFI,https://company.sharepoint.com/ITAU739/addendum_received.pdf,Internal verification completed
ITAU739,Addendum Signed,2023-11-02,FYA,https://company.sharepoint.com/ITAU739/addendum_signed.pdf,Signed by client
ITAU740,SPK Sent,2023-07-06,DLP,https://company.sharepoint.com/ITAU740/spk_sent.pdf,Approved
ITAU740,SPK Received,2023-07-13,DTP,https://company.sharepoint.com/ITAU740/spk_received.pdf,Reviewed by Legal
ITAU740,SPK Signed,2023-07-14,WNA,https://company.sharepoint.com/ITAU740/spk_signed.pdf,Waiting for approval
ITAU740,Addendum Sent,2023-10-10,DLP,https://company.sharepoint.com/ITAU740/addendum_sent.pdf,Approved
ITAU740,Addendum Received,2023-10-15,IFI,https://company.sharepoint.com/ITAU740/addendum_received.pdf,Reviewed by Legal
ITAU740,Addendum Signed,2023-10-17,HZR,https://company.sharepoint.com/ITAU740/addendum_signed.pdf,Waiting for approval
ITAU740A,SPK Sent,2023-08-30,OMW,https://company.sharepoint.com/ITAU740A/spk_sent.pdf,Waiting for approval
ITAU740A,SPK Received,2023-09-06,WNA,https://company.sharepoint.com/ITAU740A/spk_received.pdf,Signed by client
ITAU740A,SPK Signed,2023-09-08,IFI,https://company.sharepoint.com/ITAU740A/spk_signed.pdf,Document uploaded
ITAU741,SPK Sent,2023-07-16,IFS,https://company.sharepoint.com/ITAU741/spk_sent.pdf,Document uploaded
ITAU741,SPK Received,2023-07-23,HZR,https://company.sharepoint.com/ITAU741/spk_received.pdf,Approved
ITAU741,SPK Signed,2023-07-25,IFI,https://company.sharepoint.com/ITAU741/spk_signed.pdf,Waiting for approval
ITAU741,Addendum Sent,2023-10-05,OMW,https://company.sharepoint.com/ITAU741/addendum_sent.pdf,Approved
ITAU741,Addendum Received,2023-10-12,IFI,https://company.sharepoint.com/ITAU741/addendum_received.pdf,Final version uploaded
ITAU741,Addendum Signed,2023-10-14,WNA,https://company.sharepoint.com/ITAU741/addendum_signed.pdf,Approved
ITAU742,SPK Sent,2023-07-19,IFS,https://company.sharepoint.com/ITAU742/spk_sent.pdf,Final version uploaded
ITAU742,SPK Received,2023-07-27,DLP,https://company.sharepoint.com/ITAU742/spk_received.pdf,Document uploaded
ITAU742,SPK Signed,2023-07-28,FYA,https://company.sharepoint.com/ITAU742/spk_signed.pdf,Document uploaded
ITAU743,SPK Sent,2023-07-25,RLM,https://company.sharepoint.com/ITAU743/spk_sent.pdf,Internal verification completed
ITAU743,SPK Received,2023-07-30,NFI,https://company.sharepoint.com/ITAU743/spk_received.pdf,Waiting for approval
ITAU743,SPK Signed,2023-07-31,AMF,https://company.sharepoint.com/ITAU743/spk_signed.pdf,Final version uploaded
ITAU744,SPK Sent,2024-01-23,DGS,https://company.sharepoint.com/ITAU744/spk_sent.pdf,Reviewed by Legal
ITAU744,SPK Received,2024-01-30,JQV,https://company.sharepoint.com/ITAU744/spk_received.pdf,Approved
ITAU744,SPK Signed,2024-02-01,DLP,https://company.sharepoint.com/ITAU744/spk_signed.pdf,Reviewed by Legal
ITAU746,SPK Sent,2023-04-29,HZR,https://company.sharepoint.com/ITAU746/spk_sent.pdf,Document uploaded
ITAU746,SPK Received,2023-05-01,TSR,https://company.sharepoint.com/ITAU746/spk_received.pdf,Reviewed by Legal
ITAU746,SPK Signed,2023-05-05,NFI,https://company.sharepoint.com/ITAU746/spk_signed.pdf,Document uploaded
ITAU747,SPK Sent,2023-08-02,DLP,https://company.sharepoint.com/ITAU747/spk_sent.pdf,Approved
ITAU747,SPK Received,2023-08-06,TSR,https://company.sharepoint.com/ITAU747/spk_received.pdf,Final version uploaded
ITAU747,SPK Signed,2023-08-09,DGS,https://company.sharepoint.com/ITAU747/spk_signed.pdf,Internal verification completed
ITAU748,SPK Sent,2023-08-09,FYA,https://company.sharepoint.com/ITAU748/spk_sent.pdf,Final version uploaded
ITAU748,SPK Received,2023-08-12,FYA,https://company.sharepoint.com/ITAU748/spk_received.pdf,Approved
ITAU748,SPK Signed,2023-08-14,IFI,https://company.sharepoint.com/ITAU748/spk_signed.pdf,Waiting for approval
ITAU749,SPK Sent,2023-09-13,AMF,https://company.sharepoint.com/ITAU749/spk_sent.pdf,Document uploaded
ITAU749,SPK Received,2023-09-17,DGS,https://company.sharepoint.com/ITAU749/spk_received.pdf,Reviewed by Legal
ITAU749,SPK Signed,2023-09-18,JQV,https://company.sharepoint.com/ITAU749/spk_signed.pdf,Waiting for approval
ITAU750,SPK Sent,2023-08-08,OMW,https://company.sharepoint.com/ITAU750/spk_sent.pdf,Approved
ITAU750,SPK Received,2023-08-14,DGS,https://company.sharepoint.com/ITAU750/spk_received.pdf,Document uploaded
ITAU750,SPK Signed,2023-08-15,TLW,https://company.sharepoint.com/ITAU750/spk_signed.pdf,Final version uploaded
ITAU751,SPK Sent,2023-08-04,HZR,https://company.sharepoint.com/ITAU751/spk_sent.pdf,Internal verification completed
ITAU751,SPK Received,2023-08-10,DLP,https://company.sharepoint.com/ITAU751/spk_received.pdf,Final version uploaded
ITAU751,SPK Signed,2023-08-14,WNA,https://company.sharepoint.com/ITAU751/spk_signed.pdf,Reviewed by Legal
ITAU752,SPK Sent,2023-08-12,IFS,https://company.sharepoint.com/ITAU752/spk_sent.pdf,Final version uploaded
ITAU752,SPK Received,2023-08-19,WNA,https://company.sharepoint.com/ITAU752/spk_received.pdf,Internal verification completed
ITAU752,SPK Signed,2023-08-22,DTP,https://company.sharepoint.com/ITAU752/spk_signed.pdf,Signed by client
ITAU753,SPK Sent,2023-08-23,TLW,https://company.sharepoint.com/ITAU753/spk_sent.pdf,Final version uploaded
ITAU753,SPK Received,2023-08-31,WNA,https://company.sharepoint.com/ITAU753/spk_received.pdf,Reviewed by Legal
ITAU753,SPK Signed,2023-09-01,DLP,https://company.sharepoint.com/ITAU753/spk_signed.pdf,Waiting for approval
ITAU754,SPK Sent,2023-09-03,DGS,https://company.sharepoint.com/ITAU754/spk_sent.pdf,Waiting for approval
ITAU754,SPK Received,2023-09-04,IFS,https://company.sharepoint.com/ITAU754/spk_received.pdf,Reviewed by Legal
ITAU754,SPK Signed,2023-09-08,HZR,https://company.sharepoint.com/ITAU754/spk_signed.pdf,Approved
ITAU754,Addendum Sent,2023-12-08,AMF,https://company.sharepoint.com/ITAU754/addendum_sent.pdf,Approved
ITAU754,Addendum Received,2023-12-11,FYA,https://company.sharepoint.com/ITAU754/addendum_received.pdf,Signed by client
ITAU754,Addendum Signed,2023-12-13,OMW,https://company.sharepoint.com/ITAU754/addendum_signed.pdf,Signed by client
ITAU755,SPK Sent,2023-08-29,IFS,https://company.sharepoint.com/ITAU755/spk_sent.pdf,Approved
ITAU755,SPK Received,2023-09-06,JQV,https://company.sharepoint.com/ITAU755/spk_received.pdf,Signed by client
ITAU755,SPK Signed,2023-09-08,WNA,https://company.sharepoint.com/ITAU755/spk_signed.pdf,Approved
ITAU756,SPK Sent,2023-09-14,JQV,https://company.sharepoint.com/ITAU756/spk_sent.pdf,Final version uploaded
ITAU756,SPK Received,2023-09-17,DLP,https://company.sharepoint.com/ITAU756/spk_received.pdf,Waiting for approval
ITAU756,SPK Signed,2023-09-21,TSR,https://company.sharepoint.com/ITAU756/spk_signed.pdf,Signed by client
ITAU757,SPK Sent,2023-09-13,DTP,https://company.sharepoint.com/ITAU757/spk_sent.pdf,Document uploaded
ITAU757,SPK Received,2023-09-17,DLP,https://company.sharepoint.com/ITAU757/spk_received.pdf,Signed by client
ITAU757,SPK Signed,2023-09-20,IFI,https://company.sharepoint.com/ITAU757/spk_signed.pdf,Internal verification completed
ITAU758,SPK Sent,2023-09-09,NFI,https://company.sharepoint.com/ITAU758/spk_sent.pdf,Internal verification completed
ITAU758,SPK Received,2023-09-16,HZR,https://company.sharepoint.com/ITAU758/spk_received.pdf,Approved
ITAU758,SPK Signed,2023-09-18,HZR,https://company.sharepoint.com/ITAU758/spk_signed.pdf,Internal verification completed
ITAU758,Addendum Sent,2024-01-05,DTP,https://company.sharepoint.com/ITAU758/addendum_sent.pdf,Waiting for approval
ITAU758,Addendum Received,2024-01-10,DLP,https://company.sharepoint.com/ITAU758/addendum_received.pdf,Document uploaded
ITAU758,Addendum Signed,2024-01-13,TLW,https://company.sharepoint.com/ITAU758/addendum_signed.pdf,Document uploaded
ITAU759,SPK Sent,2023-09-13,NFI,https://company.sharepoint.com/ITAU759/spk_sent.pdf,Approved
ITAU759,SPK Received,2023-09-20,TSR,https://company.sharepoint.com/ITAU759/spk_received.pdf,Reviewed by Legal
ITAU759,SPK Signed,2023-09-21,OMW,https://company.sharepoint.com/ITAU759/spk_signed.pdf,Internal verification completed
ITAU759,Addendum Sent,2023-12-27,AMF,https://company.sharepoint.com/ITAU759/addendum_sent.pdf,Reviewed by Legal
ITAU759,Addendum Received,2024-01-01,DLP,https://company.sharepoint.com/ITAU759/addendum_received.pdf,Signed by client
ITAU759,Addendum Signed,2024-01-05,IFS,https://company.sharepoint.com/ITAU759/addendum_signed.pdf,Waiting for approval
ITAU760,SPK Sent,2023-09-22,OMW,https://company.sharepoint.com/ITAU760/spk_sent.pdf,Approved
ITAU760,SPK Received,2023-09-26,DTP,https://company.sharepoint.com/ITAU760/spk_received.pdf,Document uploaded
ITAU760,SPK Signed,2023-09-29,DTP,https://company.sharepoint.com/ITAU760/spk_signed.pdf,Signed by client
ITAU761,SPK Sent,2023-09-15,FYA,https://company.sharepoint.com/ITAU761/spk_sent.pdf,Signed by client
ITAU761,SPK Received,2023-09-22,IFS,https://company.sharepoint.com/ITAU761/spk_received.pdf,Waiting for approval
ITAU761,SPK Signed,2023-09-25,IFI,https://company.sharepoint.com/ITAU761/spk_signed.pdf,Document uploaded
ITAU762,SPK Sent,2023-09-15,AMF,https://company.sharepoint.com/ITAU762/spk_sent.pdf,Final version uploaded
ITAU762,SPK Received,2023-09-18,FYA,https://company.sharepoint.com/ITAU762/spk_received.pdf,Final version uploaded
ITAU762,SPK Signed,2023-09-22,HZR,https://company.sharepoint.com/ITAU762/spk_signed.pdf,Internal verification completed
ITAU763,SPK Sent,2023-10-03,OMW,https://company.sharepoint.com/ITAU763/spk_sent.pdf,Document uploaded
ITAU763,SPK Received,2023-10-08,TSR,https://company.sharepoint.com/ITAU763/spk_received.pdf,Final version uploaded
ITAU763,SPK Signed,2023-10-12,OMW,https://company.sharepoint.com/ITAU763/spk_signed.pdf,Waiting for approval
ITAU764,SPK Sent,2023-09-26,HZR,https://company.sharepoint.com/ITAU764/spk_sent.pdf,Waiting for approval
ITAU764,SPK Received,2023-10-01,TSR,https://company.sharepoint.com/ITAU764/spk_received.pdf,Approved
ITAU764,SPK Signed,2023-10-02,DGS,https://company.sharepoint.com/ITAU764/spk_signed.pdf,Waiting for approval
ITAU765,SPK Sent,2023-09-05,HZR,https://company.sharepoint.com/ITAU765/spk_sent.pdf,Document uploaded
ITAU765,SPK Received,2023-09-09,IFS,https://company.sharepoint.com/ITAU765/spk_received.pdf,Approved
ITAU765,SPK Signed,2023-09-13,RLM,https://company.sharepoint.com/ITAU765/spk_signed.pdf,Waiting for approval
ITAU766,SPK Sent,2023-09-18,OMW,https://company.sharepoint.com/ITAU766/spk_sent.pdf,Reviewed by Legal
ITAU766,SPK Received,2023-09-23,NFI,https://company.sharepoint.com/ITAU766/spk_received.pdf,Final version uploaded
ITAU766,SPK Signed,2023-09-25,RLM,https://company.sharepoint.com/ITAU766/spk_signed.pdf,Waiting for approval
ITAU766,Addendum Sent,2023-12-19,FYA,https://company.sharepoint.com/ITAU766/addendum_sent.pdf,Final version uploaded
ITAU766,Addendum Received,2023-12-27,OMW,https://company.sharepoint.com/ITAU766/addendum_received.pdf,Approved
ITAU766,Addendum Signed,2023-12-28,RLM,https://company.sharepoint.com/ITAU766/addendum_signed.pdf,Reviewed by Legal
ITAU767,SPK Sent,2023-10-07,TSR,https://company.sharepoint.com/ITAU767/spk_sent.pdf,Internal verification completed
ITAU767,SPK Received,2023-10-15,FYA,https://company.sharepoint.com/ITAU767/spk_received.pdf,Document uploaded
ITAU767,SPK Signed,2023-10-17,DLP,https://company.sharepoint.com/ITAU767/spk_signed.pdf,Approved
ITAU768,SPK Sent,2023-11-11,TSR,https://company.sharepoint.com/ITAU768/spk_sent.pdf,Reviewed by Legal
ITAU768,SPK Received,2023-11-18,HZR,https://company.sharepoint.com/ITAU768/spk_received.pdf,Document uploaded
ITAU768,SPK Signed,2023-11-21,DTP,https://company.sharepoint.com/ITAU768/spk_signed.pdf,Internal verification completed
ITAU769,SPK Sent,2023-10-08,IFI,https://company.sharepoint.com/ITAU769/spk_sent.pdf,Waiting for approval
ITAU769,SPK Received,2023-10-14,IFI,https://company.sharepoint.com/ITAU769/spk_received.pdf,Final version uploaded
ITAU769,SPK Signed,2023-10-18,RLM,https://company.sharepoint.com/ITAU769/spk_signed.pdf,Approved
ITAU769,Addendum Sent,2023-12-05,OMW,https://company.sharepoint.com/ITAU769/addendum_sent.pdf,Approved
ITAU769,Addendum Received,2023-12-08,JQV,https://company.sharepoint.com/ITAU769/addendum_received.pdf,Internal verification completed
ITAU769,Addendum Signed,2023-12-10,TLW,https://company.sharepoint.com/ITAU769/addendum_signed.pdf,Waiting for approval
ITAU770,SPK Sent,2023-09-27,IFS,https://company.sharepoint.com/ITAU770/spk_sent.pdf,Document uploaded
ITAU770,SPK Received,2023-10-03,OMW,https://company.sharepoint.com/ITAU770/spk_received.pdf,Document uploaded
ITAU770,SPK Signed,2023-10-05,DLP,https://company.sharepoint.com/ITAU770/spk_signed.pdf,Document uploaded
ITAU771,SPK Sent,2023-10-03,DLP,https://company.sharepoint.com/ITAU771/spk_sent.pdf,Document uploaded
ITAU771,SPK Received,2023-10-06,TSR,https://company.sharepoint.com/ITAU771/spk_received.pdf,Final version uploaded
ITAU771,SPK Signed,2023-10-09,WNA,https://company.sharepoint.com/ITAU771/spk_signed.pdf,Final version uploaded
ITAU772,SPK Sent,2023-10-03,DTP,https://company.sharepoint.com/ITAU772/spk_sent.pdf,Final version uploaded
ITAU772,SPK Received,2023-10-06,HZR,https://company.sharepoint.com/ITAU772/spk_received.pdf,Signed by client
ITAU772,SPK Signed,2023-10-10,DTP,https://company.sharepoint.com/ITAU772/spk_signed.pdf,Document uploaded
ITAU773,SPK Sent,2023-10-03,TLW,https://company.sharepoint.com/ITAU773/spk_sent.pdf,Signed by client
ITAU773,SPK Received,2023-10-07,IFI,https://company.sharepoint.com/ITAU773/spk_received.pdf,Reviewed by Legal
ITAU773,SPK Signed,2023-10-11,DGS,https://company.sharepoint.com/ITAU773/spk_signed.pdf,Document uploaded
ITAU774,SPK Sent,2023-10-04,RLM,https://company.sharepoint.com/ITAU774/spk_sent.pdf,Document uploaded
ITAU774,SPK Received,2023-10-07,HZR,https://company.sharepoint.com/ITAU774/spk_received.pdf,Final version uploaded
ITAU774,SPK Signed,2023-10-10,FYA,https://company.sharepoint.com/ITAU774/spk_signed.pdf,Approved
ITAU775,SPK Sent,2023-10-04,DGS,https://company.sharepoint.com/ITAU775/spk_sent.pdf,Reviewed by Legal
ITAU775,SPK Received,2023-10-06,AMF,https://company.sharepoint.com/ITAU775/spk_received.pdf,Final version uploaded
ITAU775,SPK Signed,2023-10-10,OMW,https://company.sharepoint.com/ITAU775/spk_signed.pdf,Document uploaded
ITAU776,SPK Sent,2023-10-05,DTP,https://company.sharepoint.com/ITAU776/spk_sent.pdf,Reviewed by Legal
ITAU776,SPK Received,2023-10-10,WNA,https://company.sharepoint.com/ITAU776/spk_received.pdf,Waiting for approval
ITAU776,SPK Signed,2023-10-11,NFI,https://company.sharepoint.com/ITAU776/spk_signed.pdf,Internal verification completed
ITAU777,SPK Sent,2023-10-05,DGS,https://company.sharepoint.com/ITAU777/spk_sent.pdf,Final version uploaded
ITAU777,SPK Received,2023-10-10,WNA,https://company.sharepoint.com/ITAU777/spk_received.pdf,Document uploaded
ITAU777,SPK Signed,2023-10-13,TLW,https://company.sharepoint.com/ITAU777/spk_signed.pdf,Signed by client
ITAU777,Addendum Sent,2023-12-16,TSR,https://company.sharepoint.com/ITAU777/addendum_sent.pdf,Final version uploaded
ITAU777,Addendum Received,2023-12-22,AMF,https://company.sharepoint.com/ITAU777/addendum_received.pdf,Reviewed by Legal
ITAU777,Addendum Signed,2023-12-26,TSR,https://company.sharepoint.com/ITAU777/addendum_signed.pdf,Waiting for approval
ITAU778,SPK Sent,2023-10-11,DLP,https://company.sharepoint.com/ITAU778/spk_sent.pdf,Internal verification completed
ITAU778,SPK Received,2023-10-18,WNA,https://company.sharepoint.com/ITAU778/spk_received.pdf,Internal verification completed
ITAU778,SPK Signed,2023-10-20,RLM,https://company.sharepoint.com/ITAU778/spk_signed.pdf,Reviewed by Legal
ITAU779,SPK Sent,2023-10-09,TSR,https://company.sharepoint.com/ITAU779/spk_sent.pdf,Final version uploaded
ITAU779,SPK Received,2023-10-15,RLM,https://company.sharepoint.com/ITAU779/spk_received.pdf,Waiting for approval
ITAU779,SPK Signed,2023-10-18,DTP,https://company.sharepoint.com/ITAU779/spk_signed.pdf,Document uploaded
ITAU780,SPK Sent,2023-10-07,AMF,https://company.sharepoint.com/ITAU780/spk_sent.pdf,Approved
ITAU780,SPK Received,2023-10-13,TSR,https://company.sharepoint.com/ITAU780/spk_received.pdf,Internal verification completed
ITAU780,SPK Signed,2023-10-17,IFI,https://company.sharepoint.com/ITAU780/spk_signed.pdf,Final version uploaded
ITAU780,Addendum Sent,2024-01-31,NFI,https://company.sharepoint.com/ITAU780/addendum_sent.pdf,Final version uploaded
ITAU780,Addendum Received,2024-02-04,HZR,https://company.sharepoint.com/ITAU780/addendum_received.pdf,Document uploaded
ITAU780,Addendum Signed,2024-02-07,DLP,https://company.sharepoint.com/ITAU780/addendum_signed.pdf,Reviewed by Legal
ITAU781,SPK Sent,2023-09-29,TLW,https://company.sharepoint.com/ITAU781/spk_sent.pdf,Waiting for approval
ITAU781,SPK Received,2023-10-03,RLM,https://company.sharepoint.com/ITAU781/spk_received.pdf,Signed by client
ITAU781,SPK Signed,2023-10-05,IFS,https://company.sharepoint.com/ITAU781/spk_signed.pdf,Final version uploaded
ITAU782,SPK Sent,2023-11-04,IFS,https://company.sharepoint.com/ITAU782/spk_sent.pdf,Internal verification completed
ITAU782,SPK Received,2023-11-10,DGS,https://company.sharepoint.com/ITAU782/spk_received.pdf,Document uploaded
ITAU782,SPK Signed,2023-11-14,TLW,https://company.sharepoint.com/ITAU782/spk_signed.pdf,Approved
ITAU783,SPK Sent,2023-10-12,TLW,https://company.sharepoint.com/ITAU783/spk_sent.pdf,Reviewed by Legal
ITAU783,SPK Received,2023-10-18,DTP,https://company.sharepoint.com/ITAU783/spk_received.pdf,Reviewed by Legal
ITAU783,SPK Signed,2023-10-20,DGS,https://company.sharepoint.com/ITAU783/spk_signed.pdf,Final version uploaded
