Job Code,Term,Activity,Date,PIC,File Link,Description
ITAU717D,1,BAST Sent,2023-10-02,HZR,https://company.sharepoint.com/ITAU717D/bast_sent.pdf,Document submitted to client
ITAU717D,1,BAST Received,2023-10-05,DLP,https://company.sharepoint.com/ITAU717D/bast_received.pdf,Final BAST uploaded
ITAU717D,2,BAST Sent,2023-12-22,FYA,https://company.sharepoint.com/ITAU717D/bast_sent.pdf,Final BAST uploaded
ITAU717D,2,BAST Received,2023-12-24,DLP,https://company.sharepoint.com/ITAU717D/bast_received.pdf,Client acknowledged receipt
ITAU717D,3,BAST Sent,2024-03-02,WNA,https://company.sharepoint.com/ITAU717D/bast_sent.pdf,Document submitted to client
ITAU717D,3,BAST Received,2024-03-07,DLP,https://company.sharepoint.com/ITAU717D/bast_received.pdf,Document archived
ITAU717D,4,BAST Sent,2024-07-05,TSR,https://company.sharepoint.com/ITAU717D/bast_sent.pdf,Document submitted to client
ITAU717D,4,BAST Received,2024-07-08,DLP,https://company.sharepoint.com/ITAU717D/bast_received.pdf,Final BAST uploaded
ITAU717E,1,BAST Sent,2023-10-11,AMF,https://company.sharepoint.com/ITAU717E/bast_sent.pdf,Verified by PMO
ITAU717E,1,BAST Received,2023-10-15,DLP,https://company.sharepoint.com/ITAU717E/bast_received.pdf,Final BAST uploaded
ITAU717E,2,BAST Sent,2024-01-16,FYA,https://company.sharepoint.com/ITAU717E/bast_sent.pdf,Verified by PMO
ITAU717E,2,BAST Received,2024-01-22,DLP,https://company.sharepoint.com/ITAU717E/bast_received.pdf,Verified by PMO
ITAU717F,1,BAST Sent,2023-12-17,JQV,https://company.sharepoint.com/ITAU717F/bast_sent.pdf,Verified by PMO
ITAU717F,1,BAST Received,2023-12-21,DLP,https://company.sharepoint.com/ITAU717F/bast_received.pdf,Document archived
ITAU717F,2,BAST Sent,2024-03-01,IFS,https://company.sharepoint.com/ITAU717F/bast_sent.pdf,Verified by PMO
ITAU717F,2,BAST Received,2024-03-04,DLP,https://company.sharepoint.com/ITAU717F/bast_received.pdf,Document submitted to client
ITAU717F,3,BAST Sent,2024-05-18,TSR,https://company.sharepoint.com/ITAU717F/bast_sent.pdf,Final BAST uploaded
ITAU717F,3,BAST Received,2024-05-25,DLP,https://company.sharepoint.com/ITAU717F/bast_received.pdf,Document archived
ITAU717F,4,BAST Sent,2024-12-09,DTP,https://company.sharepoint.com/ITAU717F/bast_sent.pdf,Document submitted to client
ITAU717F,4,BAST Received,2024-12-16,DLP,https://company.sharepoint.com/ITAU717F/bast_received.pdf,Final BAST uploaded
ITAU717F,5,BAST Sent,2025-03-30,HZR,https://company.sharepoint.com/ITAU717F/bast_sent.pdf,Verified by PMO
ITAU717F,5,BAST Received,2025-04-01,DLP,https://company.sharepoint.com/ITAU717F/bast_received.pdf,Document submitted to client
ITAU717G,1,BAST Sent,2024-08-16,OMW,https://company.sharepoint.com/ITAU717G/bast_sent.pdf,Document submitted to client
ITAU717G,1,BAST Received,2024-08-23,DLP,https://company.sharepoint.com/ITAU717G/bast_received.pdf,Final BAST uploaded
ITAU717G,2,BAST Sent,2024-11-24,RLM,https://company.sharepoint.com/ITAU717G/bast_sent.pdf,Document archived
ITAU717G,2,BAST Received,2024-11-28,DLP,https://company.sharepoint.com/ITAU717G/bast_received.pdf,Client acknowledged receipt
ITAU717G,3,BAST Sent,2025-02-18,IFI,https://company.sharepoint.com/ITAU717G/bast_sent.pdf,Final BAST uploaded
ITAU717G,3,BAST Received,2025-02-22,DLP,https://company.sharepoint.com/ITAU717G/bast_received.pdf,Document archived
ITAU717G,4,BAST Sent,2025-04-01,NFI,https://company.sharepoint.com/ITAU717G/bast_sent.pdf,Client acknowledged receipt
ITAU717G,4,BAST Received,2025-04-07,DLP,https://company.sharepoint.com/ITAU717G/bast_received.pdf,Final BAST uploaded
ITAU717G,5,BAST Sent,2025-10-22,TSR,https://company.sharepoint.com/ITAU717G/bast_sent.pdf,Document submitted to client
ITAU717G,5,BAST Received,2025-10-29,DLP,https://company.sharepoint.com/ITAU717G/bast_received.pdf,Final BAST uploaded
ITAU718,1,BAST Sent,2023-02-13,JQV,https://company.sharepoint.com/ITAU718/bast_sent.pdf,Verified by PMO
ITAU718,1,BAST Received,2023-02-19,DLP,https://company.sharepoint.com/ITAU718/bast_received.pdf,Document archived
ITAU718,2,BAST Sent,2023-06-01,IFI,https://company.sharepoint.com/ITAU718/bast_sent.pdf,Document submitted to client
ITAU718,2,BAST Received,2023-06-06,DLP,https://company.sharepoint.com/ITAU718/bast_received.pdf,Document archived
ITAU719,1,BAST Sent,2023-05-09,DGS,https://company.sharepoint.com/ITAU719/bast_sent.pdf,Client acknowledged receipt
ITAU719,1,BAST Received,2023-05-12,DLP,https://company.sharepoint.com/ITAU719/bast_received.pdf,BAST document created
ITAU719,2,BAST Sent,2023-09-09,IFI,https://company.sharepoint.com/ITAU719/bast_sent.pdf,BAST document created
ITAU719,2,BAST Received,2023-09-16,DLP,https://company.sharepoint.com/ITAU719/bast_received.pdf,BAST document created
ITAU720,1,BAST Sent,2023-05-15,FYA,https://company.sharepoint.com/ITAU720/bast_sent.pdf,BAST document created
ITAU720,1,BAST Received,2023-05-18,DLP,https://company.sharepoint.com/ITAU720/bast_received.pdf,BAST document created
ITAU720,2,BAST Sent,2023-07-29,TSR,https://company.sharepoint.com/ITAU720/bast_sent.pdf,Document archived
ITAU720,2,BAST Received,2023-07-31,DLP,https://company.sharepoint.com/ITAU720/bast_received.pdf,Final BAST uploaded
ITAU720,3,BAST Sent,2023-10-07,TSR,https://company.sharepoint.com/ITAU720/bast_sent.pdf,Document submitted to client
ITAU720,3,BAST Received,2023-10-14,DLP,https://company.sharepoint.com/ITAU720/bast_received.pdf,Document archived
ITAU720,4,BAST Sent,2023-12-23,RLM,https://company.sharepoint.com/ITAU720/bast_sent.pdf,Verified by PMO
ITAU720,4,BAST Received,2023-12-26,DLP,https://company.sharepoint.com/ITAU720/bast_received.pdf,Verified by PMO
ITAU721,1,BAST Sent,2023-05-15,TSR,https://company.sharepoint.com/ITAU721/bast_sent.pdf,Document archived
ITAU721,1,BAST Received,2023-05-18,DLP,https://company.sharepoint.com/ITAU721/bast_received.pdf,BAST document created
ITAU721,2,BAST Sent,2023-08-02,TSR,https://company.sharepoint.com/ITAU721/bast_sent.pdf,Client acknowledged receipt
ITAU721,2,BAST Received,2023-08-06,DLP,https://company.sharepoint.com/ITAU721/bast_received.pdf,Final BAST uploaded
ITAU721,3,BAST Sent,2023-10-03,NFI,https://company.sharepoint.com/ITAU721/bast_sent.pdf,Client acknowledged receipt
ITAU721,3,BAST Received,2023-10-07,DLP,https://company.sharepoint.com/ITAU721/bast_received.pdf,Client acknowledged receipt
ITAU721,4,BAST Sent,2024-05-05,DLP,https://company.sharepoint.com/ITAU721/bast_sent.pdf,BAST document created
ITAU721,4,BAST Received,2024-05-07,DLP,https://company.sharepoint.com/ITAU721/bast_received.pdf,Document archived
ITAU722,1,BAST Sent,2023-05-22,FYA,https://company.sharepoint.com/ITAU722/bast_sent.pdf,Verified by PMO
ITAU722,1,BAST Received,2023-05-26,DLP,https://company.sharepoint.com/ITAU722/bast_received.pdf,Client acknowledged receipt
ITAU722,2,BAST Sent,2023-08-21,IFI,https://company.sharepoint.com/ITAU722/bast_sent.pdf,BAST document created
ITAU722,2,BAST Received,2023-08-25,DLP,https://company.sharepoint.com/ITAU722/bast_received.pdf,Final BAST uploaded
ITAU722,3,BAST Sent,2023-11-27,FYA,https://company.sharepoint.com/ITAU722/bast_sent.pdf,Document submitted to client
ITAU722,3,BAST Received,2023-12-04,DLP,https://company.sharepoint.com/ITAU722/bast_received.pdf,Final BAST uploaded
ITAU723,1,BAST Sent,2023-05-30,DLP,https://company.sharepoint.com/ITAU723/bast_sent.pdf,Client acknowledged receipt
ITAU723,1,BAST Received,2023-06-05,DLP,https://company.sharepoint.com/ITAU723/bast_received.pdf,BAST document created
ITAU723,2,BAST Sent,2023-08-14,DLP,https://company.sharepoint.com/ITAU723/bast_sent.pdf,Document archived
ITAU723,2,BAST Received,2023-08-16,DLP,https://company.sharepoint.com/ITAU723/bast_received.pdf,Client acknowledged receipt
ITAU723,3,BAST Sent,2024-01-05,IFS,https://company.sharepoint.com/ITAU723/bast_sent.pdf,Document submitted to client
ITAU723,3,BAST Received,2024-01-12,DLP,https://company.sharepoint.com/ITAU723/bast_received.pdf,Client acknowledged receipt
ITAU723C,1,BAST Sent,2024-11-25,IFS,https://company.sharepoint.com/ITAU723C/bast_sent.pdf,Verified by PMO
ITAU723C,1,BAST Received,2024-12-01,DLP,https://company.sharepoint.com/ITAU723C/bast_received.pdf,Document archived
ITAU723C,2,BAST Sent,2025-02-06,JQV,https://company.sharepoint.com/ITAU723C/bast_sent.pdf,Document submitted to client
ITAU723C,2,BAST Received,2025-02-11,DLP,https://company.sharepoint.com/ITAU723C/bast_received.pdf,Client acknowledged receipt
ITAU723C,3,BAST Sent,2025-04-28,IFS,https://company.sharepoint.com/ITAU723C/bast_sent.pdf,Verified by PMO
ITAU723C,3,BAST Received,2025-05-04,DLP,https://company.sharepoint.com/ITAU723C/bast_received.pdf,Document archived
ITAU723C,4,BAST Sent,2025-08-09,RLM,https://company.sharepoint.com/ITAU723C/bast_sent.pdf,BAST document created
ITAU723C,4,BAST Received,2025-08-15,DLP,https://company.sharepoint.com/ITAU723C/bast_received.pdf,Client acknowledged receipt
ITAU723D,1,BAST Sent,2025-01-27,TLW,https://company.sharepoint.com/ITAU723D/bast_sent.pdf,Client acknowledged receipt
ITAU723D,1,BAST Received,2025-01-29,DLP,https://company.sharepoint.com/ITAU723D/bast_received.pdf,BAST document created
ITAU723D,2,BAST Sent,2025-04-18,DLP,https://company.sharepoint.com/ITAU723D/bast_sent.pdf,Verified by PMO
ITAU723D,2,BAST Received,2025-04-25,DLP,https://company.sharepoint.com/ITAU723D/bast_received.pdf,Document submitted to client
ITAU723E,1,BAST Sent,2025-08-25,HZR,https://company.sharepoint.com/ITAU723E/bast_sent.pdf,Final BAST uploaded
ITAU723E,1,BAST Received,2025-08-28,DLP,https://company.sharepoint.com/ITAU723E/bast_received.pdf,Document submitted to client
ITAU723E,2,BAST Sent,2025-10-23,DGS,https://company.sharepoint.com/ITAU723E/bast_sent.pdf,Verified by PMO
ITAU723E,2,BAST Received,2025-10-28,DLP,https://company.sharepoint.com/ITAU723E/bast_received.pdf,Document submitted to client
ITAU723E,3,BAST Sent,2026-01-20,NFI,https://company.sharepoint.com/ITAU723E/bast_sent.pdf,BAST document created
ITAU723E,3,BAST Received,2026-01-27,DLP,https://company.sharepoint.com/ITAU723E/bast_received.pdf,BAST document created
ITAU724,1,BAST Sent,2023-06-11,OMW,https://company.sharepoint.com/ITAU724/bast_sent.pdf,Client acknowledged receipt
ITAU724,1,BAST Received,2023-06-15,DLP,https://company.sharepoint.com/ITAU724/bast_received.pdf,Document submitted to client
ITAU724,2,BAST Sent,2023-10-01,AMF,https://company.sharepoint.com/ITAU724/bast_sent.pdf,Final BAST uploaded
ITAU724,2,BAST Received,2023-10-07,DLP,https://company.sharepoint.com/ITAU724/bast_received.pdf,Document archived
ITAU724,3,BAST Sent,2024-02-06,NFI,https://company.sharepoint.com/ITAU724/bast_sent.pdf,Final BAST uploaded
ITAU724,3,BAST Received,2024-02-10,DLP,https://company.sharepoint.com/ITAU724/bast_received.pdf,BAST document created
ITAU724,4,BAST Sent,2024-05-20,HZR,https://company.sharepoint.com/ITAU724/bast_sent.pdf,Client acknowledged receipt
ITAU724,4,BAST Received,2024-05-22,DLP,https://company.sharepoint.com/ITAU724/bast_received.pdf,Final BAST uploaded
ITAU724,5,BAST Sent,2024-05-18,OMW,https://company.sharepoint.com/ITAU724/bast_sent.pdf,Final BAST uploaded
ITAU724,5,BAST Received,2024-05-23,DLP,https://company.sharepoint.com/ITAU724/bast_received.pdf,Final BAST uploaded
ITAU725,1,BAST Sent,2023-06-11,DTP,https://company.sharepoint.com/ITAU725/bast_sent.pdf,Document archived
ITAU725,1,BAST Received,2023-06-18,DLP,https://company.sharepoint.com/ITAU725/bast_received.pdf,Verified by PMO
ITAU725,2,BAST Sent,2023-09-24,JQV,https://company.sharepoint.com/ITAU725/bast_sent.pdf,Document archived
ITAU725,2,BAST Received,2023-09-27,DLP,https://company.sharepoint.com/ITAU725/bast_received.pdf,Client acknowledged receipt
ITAU725,3,BAST Sent,2023-12-24,RLM,https://company.sharepoint.com/ITAU725/bast_sent.pdf,BAST document created
ITAU725,3,BAST Received,2023-12-27,DLP,https://company.sharepoint.com/ITAU725/bast_received.pdf,Verified by PMO
ITAU725,4,BAST Sent,2024-06-05,JQV,https://company.sharepoint.com/ITAU725/bast_sent.pdf,Final BAST uploaded
ITAU725,4,BAST Received,2024-06-11,DLP,https://company.sharepoint.com/ITAU725/bast_received.pdf,BAST document created
ITAU725,5,BAST Sent,2024-05-16,OMW,https://company.sharepoint.com/ITAU725/bast_sent.pdf,BAST document created
ITAU725,5,BAST Received,2024-05-18,DLP,https://company.sharepoint.com/ITAU725/bast_received.pdf,Client acknowledged receipt
ITAU726,1,BAST Sent,2023-03-28,DTP,https://company.sharepoint.com/ITAU726/bast_sent.pdf,BAST document created
ITAU726,1,BAST Received,2023-04-03,DLP,https://company.sharepoint.com/ITAU726/bast_received.pdf,BAST document created
ITAU726,2,BAST Sent,2023-07-20,DTP,https://company.sharepoint.com/ITAU726/bast_sent.pdf,Document submitted to client
ITAU726,2,BAST Received,2023-07-24,DLP,https://company.sharepoint.com/ITAU726/bast_received.pdf,Final BAST uploaded
ITAU726,3,BAST Sent,2023-08-15,DTP,https://company.sharepoint.com/ITAU726/bast_sent.pdf,BAST document created
ITAU726,3,BAST Received,2023-08-20,DLP,https://company.sharepoint.com/ITAU726/bast_received.pdf,Client acknowledged receipt
ITAU726,4,BAST Sent,2024-02-10,HZR,https://company.sharepoint.com/ITAU726/bast_sent.pdf,Document archived
ITAU726,4,BAST Received,2024-02-13,DLP,https://company.sharepoint.com/ITAU726/bast_received.pdf,Document submitted to client
ITAU727,1,BAST Sent,2023-04-15,OMW,https://company.sharepoint.com/ITAU727/bast_sent.pdf,Verified by PMO
ITAU727,1,BAST Received,2023-04-21,DLP,https://company.sharepoint.com/ITAU727/bast_received.pdf,Document submitted to client
ITAU727,2,BAST Sent,2023-07-17,HZR,https://company.sharepoint.com/ITAU727/bast_sent.pdf,Document submitted to client
ITAU727,2,BAST Received,2023-07-19,DLP,https://company.sharepoint.com/ITAU727/bast_received.pdf,BAST document created
ITAU727,3,BAST Sent,2023-10-19,FYA,https://company.sharepoint.com/ITAU727/bast_sent.pdf,Final BAST uploaded
ITAU727,3,BAST Received,2023-10-21,DLP,https://company.sharepoint.com/ITAU727/bast_received.pdf,Final BAST uploaded
ITAU727,4,BAST Sent,2024-02-05,IFI,https://company.sharepoint.com/ITAU727/bast_sent.pdf,Client acknowledged receipt
ITAU727,4,BAST Received,2024-02-09,DLP,https://company.sharepoint.com/ITAU727/bast_received.pdf,BAST document created
ITAU727,5,BAST Sent,2024-07-12,OMW,https://company.sharepoint.com/ITAU727/bast_sent.pdf,Document archived
ITAU727,5,BAST Received,2024-07-18,DLP,https://company.sharepoint.com/ITAU727/bast_received.pdf,Verified by PMO
ITAU728,1,BAST Sent,2023-06-25,WNA,https://company.sharepoint.com/ITAU728/bast_sent.pdf,Client acknowledged receipt
ITAU728,1,BAST Received,2023-06-30,DLP,https://company.sharepoint.com/ITAU728/bast_received.pdf,Document submitted to client
ITAU728,2,BAST Sent,2023-08-16,DLP,https://company.sharepoint.com/ITAU728/bast_sent.pdf,Client acknowledged receipt
ITAU728,2,BAST Received,2023-08-23,DLP,https://company.sharepoint.com/ITAU728/bast_received.pdf,BAST document created
ITAU728,3,BAST Sent,2023-11-20,FYA,https://company.sharepoint.com/ITAU728/bast_sent.pdf,Document archived
ITAU728,3,BAST Received,2023-11-23,DLP,https://company.sharepoint.com/ITAU728/bast_received.pdf,BAST document created
ITAU728,4,BAST Sent,2024-04-20,DGS,https://company.sharepoint.com/ITAU728/bast_sent.pdf,Document archived
ITAU728,4,BAST Received,2024-04-23,DLP,https://company.sharepoint.com/ITAU728/bast_received.pdf,Document submitted to client
ITAU728,5,BAST Sent,2024-04-18,DLP,https://company.sharepoint.com/ITAU728/bast_sent.pdf,Final BAST uploaded
ITAU728,5,BAST Received,2024-04-23,DLP,https://company.sharepoint.com/ITAU728/bast_received.pdf,Client acknowledged receipt
ITAU729,1,BAST Sent,2023-06-21,JQV,https://company.sharepoint.com/ITAU729/bast_sent.pdf,Client acknowledged receipt
ITAU729,1,BAST Received,2023-06-27,DLP,https://company.sharepoint.com/ITAU729/bast_received.pdf,Final BAST uploaded
ITAU729,2,BAST Sent,2023-10-04,TLW,https://company.sharepoint.com/ITAU729/bast_sent.pdf,Client acknowledged receipt
ITAU729,2,BAST Received,2023-10-08,DLP,https://company.sharepoint.com/ITAU729/bast_received.pdf,Final BAST uploaded
ITAU729,3,BAST Sent,2023-12-22,HZR,https://company.sharepoint.com/ITAU729/bast_sent.pdf,Document archived
ITAU729,3,BAST Received,2023-12-25,DLP,https://company.sharepoint.com/ITAU729/bast_received.pdf,Final BAST uploaded
ITAU729,4,BAST Sent,2024-05-17,IFI,https://company.sharepoint.com/ITAU729/bast_sent.pdf,Verified by PMO
ITAU729,4,BAST Received,2024-05-23,DLP,https://company.sharepoint.com/ITAU729/bast_received.pdf,Document submitted to client
ITAU729,5,BAST Sent,2024-02-23,TLW,https://company.sharepoint.com/ITAU729/bast_sent.pdf,Document archived
ITAU729,5,BAST Received,2024-02-27,DLP,https://company.sharepoint.com/ITAU729/bast_received.pdf,Verified by PMO
ITAU730,1,BAST Sent,2023-07-03,WNA,https://company.sharepoint.com/ITAU730/bast_sent.pdf,Document submitted to client
ITAU730,1,BAST Received,2023-07-10,DLP,https://company.sharepoint.com/ITAU730/bast_received.pdf,Document archived
ITAU730,2,BAST Sent,2023-09-26,TLW,https://company.sharepoint.com/ITAU730/bast_sent.pdf,Client acknowledged receipt
ITAU730,2,BAST Received,2023-09-28,DLP,https://company.sharepoint.com/ITAU730/bast_received.pdf,Final BAST uploaded
ITAU730,3,BAST Sent,2024-01-11,TSR,https://company.sharepoint.com/ITAU730/bast_sent.pdf,Verified by PMO
ITAU730,3,BAST Received,2024-01-13,DLP,https://company.sharepoint.com/ITAU730/bast_received.pdf,Document submitted to client
ITAU730,4,BAST Sent,2024-04-17,AMF,https://company.sharepoint.com/ITAU730/bast_sent.pdf,Verified by PMO
ITAU730,4,BAST Received,2024-04-24,DLP,https://company.sharepoint.com/ITAU730/bast_received.pdf,BAST document created
ITAU731,1,BAST Sent,2023-09-22,IFS,https://company.sharepoint.com/ITAU731/bast_sent.pdf,BAST document created
ITAU731,1,BAST Received,2023-09-25,DLP,https://company.sharepoint.com/ITAU731/bast_received.pdf,Document submitted to client
ITAU731,2,BAST Sent,2023-12-14,DTP,https://company.sharepoint.com/ITAU731/bast_sent.pdf,Document submitted to client
ITAU731,2,BAST Received,2023-12-21,DLP,https://company.sharepoint.com/ITAU731/bast_received.pdf,Verified by PMO
ITAU731,3,BAST Sent,2024-03-08,OMW,https://company.sharepoint.com/ITAU731/bast_sent.pdf,Verified by PMO
ITAU731,3,BAST Received,2024-03-15,DLP,https://company.sharepoint.com/ITAU731/bast_received.pdf,Final BAST uploaded
ITAU732,1,BAST Sent,2023-07-07,OMW,https://company.sharepoint.com/ITAU732/bast_sent.pdf,Document submitted to client
ITAU732,1,BAST Received,2023-07-13,DLP,https://company.sharepoint.com/ITAU732/bast_received.pdf,Client acknowledged receipt
ITAU732,2,BAST Sent,2023-10-04,HZR,https://company.sharepoint.com/ITAU732/bast_sent.pdf,Document archived
ITAU732,2,BAST Received,2023-10-09,DLP,https://company.sharepoint.com/ITAU732/bast_received.pdf,BAST document created
ITAU732,3,BAST Sent,2024-03-06,DGS,https://company.sharepoint.com/ITAU732/bast_sent.pdf,BAST document created
ITAU732,3,BAST Received,2024-03-10,DLP,https://company.sharepoint.com/ITAU732/bast_received.pdf,Document submitted to client
ITAU732,4,BAST Sent,2024-01-18,WNA,https://company.sharepoint.com/ITAU732/bast_sent.pdf,Client acknowledged receipt
ITAU732,4,BAST Received,2024-01-20,DLP,https://company.sharepoint.com/ITAU732/bast_received.pdf,Document submitted to client
ITAU733,1,BAST Sent,2023-07-13,OMW,https://company.sharepoint.com/ITAU733/bast_sent.pdf,Client acknowledged receipt
ITAU733,1,BAST Received,2023-07-16,DLP,https://company.sharepoint.com/ITAU733/bast_received.pdf,Final BAST uploaded
ITAU733,2,BAST Sent,2023-09-20,DTP,https://company.sharepoint.com/ITAU733/bast_sent.pdf,Document submitted to client
ITAU733,2,BAST Received,2023-09-26,DLP,https://company.sharepoint.com/ITAU733/bast_received.pdf,Client acknowledged receipt
ITAU733,3,BAST Sent,2023-12-23,DTP,https://company.sharepoint.com/ITAU733/bast_sent.pdf,Verified by PMO
ITAU733,3,BAST Received,2023-12-27,DLP,https://company.sharepoint.com/ITAU733/bast_received.pdf,Client acknowledged receipt
ITAU733,4,BAST Sent,2024-06-06,NFI,https://company.sharepoint.com/ITAU733/bast_sent.pdf,Client acknowledged receipt
ITAU733,4,BAST Received,2024-06-13,DLP,https://company.sharepoint.com/ITAU733/bast_received.pdf,Document archived
ITAU734,1,BAST Sent,2023-07-18,RLM,https://company.sharepoint.com/ITAU734/bast_sent.pdf,Client acknowledged receipt
ITAU734,1,BAST Received,2023-07-21,DLP,https://company.sharepoint.com/ITAU734/bast_received.pdf,Final BAST uploaded
ITAU734,2,BAST Sent,2023-10-03,RLM,https://company.sharepoint.com/ITAU734/bast_sent.pdf,Final BAST uploaded
ITAU734,2,BAST Received,2023-10-08,DLP,https://company.sharepoint.com/ITAU734/bast_received.pdf,Verified by PMO
ITAU734,3,BAST Sent,2023-12-22,JQV,https://company.sharepoint.com/ITAU734/bast_sent.pdf,Document archived
ITAU734,3,BAST Received,2023-12-27,DLP,https://company.sharepoint.com/ITAU734/bast_received.pdf,Final BAST uploaded
ITAU735,1,BAST Sent,2023-08-29,HZR,https://company.sharepoint.com/ITAU735/bast_sent.pdf,Document submitted to client
ITAU735,1,BAST Received,2023-09-03,DLP,https://company.sharepoint.com/ITAU735/bast_received.pdf,Document archived
ITAU735,2,BAST Sent,2023-12-22,RLM,https://company.sharepoint.com/ITAU735/bast_sent.pdf,Final BAST uploaded
ITAU735,2,BAST Received,2023-12-28,DLP,https://company.sharepoint.com/ITAU735/bast_received.pdf,Final BAST uploaded
ITAU735,3,BAST Sent,2024-02-06,DLP,https://company.sharepoint.com/ITAU735/bast_sent.pdf,Document submitted to client
ITAU735,3,BAST Received,2024-02-10,DLP,https://company.sharepoint.com/ITAU735/bast_received.pdf,Document submitted to client
ITAU736,1,BAST Sent,2023-07-29,OMW,https://company.sharepoint.com/ITAU736/bast_sent.pdf,Document archived
ITAU736,1,BAST Received,2023-08-02,DLP,https://company.sharepoint.com/ITAU736/bast_received.pdf,Verified by PMO
ITAU736,2,BAST Sent,2023-11-22,DLP,https://company.sharepoint.com/ITAU736/bast_sent.pdf,Final BAST uploaded
ITAU736,2,BAST Received,2023-11-24,DLP,https://company.sharepoint.com/ITAU736/bast_received.pdf,Document archived
ITAU736,3,BAST Sent,2024-03-04,DGS,https://company.sharepoint.com/ITAU736/bast_sent.pdf,Document submitted to client
ITAU736,3,BAST Received,2024-03-07,DLP,https://company.sharepoint.com/ITAU736/bast_received.pdf,Document archived
ITAU737,1,BAST Sent,2023-08-06,IFS,https://company.sharepoint.com/ITAU737/bast_sent.pdf,Client acknowledged receipt
ITAU737,1,BAST Received,2023-08-09,DLP,https://company.sharepoint.com/ITAU737/bast_received.pdf,Verified by PMO
ITAU737,2,BAST Sent,2023-11-13,HZR,https://company.sharepoint.com/ITAU737/bast_sent.pdf,Document submitted to client
ITAU737,2,BAST Received,2023-11-17,DLP,https://company.sharepoint.com/ITAU737/bast_received.pdf,Document submitted to client
ITAU737,3,BAST Sent,2024-03-12,TLW,https://company.sharepoint.com/ITAU737/bast_sent.pdf,Client acknowledged receipt
ITAU737,3,BAST Received,2024-03-17,DLP,https://company.sharepoint.com/ITAU737/bast_received.pdf,Final BAST uploaded
ITAU737,4,BAST Sent,2024-07-15,IFS,https://company.sharepoint.com/ITAU737/bast_sent.pdf,BAST document created
ITAU737,4,BAST Received,2024-07-21,DLP,https://company.sharepoint.com/ITAU737/bast_received.pdf,Document submitted to client
ITAU737,5,BAST Sent,2024-04-07,WNA,https://company.sharepoint.com/ITAU737/bast_sent.pdf,Client acknowledged receipt
ITAU737,5,BAST Received,2024-04-14,DLP,https://company.sharepoint.com/ITAU737/bast_received.pdf,Client acknowledged receipt
ITAU738,1,BAST Sent,2023-07-20,WNA,https://company.sharepoint.com/ITAU738/bast_sent.pdf,Client acknowledged receipt
ITAU738,1,BAST Received,2023-07-22,DLP,https://company.sharepoint.com/ITAU738/bast_received.pdf,BAST document created
ITAU739,1,BAST Sent,2023-07-25,FYA,https://company.sharepoint.com/ITAU739/bast_sent.pdf,Document submitted to client
ITAU739,1,BAST Received,2023-07-28,DLP,https://company.sharepoint.com/ITAU739/bast_received.pdf,Document archived
ITAU739,2,BAST Sent,2023-11-02,HZR,https://company.sharepoint.com/ITAU739/bast_sent.pdf,Client acknowledged receipt
ITAU739,2,BAST Received,2023-11-07,DLP,https://company.sharepoint.com/ITAU739/bast_received.pdf,Document submitted to client
ITAU739,3,BAST Sent,2024-03-14,DLP,https://company.sharepoint.com/ITAU739/bast_sent.pdf,Final BAST uploaded
ITAU739,3,BAST Received,2024-03-18,DLP,https://company.sharepoint.com/ITAU739/bast_received.pdf,Document submitted to client
ITAU740,1,BAST Sent,2023-07-31,JQV,https://company.sharepoint.com/ITAU740/bast_sent.pdf,Document submitted to client
ITAU740,1,BAST Received,2023-08-05,DLP,https://company.sharepoint.com/ITAU740/bast_received.pdf,Client acknowledged receipt
ITAU740,2,BAST Sent,2023-10-11,OMW,https://company.sharepoint.com/ITAU740/bast_sent.pdf,BAST document created
ITAU740,2,BAST Received,2023-10-15,DLP,https://company.sharepoint.com/ITAU740/bast_received.pdf,Client acknowledged receipt
ITAU740,3,BAST Sent,2023-12-13,IFI,https://company.sharepoint.com/ITAU740/bast_sent.pdf,BAST document created
ITAU740,3,BAST Received,2023-12-20,DLP,https://company.sharepoint.com/ITAU740/bast_received.pdf,Client acknowledged receipt
ITAU740,4,BAST Sent,2024-02-06,IFI,https://company.sharepoint.com/ITAU740/bast_sent.pdf,BAST document created
ITAU740,4,BAST Received,2024-02-10,DLP,https://company.sharepoint.com/ITAU740/bast_received.pdf,Document archived
ITAU740,5,BAST Sent,2024-10-09,FYA,https://company.sharepoint.com/ITAU740/bast_sent.pdf,Document archived
ITAU740,5,BAST Received,2024-10-12,DLP,https://company.sharepoint.com/ITAU740/bast_received.pdf,BAST document created
ITAU740A,1,BAST Sent,2023-09-27,WNA,https://company.sharepoint.com/ITAU740A/bast_sent.pdf,Document archived
ITAU740A,1,BAST Received,2023-10-02,DLP,https://company.sharepoint.com/ITAU740A/bast_received.pdf,Document submitted to client
ITAU741,1,BAST Sent,2023-08-12,AMF,https://company.sharepoint.com/ITAU741/bast_sent.pdf,Document archived
ITAU741,1,BAST Received,2023-08-15,DLP,https://company.sharepoint.com/ITAU741/bast_received.pdf,Client acknowledged receipt
ITAU741,2,BAST Sent,2023-11-13,NFI,https://company.sharepoint.com/ITAU741/bast_sent.pdf,Final BAST uploaded
ITAU741,2,BAST Received,2023-11-20,DLP,https://company.sharepoint.com/ITAU741/bast_received.pdf,Verified by PMO
