Job Code,Term,Activity,Date,PIC,Description
ITAU520,1,Invoice Sent,2021-10-20,OMW,Invoice verified
ITAU520,1,Invoice Billed,2021-10-23,AOW,Invoice issued to client
ITAU520,1,Invoice Paid,2021-11-03,SSM,Invoice issued to client
ITAU521,1,Invoice Sent,2021-08-12,SHS,Invoice issued to client
ITAU521,2,Invoice Sent,2021-08-07,OMW,Invoice issued to client
ITAU521,2,Invoice Billed,2021-08-15,AOW,Invoice successfully paid
ITAU521,2,Invoice Paid,2021-09-10,OMW,Payment confirmation received
ITAU522,1,Invoice Sent,2021-08-19,SHS,Invoice issued to client
ITAU522,1,Invoice Billed,2021-09-01,TSR,Finance approval completed
ITAU523,1,Invoice Sent,2021-08-17,OMW,Payment confirmation received
ITAU523,2,Invoice Sent,2021-08-21,TSR,Invoice verified
ITAU523,2,Invoice Billed,2021-08-25,TSR,Finance approval completed
ITAU523,2,Invoice Paid,2021-09-27,SSM,Payment confirmation received
ITAU523,3,Invoice Sent,2021-08-20,SSM,Payment confirmation received
ITAU523,3,Invoice Billed,2021-08-29,NVN,Payment confirmation received
ITAU523,3,Invoice Paid,2021-09-27,NVN,Invoice successfully paid
ITAU524,1,Invoice Sent,2021-09-18,RLM,Invoice issued to client
ITAU524,1,Invoice Billed,2021-09-29,MRK,Finance approval completed
ITAU524,1,Invoice Paid,2021-10-22,OMW,Invoice successfully paid
ITAU524,2,Invoice Sent,2021-10-07,MRK,Invoice issued to client
ITAU524,3,Invoice Sent,2021-10-10,SHS,Finance approval completed
ITAU524,3,Invoice Billed,2021-10-18,NVN,Invoice verified
ITAU524,3,Invoice Paid,2021-10-28,AMF,Finance approval completed
ITAU525,1,Invoice Sent,2021-08-28,DGS,Invoice verified
ITAU525,1,Invoice Billed,2021-09-03,MRK,Invoice verified
ITAU525,1,Invoice Paid,2021-09-14,AOW,Finance approval completed
ITAU525,2,Invoice Sent,2021-08-25,NVN,Invoice issued to client
ITAU525,2,Invoice Billed,2021-08-30,SHS,Invoice successfully paid
ITAU525,2,Invoice Paid,2021-09-14,SHS,Invoice issued to client
ITAU526,1,Invoice Sent,2022-03-19,SSM,Invoice successfully paid
ITAU526,1,Invoice Billed,2022-03-27,MRK,Invoice successfully paid
ITAU526,1,Invoice Paid,2022-05-05,SSM,Payment confirmation received
ITAU526,2,Invoice Sent,2021-10-17,MRK,Payment confirmation received
ITAU526,3,Invoice Sent,2021-10-20,OMW,Invoice successfully paid
ITAU526,3,Invoice Billed,2021-10-30,RLM,Payment confirmation received
ITAU526,3,Invoice Paid,2021-11-17,RLM,Invoice successfully paid
ITAU526,4,Invoice Sent,2021-11-06,SHS,Finance approval completed
ITAU526,4,Invoice Billed,2021-11-16,DGS,Invoice successfully paid
ITAU526,4,Invoice Paid,2021-11-25,DGS,Invoice verified
ITAU526,5,Invoice Sent,2021-11-11,NVN,Finance approval completed
ITAU526,5,Invoice Billed,2021-11-21,SSM,Invoice issued to client
ITAU526,5,Invoice Paid,2022-01-01,DGS,Finance approval completed
ITAU527,1,Invoice Sent,2021-11-21,AMF,Finance approval completed
ITAU527,1,Invoice Billed,2021-11-25,RLM,Finance approval completed
ITAU527,2,Invoice Sent,2021-09-03,RLM,Invoice successfully paid
ITAU527,3,Invoice Sent,2021-09-04,NVN,Finance approval completed
ITAU527,3,Invoice Billed,2021-09-18,RLM,Invoice successfully paid
ITAU527,3,Invoice Paid,2021-10-20,AOW,Invoice successfully paid
ITAU528,1,Invoice Sent,2021-11-28,AOW,Invoice successfully paid
ITAU528,1,Invoice Billed,2021-12-10,TSR,Invoice issued to client
ITAU528,1,Invoice Paid,2022-01-09,DGS,Invoice successfully paid
ITAU528,2,Invoice Sent,2021-10-01,DGS,Finance approval completed
ITAU528,2,Invoice Billed,2021-10-12,NVN,Invoice successfully paid
ITAU528,2,Invoice Paid,2021-10-19,MRK,Finance approval completed
ITAU528,3,Invoice Sent,2021-08-15,SSM,Payment confirmation received
ITAU528,3,Invoice Billed,2021-08-23,TSR,Invoice issued to client
ITAU529,1,Invoice Sent,2021-09-13,SHS,Payment confirmation received
ITAU529,2,Invoice Sent,2021-10-07,RLM,Invoice verified
ITAU529,2,Invoice Billed,2021-10-12,NVN,Invoice issued to client
ITAU529,2,Invoice Paid,2021-11-20,TSR,Invoice issued to client
ITAU529,3,Invoice Sent,2021-10-15,AOW,Invoice issued to client
ITAU529,3,Invoice Billed,2021-10-29,TSR,Payment confirmation received
ITAU529,3,Invoice Paid,2021-12-02,TSR,Invoice verified
ITAU530,1,Invoice Sent,2021-09-11,SHS,Invoice issued to client
ITAU530,1,Invoice Billed,2021-09-18,TSR,Payment confirmation received
ITAU530,1,Invoice Paid,2021-10-03,MRK,Payment confirmation received
ITAU530,2,Invoice Sent,2021-09-13,NVN,Payment confirmation received
ITAU530,2,Invoice Billed,2021-09-18,SSM,Invoice successfully paid
ITAU530,2,Invoice Paid,2021-10-06,AMF,Invoice verified
ITAU530,3,Invoice Sent,2021-10-08,DGS,Finance approval completed
ITAU530,3,Invoice Billed,2021-10-18,AMF,Invoice successfully paid
ITAU531,1,Invoice Sent,2021-08-23,TSR,Payment confirmation received
ITAU531,2,Invoice Sent,2021-09-28,AMF,Finance approval completed
ITAU531,2,Invoice Billed,2021-10-06,SSM,Invoice issued to client
ITAU531,2,Invoice Paid,2021-11-05,SHS,Payment confirmation received
ITAU531,3,Invoice Sent,2021-09-25,SHS,Payment confirmation received
ITAU531,3,Invoice Billed,2021-10-07,AOW,Invoice issued to client
ITAU531,3,Invoice Paid,2021-11-09,OMW,Payment confirmation received
ITAU531,4,Invoice Sent,2021-10-11,SHS,Invoice issued to client
ITAU531,4,Invoice Billed,2021-10-19,NVN,Invoice issued to client
ITAU531,4,Invoice Paid,2021-11-02,MRK,Invoice verified
ITAU531,5,Invoice Sent,2021-10-10,RLM,Invoice successfully paid
ITAU531,5,Invoice Billed,2021-10-16,DGS,Invoice verified
ITAU531,5,Invoice Paid,2021-11-15,MRK,Finance approval completed
ITAU532,1,Invoice Sent,2021-10-16,NVN,Payment confirmation received
ITAU532,1,Invoice Billed,2021-10-20,RLM,Invoice verified
ITAU532,1,Invoice Paid,2021-11-05,SHS,Finance approval completed
ITAU533,1,Invoice Sent,2021-12-10,AOW,Finance approval completed
ITAU533,1,Invoice Billed,2021-12-24,SHS,Finance approval completed
ITAU533,1,Invoice Paid,2022-01-19,AMF,Payment confirmation received
ITAU533,2,Invoice Sent,2021-12-11,AMF,Finance approval completed
ITAU533,3,Invoice Sent,2021-12-12,OMW,Invoice issued to client
ITAU533,3,Invoice Billed,2021-12-18,TSR,Invoice successfully paid
ITAU533,3,Invoice Paid,2021-12-28,AOW,Invoice verified
ITAU534,1,Invoice Sent,2021-10-12,RLM,Invoice verified
ITAU534,1,Invoice Billed,2021-10-20,RLM,Invoice issued to client
ITAU534,1,Invoice Paid,2021-11-04,OMW,Invoice issued to client
ITAU534,2,Invoice Sent,2021-10-23,DGS,Payment confirmation received
ITAU534,2,Invoice Billed,2021-11-04,TSR,Invoice issued to client
ITAU534,2,Invoice Paid,2021-11-24,MRK,Finance approval completed
ITAU534,3,Invoice Sent,2021-11-01,RLM,Finance approval completed
ITAU534,3,Invoice Billed,2021-11-07,SSM,Invoice issued to client
ITAU534,3,Invoice Paid,2021-12-07,NVN,Invoice verified
ITAU534,4,Invoice Sent,2021-10-29,SHS,Invoice issued to client
ITAU534,4,Invoice Billed,2021-11-03,DGS,Invoice verified
ITAU534,4,Invoice Paid,2021-11-22,NVN,Payment confirmation received
ITAU534,5,Invoice Sent,2021-11-04,OMW,Invoice successfully paid
ITAU534,5,Invoice Billed,2021-11-12,SHS,Finance approval completed
ITAU534,5,Invoice Paid,2021-11-29,RLM,Finance approval completed
ITAU535,1,Invoice Sent,2022-03-03,MRK,Invoice issued to client
ITAU535,1,Invoice Billed,2022-03-06,TSR,Invoice verified
ITAU535,2,Invoice Sent,2022-03-02,SSM,Invoice verified
ITAU535,2,Invoice Billed,2022-03-07,AOW,Finance approval completed
ITAU535,2,Invoice Paid,2022-04-11,AOW,Payment confirmation received
ITAU535,3,Invoice Sent,2022-03-02,NVN,Invoice verified
ITAU535,3,Invoice Billed,2022-03-08,NVN,Payment confirmation received
ITAU535,3,Invoice Paid,2022-04-19,AMF,Invoice verified
ITAU535,4,Invoice Sent,2022-03-01,OMW,Finance approval completed
ITAU535,4,Invoice Billed,2022-03-10,RLM,Invoice successfully paid
ITAU535,4,Invoice Paid,2022-04-12,DGS,Invoice issued to client
ITAU536,1,Invoice Sent,2021-10-20,NVN,Invoice verified
ITAU536,2,Invoice Sent,2021-11-04,MRK,Invoice issued to client
ITAU536,2,Invoice Billed,2021-11-09,AMF,Invoice issued to client
ITAU536,2,Invoice Paid,2021-12-24,TSR,Invoice verified
ITAU536,3,Invoice Sent,2022-03-10,SHS,Payment confirmation received
ITAU536,3,Invoice Billed,2022-03-16,SHS,Finance approval completed
ITAU536,3,Invoice Paid,2022-04-03,AMF,Invoice issued to client
ITAU537,1,Invoice Sent,2022-01-02,OMW,Invoice verified
ITAU537,1,Invoice Billed,2022-01-10,RLM,Finance approval completed
ITAU537,1,Invoice Paid,2022-01-17,OMW,Invoice verified
ITAU537,2,Invoice Sent,2022-01-02,SSM,Finance approval completed
ITAU537,2,Invoice Billed,2022-01-07,RLM,Invoice successfully paid
ITAU538,1,Invoice Sent,2021-10-10,OMW,Payment confirmation received
ITAU538,1,Invoice Billed,2021-10-18,OMW,Invoice issued to client
ITAU538,1,Invoice Paid,2021-11-03,AOW,Invoice successfully paid
ITAU539,1,Invoice Sent,2022-01-16,SSM,Invoice successfully paid
ITAU539,1,Invoice Billed,2022-01-20,RLM,Invoice successfully paid
ITAU539,1,Invoice Paid,2022-02-11,TSR,Invoice successfully paid
ITAU539,2,Invoice Sent,2022-04-04,AMF,Payment confirmation received
ITAU539,2,Invoice Billed,2022-04-14,MRK,Invoice verified
ITAU539,2,Invoice Paid,2022-05-16,NVN,Invoice verified
ITAU540,1,Invoice Sent,2021-10-23,RLM,Invoice successfully paid
ITAU540,1,Invoice Billed,2021-11-04,MRK,Finance approval completed
ITAU540,1,Invoice Paid,2021-12-19,AMF,Invoice verified
ITAU540,2,Invoice Sent,2022-01-12,AMF,Invoice verified
ITAU540,3,Invoice Sent,2022-02-06,MRK,Invoice successfully paid
ITAU540,3,Invoice Billed,2022-02-18,SSM,Payment confirmation received
ITAU540,3,Invoice Paid,2022-03-14,RLM,Invoice issued to client
ITAU541,1,Invoice Sent,2022-01-01,SHS,Invoice issued to client
ITAU541,1,Invoice Billed,2022-01-09,SSM,Payment confirmation received
ITAU541,1,Invoice Paid,2022-01-24,AMF,Invoice verified
ITAU541,2,Invoice Sent,2022-01-01,SHS,Invoice issued to client
ITAU541,2,Invoice Billed,2022-01-14,NVN,Invoice successfully paid
ITAU541,2,Invoice Paid,2022-02-26,TSR,Invoice verified
ITAU541,3,Invoice Sent,2022-01-04,AOW,Finance approval completed
ITAU541,3,Invoice Billed,2022-01-16,AOW,Invoice verified
ITAU541,3,Invoice Paid,2022-02-08,NVN,Payment confirmation received
ITAU542,1,Invoice Sent,2021-09-25,SHS,Payment confirmation received
ITAU542,1,Invoice Billed,2021-10-01,AMF,Finance approval completed
ITAU542,1,Invoice Paid,2021-10-29,NVN,Invoice issued to client
ITAU542,2,Invoice Sent,2021-11-01,TSR,Finance approval completed
ITAU542,2,Invoice Billed,2021-11-15,NVN,Finance approval completed
ITAU542,2,Invoice Paid,2021-12-17,SSM,Finance approval completed
ITAU542,3,Invoice Sent,2021-11-07,DGS,Invoice verified
ITAU542,3,Invoice Billed,2021-11-20,NVN,Finance approval completed
ITAU542,3,Invoice Paid,2021-12-21,TSR,Invoice issued to client
ITAU543,1,Invoice Sent,2022-01-11,AOW,Invoice issued to client
ITAU543,1,Invoice Billed,2022-01-21,TSR,Payment confirmation received
ITAU543,1,Invoice Paid,2022-03-04,NVN,Invoice verified
ITAU543,2,Invoice Sent,2021-12-19,TSR,Finance approval completed
ITAU543,2,Invoice Billed,2021-12-22,SSM,Invoice verified
ITAU543,2,Invoice Paid,2022-01-06,TSR,Invoice verified
ITAU543,3,Invoice Sent,2022-02-06,OMW,Finance approval completed
ITAU544,1,Invoice Sent,2022-01-11,MRK,Invoice verified
ITAU544,1,Invoice Billed,2022-01-23,RLM,Payment confirmation received
ITAU544,1,Invoice Paid,2022-03-01,SHS,Invoice verified
ITAU544,2,Invoice Sent,2022-01-14,DGS,Invoice issued to client
ITAU544,2,Invoice Billed,2022-01-24,OMW,Invoice successfully paid
ITAU544,2,Invoice Paid,2022-03-04,OMW,Payment confirmation received
ITAU544,3,Invoice Sent,2022-01-13,SHS,Payment confirmation received
ITAU544,3,Invoice Billed,2022-01-26,MRK,Finance approval completed
ITAU544,3,Invoice Paid,2022-02-02,NVN,Payment confirmation received
ITAU544,4,Invoice Sent,2022-01-16,NVN,Payment confirmation received
ITAU544,4,Invoice Billed,2022-01-22,RLM,Payment confirmation received
ITAU544,4,Invoice Paid,2022-01-31,NVN,Invoice successfully paid
ITAU544,5,Invoice Sent,2022-01-14,SSM,Invoice verified
ITAU544,5,Invoice Billed,2022-01-18,SHS,Invoice successfully paid
ITAU544,5,Invoice Paid,2022-01-25,RLM,Invoice successfully paid
ITAU545,1,Invoice Sent,2022-02-03,SHS,Finance approval completed
ITAU545,1,Invoice Billed,2022-02-13,OMW,Invoice issued to client
ITAU545,1,Invoice Paid,2022-03-25,AMF,Payment confirmation received
ITAU545,2,Invoice Sent,2022-02-05,MRK,Invoice issued to client
ITAU545,2,Invoice Billed,2022-02-13,OMW,Invoice issued to client
ITAU545,2,Invoice Paid,2022-03-29,DGS,Payment confirmation received
ITAU545,3,Invoice Sent,2022-02-07,SHS,Invoice verified
ITAU545,3,Invoice Billed,2022-02-17,AMF,Invoice issued to client
ITAU545,3,Invoice Paid,2022-04-01,NVN,Finance approval completed
ITAU545,4,Invoice Sent,2022-02-01,AOW,Invoice issued to client
ITAU545,4,Invoice Billed,2022-02-08,SHS,Invoice issued to client
ITAU545,4,Invoice Paid,2022-03-25,SSM,Invoice issued to client
ITAU545,5,Invoice Sent,2022-02-01,TSR,Invoice issued to client
ITAU545,6,Invoice Sent,2022-02-06,TSR,Invoice issued to client
ITAU545,6,Invoice Billed,2022-02-17,AMF,Invoice successfully paid
ITAU545,6,Invoice Paid,2022-03-24,OMW,Invoice successfully paid
ITAU546,1,Invoice Sent,2021-11-30,SSM,Invoice successfully paid
ITAU546,1,Invoice Billed,2021-12-09,RLM,Invoice verified
ITAU546,1,Invoice Paid,2021-12-18,AMF,Finance approval completed
ITAU546,2,Invoice Sent,2021-11-27,MRK,Invoice verified
ITAU546,2,Invoice Billed,2021-12-08,NVN,Finance approval completed
ITAU546,2,Invoice Paid,2021-12-19,AMF,Invoice verified
ITAU546,3,Invoice Sent,2021-11-26,MRK,Invoice verified
ITAU547,1,Invoice Sent,2022-03-19,AOW,Invoice verified
ITAU547,2,Invoice Sent,2022-01-21,AOW,Invoice verified
ITAU547,2,Invoice Billed,2022-01-25,MRK,Invoice issued to client
ITAU547,3,Invoice Sent,2021-12-06,TSR,Invoice verified
ITAU547,3,Invoice Billed,2021-12-18,AOW,Invoice issued to client
ITAU547,3,Invoice Paid,2022-01-04,RLM,Invoice successfully paid
ITAU548,1,Invoice Sent,2022-02-15,DGS,Invoice successfully paid
ITAU548,1,Invoice Billed,2022-02-27,RLM,Finance approval completed
ITAU548,1,Invoice Paid,2022-03-20,DGS,Invoice verified
ITAU549,1,Invoice Sent,2022-01-30,AMF,Payment confirmation received
ITAU549,1,Invoice Billed,2022-02-09,SHS,Payment confirmation received
ITAU549,1,Invoice Paid,2022-03-12,DGS,Finance approval completed
ITAU549,2,Invoice Sent,2022-01-30,NVN,Invoice issued to client
ITAU549,2,Invoice Billed,2022-02-06,TSR,Invoice verified
ITAU549,2,Invoice Paid,2022-03-15,AMF,Invoice verified
ITAU549,3,Invoice Sent,2022-01-30,SSM,Invoice successfully paid
ITAU549,3,Invoice Billed,2022-02-13,OMW,Invoice issued to client
ITAU549,3,Invoice Paid,2022-03-24,OMW,Payment confirmation received
ITAU550,1,Invoice Sent,2022-06-02,DGS,Finance approval completed
ITAU550,1,Invoice Billed,2022-06-15,RLM,Payment confirmation received
ITAU550,1,Invoice Paid,2022-07-03,SHS,Payment confirmation received
ITAU550,2,Invoice Sent,2022-06-02,AMF,Invoice verified
ITAU550,2,Invoice Billed,2022-06-12,MRK,Invoice successfully paid
ITAU550,3,Invoice Sent,2022-06-05,MRK,Finance approval completed
ITAU550,3,Invoice Billed,2022-06-11,OMW,Invoice issued to client
ITAU550,3,Invoice Paid,2022-07-18,AMF,Payment confirmation received
ITAU550,4,Invoice Sent,2022-06-01,NVN,Payment confirmation received
ITAU550,4,Invoice Billed,2022-06-10,SSM,Payment confirmation received
ITAU550,4,Invoice Paid,2022-06-25,AMF,Finance approval completed
ITAU550,5,Invoice Sent,2022-06-05,DGS,Invoice issued to client
ITAU550,5,Invoice Billed,2022-06-08,DGS,Finance approval completed
ITAU551,1,Invoice Sent,2022-03-04,NVN,Payment confirmation received
ITAU551,1,Invoice Billed,2022-03-12,AMF,Finance approval completed
ITAU551,1,Invoice Paid,2022-03-30,OMW,Invoice issued to client
ITAU551,2,Invoice Sent,2022-03-02,SHS,Invoice issued to client
ITAU551,2,Invoice Billed,2022-03-12,AMF,Payment confirmation received
ITAU551,2,Invoice Paid,2022-03-29,AOW,Finance approval completed
ITAU551,3,Invoice Sent,2022-03-04,DGS,Payment confirmation received
ITAU551,3,Invoice Billed,2022-03-14,MRK,Invoice verified
ITAU552,1,Invoice Sent,2022-08-03,RLM,Payment confirmation received
ITAU552,1,Invoice Billed,2022-08-10,NVN,Invoice issued to client
ITAU552,1,Invoice Paid,2022-09-05,NVN,Invoice verified
ITAU552,2,Invoice Sent,2022-03-14,NVN,Invoice verified
ITAU552,2,Invoice Billed,2022-03-28,AOW,Invoice successfully paid
ITAU552,2,Invoice Paid,2022-05-07,AMF,Invoice verified
ITAU552,3,Invoice Sent,2022-03-17,NVN,Invoice verified
ITAU552,3,Invoice Billed,2022-03-30,RLM,Finance approval completed
ITAU552,4,Invoice Sent,2022-03-10,MRK,Finance approval completed
ITAU552,4,Invoice Billed,2022-03-14,MRK,Invoice issued to client
ITAU552,4,Invoice Paid,2022-04-17,SSM,Invoice verified
ITAU552,5,Invoice Sent,2022-03-17,OMW,Finance approval completed
ITAU552,5,Invoice Billed,2022-03-21,NVN,Payment confirmation received
ITAU552,5,Invoice Paid,2022-04-23,SSM,Invoice issued to client
ITAU553,1,Invoice Sent,2022-12-06,NVN,Invoice issued to client
ITAU553,1,Invoice Billed,2022-12-17,TSR,Finance approval completed
ITAU553,1,Invoice Paid,2023-01-25,OMW,Invoice issued to client
ITAU553,2,Invoice Sent,2022-12-07,RLM,Invoice verified
ITAU553,2,Invoice Billed,2022-12-15,TSR,Invoice verified
ITAU553,2,Invoice Paid,2023-01-11,AMF,Payment confirmation received
ITAU553,3,Invoice Sent,2022-12-01,OMW,Invoice successfully paid
ITAU553,3,Invoice Billed,2022-12-09,SHS,Invoice verified
ITAU553,3,Invoice Paid,2022-12-29,AMF,Finance approval completed
ITAU553,4,Invoice Sent,2022-12-02,OMW,Invoice successfully paid
ITAU553,4,Invoice Billed,2022-12-10,DGS,Invoice successfully paid
ITAU553,4,Invoice Paid,2023-01-14,TSR,Invoice successfully paid
ITAU553,5,Invoice Sent,2022-12-01,NVN,Invoice successfully paid
ITAU553,5,Invoice Billed,2022-12-12,DGS,Payment confirmation received
ITAU553,5,Invoice Paid,2023-01-22,TSR,Invoice verified
ITAU553,6,Invoice Sent,2022-12-07,DGS,Invoice successfully paid
ITAU554,1,Invoice Sent,2022-01-09,DGS,Payment confirmation received
ITAU554,1,Invoice Billed,2022-01-13,AMF,Payment confirmation received
ITAU554,1,Invoice Paid,2022-02-21,SHS,Finance approval completed
ITAU554,2,Invoice Sent,2022-03-16,AOW,Payment confirmation received
ITAU554,2,Invoice Billed,2022-03-21,OMW,Payment confirmation received
ITAU554,2,Invoice Paid,2022-05-02,NVN,Invoice successfully paid
ITAU554,3,Invoice Sent,2021-12-28,AMF,Payment confirmation received
ITAU554,3,Invoice Billed,2022-01-11,DGS,Payment confirmation received
ITAU554,3,Invoice Paid,2022-02-23,OMW,Invoice issued to client
ITAU555,1,Invoice Sent,2022-05-25,RLM,Invoice verified
ITAU555,1,Invoice Billed,2022-06-06,AOW,Invoice issued to client
ITAU555,1,Invoice Paid,2022-06-24,OMW,Invoice verified
ITAU555,2,Invoice Sent,2022-02-27,TSR,Payment confirmation received
ITAU555,2,Invoice Billed,2022-03-05,RLM,Invoice successfully paid
ITAU555,3,Invoice Sent,2022-03-26,AMF,Invoice successfully paid
ITAU555,3,Invoice Billed,2022-04-03,AOW,Invoice issued to client
ITAU555,3,Invoice Paid,2022-04-20,NVN,Finance approval completed
ITAU555,4,Invoice Sent,2022-03-05,OMW,Invoice issued to client
ITAU555,4,Invoice Billed,2022-03-08,TSR,Invoice verified
ITAU555,4,Invoice Paid,2022-03-29,TSR,Invoice verified
ITAU555,5,Invoice Sent,2022-03-27,AMF,Invoice verified
ITAU555,5,Invoice Billed,2022-04-02,NVN,Invoice successfully paid
ITAU555,6,Invoice Sent,2022-02-23,AOW,Payment confirmation received
ITAU555,6,Invoice Billed,2022-03-06,SHS,Invoice successfully paid
ITAU555,6,Invoice Paid,2022-04-09,AMF,Finance approval completed
ITAU555,7,Invoice Sent,2022-03-31,SHS,Invoice verified
ITAU555,7,Invoice Billed,2022-04-05,NVN,Invoice issued to client
ITAU555,7,Invoice Paid,2022-04-23,AMF,Payment confirmation received
ITAU556,1,Invoice Sent,2021-12-15,NVN,Payment confirmation received
ITAU556,1,Invoice Billed,2021-12-28,OMW,Invoice successfully paid
ITAU556,1,Invoice Paid,2022-01-07,AMF,Finance approval completed
ITAU556,2,Invoice Sent,2022-01-16,OMW,Invoice issued to client
ITAU556,2,Invoice Billed,2022-01-24,AMF,Payment confirmation received
ITAU556,2,Invoice Paid,2022-03-10,AOW,Payment confirmation received
ITAU556,3,Invoice Sent,2022-02-04,OMW,Payment confirmation received
ITAU556,3,Invoice Billed,2022-02-13,OMW,Invoice verified
ITAU556,3,Invoice Paid,2022-03-27,AOW,Payment confirmation received
ITAU557,1,Invoice Sent,2021-11-12,MRK,Payment confirmation received
ITAU557,1,Invoice Billed,2021-11-21,DGS,Finance approval completed
ITAU557,1,Invoice Paid,2021-12-13,OMW,Payment confirmation received
ITAU557,2,Invoice Sent,2022-03-03,RLM,Invoice issued to client
ITAU557,2,Invoice Billed,2022-03-10,SSM,Invoice successfully paid
ITAU557,2,Invoice Paid,2022-03-22,SHS,Invoice verified
ITAU557,3,Invoice Sent,2022-03-07,OMW,Invoice issued to client
ITAU557,3,Invoice Billed,2022-03-11,TSR,Invoice issued to client
ITAU557,3,Invoice Paid,2022-04-02,SHS,Payment confirmation received
ITAU558,1,Invoice Sent,2023-01-02,DGS,Finance approval completed
ITAU558,1,Invoice Billed,2023-01-10,AOW,Invoice issued to client
ITAU558,1,Invoice Paid,2023-01-17,AMF,Invoice successfully paid
ITAU558,2,Invoice Sent,2023-01-04,RLM,Payment confirmation received
ITAU558,2,Invoice Billed,2023-01-16,NVN,Invoice issued to client
ITAU558,2,Invoice Paid,2023-01-29,TSR,Finance approval completed
ITAU558,3,Invoice Sent,2023-01-03,AMF,Payment confirmation received
ITAU558,3,Invoice Billed,2023-01-12,SHS,Invoice issued to client
ITAU558,3,Invoice Paid,2023-01-22,DGS,Payment confirmation received
ITAU559,1,Invoice Sent,2022-02-01,AOW,Payment confirmation received
ITAU559,1,Invoice Billed,2022-02-14,MRK,Payment confirmation received
ITAU559,1,Invoice Paid,2022-03-14,OMW,Finance approval completed
ITAU559,2,Invoice Sent,2022-03-18,RLM,Invoice issued to client
ITAU559,3,Invoice Sent,2022-03-21,SHS,Invoice verified
ITAU560,1,Invoice Sent,2022-11-29,MRK,Invoice issued to client
ITAU560,1,Invoice Billed,2022-12-12,SSM,Finance approval completed
ITAU560,1,Invoice Paid,2023-01-08,SSM,Invoice verified
ITAU560,2,Invoice Sent,2022-01-21,DGS,Invoice issued to client
ITAU560,2,Invoice Billed,2022-01-24,DGS,Invoice successfully paid
ITAU560,2,Invoice Paid,2022-02-13,AMF,Finance approval completed
ITAU560,3,Invoice Sent,2022-01-23,NVN,Invoice successfully paid
ITAU560,3,Invoice Billed,2022-01-26,SSM,Invoice issued to client
ITAU560,3,Invoice Paid,2022-02-02,SSM,Invoice verified
ITAU561,1,Invoice Sent,2021-11-28,AMF,Invoice successfully paid
ITAU561,1,Invoice Billed,2021-12-04,TSR,Invoice successfully paid
ITAU561,1,Invoice Paid,2021-12-12,SHS,Payment confirmation received
ITAU562,1,Invoice Sent,2023-01-04,MRK,Invoice successfully paid
ITAU562,1,Invoice Billed,2023-01-10,OMW,Invoice verified
ITAU562,1,Invoice Paid,2023-02-17,MRK,Invoice successfully paid
ITAU562,2,Invoice Sent,2023-01-04,RLM,Invoice successfully paid
ITAU562,2,Invoice Billed,2023-01-18,MRK,Invoice verified
ITAU562,2,Invoice Paid,2023-03-01,DGS,Invoice successfully paid
ITAU562,3,Invoice Sent,2023-01-07,RLM,Invoice verified
ITAU562,3,Invoice Billed,2023-01-12,AMF,Finance approval completed
ITAU562,3,Invoice Paid,2023-01-30,TSR,Finance approval completed
ITAU563,1,Invoice Sent,2022-01-05,NVN,Invoice verified
ITAU563,1,Invoice Billed,2022-01-15,SHS,Finance approval completed
ITAU563,1,Invoice Paid,2022-02-01,SHS,Finance approval completed
ITAU564,1,Invoice Sent,2022-04-04,DGS,Invoice successfully paid
ITAU564,2,Invoice Sent,2022-01-21,NVN,Invoice issued to client
ITAU564,2,Invoice Billed,2022-01-27,DGS,Invoice successfully paid
ITAU564,2,Invoice Paid,2022-03-13,MRK,Invoice verified
ITAU564,3,Invoice Sent,2022-03-16,AOW,Invoice verified
ITAU564,3,Invoice Billed,2022-03-30,DGS,Invoice successfully paid
ITAU564,3,Invoice Paid,2022-04-16,SSM,Invoice successfully paid
ITAU564,4,Invoice Sent,2022-01-19,SHS,Invoice verified
ITAU564,4,Invoice Billed,2022-01-25,AMF,Invoice verified
ITAU564,4,Invoice Paid,2022-02-19,AOW,Invoice issued to client
ITAU564,5,Invoice Sent,2022-02-18,OMW,Payment confirmation received
ITAU564,5,Invoice Billed,2022-02-26,AOW,Invoice verified
ITAU564,5,Invoice Paid,2022-04-11,AOW,Invoice verified
ITAU564,6,Invoice Sent,2022-02-18,AMF,Invoice successfully paid
ITAU564,6,Invoice Billed,2022-02-21,OMW,Invoice verified
ITAU565,1,Invoice Sent,2021-12-08,SHS,Invoice successfully paid
ITAU565,1,Invoice Billed,2021-12-15,AMF,Payment confirmation received
ITAU565,1,Invoice Paid,2021-12-30,RLM,Invoice issued to client
ITAU565,2,Invoice Sent,2022-02-02,NVN,Invoice issued to client
ITAU565,2,Invoice Billed,2022-02-05,AOW,Finance approval completed
ITAU565,3,Invoice Sent,2022-03-03,MRK,Invoice successfully paid
ITAU565,3,Invoice Billed,2022-03-11,MRK,Finance approval completed
ITAU565,3,Invoice Paid,2022-03-31,SSM,Payment confirmation received
ITAU565,4,Invoice Sent,2022-01-30,MRK,Invoice issued to client
ITAU565,4,Invoice Billed,2022-02-09,AOW,Invoice successfully paid
ITAU565,4,Invoice Paid,2022-03-24,OMW,Finance approval completed
ITAU565,5,Invoice Sent,2022-02-26,MRK,Payment confirmation received
ITAU565,5,Invoice Billed,2022-03-05,TSR,Invoice issued to client
