Job Code,Term,Baseline Date
ITAU404,3,2019-12-31
ITAU405,1,2019-12-31
ITAU405,2,2020-01-31
ITAU405,3,2020-02-29
ITAU406,1,2020-03-09
ITAU406,2,2020-03-09
ITAU407,1,2020-03-04
ITAU407,2,2020-03-04
ITAU407,3,2020-03-04
ITAU408,1,2020-03-09
ITAU408,2,2020-03-09
ITAU408,3,2020-03-09
ITAU409,1,2020-03-17
ITAU409,2,2020-03-17
ITAU409,3,2020-03-17
ITAU409,4,2020-03-17
ITAU409,5,2020-03-17
ITAU410,1,2020-04-09
ITAU410,2,2020-04-09
ITAU410,3,2020-04-09
ITAU411,1,2020-07-08
ITAU411,2,2020-07-08
ITAU412,1,2021-01-15
ITAU412,2,2021-01-15
ITAU412,3,2021-01-15
ITAU412,4,2021-01-15
ITAU412,5,2021-01-15
ITAU412,,2020-04-23
ITAU413,1,2020-03-06
ITAU413,2,2020-03-06
ITAU413,3,2020-03-06
ITAU413,,2020-03-06
ITAU414,1,2020-04-03
ITAU414,2,2020-04-03
ITAU414,3,2020-04-03
ITAU414,4,2020-04-03
ITAU414,5,2020-04-03
ITAU415,1,2020-06-23
ITAU416,1,2020-06-05
ITAU416,2,2020-06-05
ITAU416,3,2020-06-05
ITAU416,,2020-07-08
ITAU417,1,2020-07-15
ITAU418,1,2020-05-14
ITAU418,2,2020-05-14
ITAU418,3,2020-05-14
ITAU418,,2020-05-14
ITAU419,1,2020-04-20
ITAU419,2,2020-04-20
ITAU419,3,2020-04-20
ITAU419A,1,2020-07-11
ITAU419A,2,2020-07-11
ITAU420,1,2020-05-28
ITAU420,2,2020-05-28
ITAU420,3,2020-05-28
ITAU421,1,
ITAU422,1,2020-06-09
ITAU422,2,2020-06-09
ITAU422,3,2020-06-09
ITAU423,1,2020-05-02
ITAU423,,2020-05-02
ITAU424,1,2020-06-16
ITAU424,2,2020-06-16
ITAU425,1,2020-06-16
ITAU425,2,2020-06-16
ITAU425,3,2020-06-16
ITAU426,1,2020-08-03
ITAU427,1,2020-04-21
ITAU428,1,2020-06-24
ITAU428,2,2020-06-24
ITAU428,3,2020-06-24
ITAU429,1,2020-05-21
ITAU430,1,2020-06-23
ITAU430,2,2020-06-23
ITAU430,3,2020-06-23
ITAU431,1,2020-07-01
ITAU431,2,2020-07-01
ITAU431,3,2020-07-01
ITAU431,4,2020-07-01
ITAU431,5,2020-07-01
ITAU432,1,2020-09-28
ITAU432,2,2020-06-26
ITAU432,3,2020-06-22
ITAU433,1,2020-04-13
ITAU433,2,2020-04-13
ITAU433,3,2020-04-13
ITAU433,4,2020-04-13
ITAU433,5,2020-04-13
ITAU434,1,2020-04-17
ITAU434,2,2020-04-17
ITAU434,3,2020-04-17
ITAU435,1,2020-07-21
ITAU435,2,2020-07-21
ITAU435,3,2020-07-21
ITAU436,1,2021-12-31
ITAU436,2,2021-12-31
ITAU436,3,2021-12-31
ITAU436,4,2021-12-31
ITAU436,5,2021-12-31
ITAU436,6,2021-12-31
ITAU436,7,2021-12-30
ITAU436,8,2021-12-31
ITAU436,9,2021-12-30
ITAU436,10,2021-12-31
ITAU436,11,2021-12-31
ITAU436,12,2021-12-31
ITAU436,13,2021-12-31
ITAU436,14,2021-12-31
ITAU436,15,2021-12-30
ITAU436,16,2021-12-30
ITAU436,17,2021-12-31
ITAU436,18,2021-12-31
ITAU436,19,2021-12-31
ITAU436,20,2021-12-31
ITAU436,21,2021-12-31
ITAU436,22,2021-12-31
ITAU436,23,2021-12-31
ITAU436,24,2021-12-31
ITAU436,25,2021-12-31
ITAU436,26,2021-12-31
ITAU436,27,2021-12-31
ITAU436,28,2021-12-31
ITAU436,29,2021-12-31
ITAU436,30,2021-12-31
ITAU436,31,2022-01-31
ITAU436,,2021-12-31
ITAU436A,1,2023-12-30
ITAU436A,2,2021-11-30
ITAU436A,3,2021-11-30
ITAU436A,4,2021-12-30
ITAU436A,5,2021-12-30
ITAU437,1,2020-07-19
ITAU437,2,2020-07-19
ITAU437,3,2020-07-19
ITAU438,1,2022-06-30
ITAU438,2,2022-06-30
ITAU438,3,2022-06-30
ITAU438,4,2022-06-30
ITAU438,5,2022-06-30
ITAU438,6,2022-06-30
ITAU439,1,2020-11-30
ITAU439,2,2020-11-30
ITAU439,3,2020-11-30
ITAU440,1,2020-12-31
ITAU440,2,2020-12-31
ITAU440,3,2020-12-31
ITAU440,4,2020-12-31
ITAU440,5,2020-12-31
ITAU441,1,2020-06-29
ITAU441,2,2020-06-29
ITAU442,1,2021-07-16
ITAU442,2,2021-08-31
ITAU442,3,2021-09-30
ITAU442,4,2021-07-16
ITAU442,5,2021-07-16
ITAU443,1,2020-09-30
ITAU443,2,2020-09-30
ITAU443,3,2020-09-30
ITAU444,1,2020-09-17
ITAU444,2,2020-09-17
ITAU444,3,2020-09-17
ITAU445,1,2020-08-12
ITAU445,2,2020-10-24
ITAU445,3,2020-09-05
ITAU446,1,2020-08-06
ITAU446,2,2020-09-22
ITAU446,3,2020-12-06
ITAU447,1,2020-09-29
ITAU447,2,2020-09-29
ITAU447,3,2020-09-29
ITAU448,1,2020-11-30
ITAU448,2,2020-11-30
ITAU448,3,2020-11-30
ITAU449,1,2020-09-30
ITAU449,2,2020-09-09
ITAU450,1,2020-08-24
ITAU450,2,2020-10-08
ITAU450,3,2020-08-12
ITAU451,1,2020-08-29
ITAU451,2,2020-08-29
ITAU452,1,2021-04-04
ITAU452,2,2021-04-04
ITAU452,3,2021-04-04
ITAU452,4,2021-11-30
ITAU452,5,2021-11-30
ITAU453,1,2021-02-03
ITAU453,2,2021-02-03
ITAU453,3,2021-02-03
ITAU454,1,2021-01-18
ITAU454,2,2021-01-16
ITAU454,3,2020-12-20
ITAU454,4,2021-01-17
ITAU454,5,2020-11-27
ITAU454,6,2020-12-03
ITAU455,1,2020-10-30
ITAU455,2,2020-09-26
ITAU455,3,2020-11-19
ITAU456,1,2020-10-15
ITAU456,2,2020-10-27
ITAU456,3,2020-12-28
ITAU457,1,2021-01-15
ITAU457,2,2020-10-15
ITAU457,3,2020-10-15
ITAU458,1,2020-11-19
ITAU458,2,2020-11-19
ITAU459,1,2021-08-13
ITAU459,2,2021-08-13
ITAU459,3,2021-08-13
ITAU460,1,2020-11-24
ITAU460,2,2020-11-24
ITAU460,3,2020-11-24
ITAU460,4,2020-11-24
ITAU460,5,2020-11-24
ITAU461,1,2020-12-01
ITAU461,2,2020-12-01
ITAU461,3,2020-12-01
ITAU462,1,2020-12-19
ITAU462,2,2020-11-12
ITAU462,4,2020-10-09
ITAU463,1,2020-11-27
ITAU463,2,2020-11-27
ITAU463,3,2020-11-27
ITAU464,1,2021-02-28
ITAU464,2,2021-02-28
ITAU465,1,2021-04-30
ITAU465,2,2021-04-30
ITAU466,1,2020-10-27
ITAU466,2,2020-12-13
ITAU466,3,2020-09-11
ITAU467,1,2020-12-12
ITAU467,2,2020-12-19
ITAU467,3,2021-02-05
ITAU468,1,2020-12-21
ITAU468,2,2020-12-21
ITAU468,3,2020-12-21
ITAU468,4,2020-12-21
ITAU468,5,2020-12-21
ITAU469,1,2021-09-21
ITAU469,2,2021-09-21
ITAU469,3,2021-09-21
ITAU469,4,2021-09-21
ITAU469,5,2021-09-21
ITAU470,1,2021-09-21
ITAU470,2,2021-09-21
ITAU470,3,2021-09-21
ITAU470,4,2021-09-21
ITAU470,5,2021-09-21
ITAU471,1,2020-10-20
ITAU471,2,2021-01-26
ITAU471,3,2020-10-21
ITAU472,1,2020-12-22
ITAU472,2,2020-12-22
ITAU472,3,2020-12-22
ITAU473,1,2021-02-17
ITAU473,2,2021-02-24
ITAU473,3,2021-02-02
ITAU473,4,2020-12-17
ITAU473,5,2021-02-07
ITAU474,1,2021-01-08
ITAU474,2,2021-01-05
ITAU474,3,2021-04-07
ITAU475,1,2020-11-30
ITAU475,2,2021-03-11
ITAU475,3,2021-03-21
ITAU476,1,2021-02-28
ITAU476,2,2021-02-28
ITAU477,1,2022-11-30
ITAU477,2,2021-08-31
ITAU478,1,2021-03-24
ITAU479,1,2021-02-10
ITAU479,2,2021-02-10
ITAU479,3,2021-02-10
ITAU480,1,2021-05-05
ITAU480,2,2021-05-03
ITAU480,3,2021-04-08
ITAU481,1,2021-02-11
ITAU481,2,2021-02-11
ITAU481,3,2021-02-11
ITAU482,1,2021-02-17
ITAU482,2,2021-01-04
ITAU482,3,2021-07-16
ITAU483,1,2021-02-23
ITAU483,2,2021-02-23
ITAU483,,2021-03-21
ITAU484,1,2021-03-20
ITAU484,2,2021-03-20
ITAU484,3,2021-03-20
ITAU485,1,2021-03-07
ITAU485,2,2021-03-07
ITAU485,3,2021-03-07
ITAU485,4,2021-03-07
ITAU485,5,2021-03-07
ITAU486,1,2020-12-15
ITAU486,2,2020-12-15
ITAU487,1,2021-03-12
ITAU487,2,2021-04-13
ITAU487,3,2021-05-10
ITAU488,1,2021-03-16
ITAU488,2,2021-02-05
ITAU488,3,2021-05-20
ITAU489,1,2021-06-30
ITAU489,2,2021-06-30
ITAU489,3,2021-06-30
ITAU489,4,2021-06-30
ITAU489,5,2021-09-30
ITAU490,1,2021-06-21
ITAU490,2,2021-06-24
ITAU490,3,2021-06-13
ITAU491,1,2021-06-21
ITAU491,2,2021-06-21
ITAU491,3,2021-06-21
ITAU491,4,2021-06-21
ITAU491,5,2021-06-21
ITAU491,6,2021-06-21
ITAU491,7,2021-06-21
ITAU492,1,2020-04-14
ITAU493,1,2021-07-09
ITAU493,2,2021-07-09
ITAU493,3,2021-07-09
ITAU493,4,2021-07-09
ITAU493,5,2021-07-09
ITAU494,1,2022-02-01
ITAU494,2,2021-09-17
ITAU494,3,2021-09-30
ITAU495,1,2021-05-11
ITAU495,2,2021-01-10
ITAU495,3,2021-09-10
ITAU496,1,2021-05-17
ITAU497,1,2021-04-14
ITAU497,2,2021-06-15
ITAU497,3,2021-07-15
ITAU497,4,2021-07-07
ITAU497,5,2021-04-28
ITAU498,1,2021-04-16
ITAU498,2,2021-04-16
ITAU499,1,2021-07-31
ITAU499,2,2021-07-31
ITAU499,3,2021-11-30
ITAU499,4,2021-07-31
ITAU499,5,2021-07-31
ITAU500,1,2021-06-17
ITAU501,1,2021-05-24
ITAU501,2,2021-05-24
ITAU501,3,2021-05-24
ITAU502,1,2021-05-03
ITAU502,2,2021-05-03
ITAU502,3,2021-05-03
ITAU502,4,2021-05-03
ITAU502,5,2021-05-03
ITAU503,1,2021-07-23
ITAU503,2,2021-07-23
ITAU503,3,2021-07-23
ITAU504,1,2021-06-30
ITAU504,2,2021-06-30
ITAU504,3,2021-06-30
ITAU505,1,2021-09-17
ITAU505,2,2021-09-17
ITAU505,3,2021-09-30
ITAU506,1,2021-07-19
ITAU506,2,2021-07-19
ITAU506,3,2021-09-30
ITAU507,1,2021-07-01
ITAU508,1,2021-10-26
ITAU508,2,2021-10-26
ITAU508,3,2021-10-26
ITAU509,1,2021-07-27
ITAU509,2,2021-07-27
ITAU509,3,2021-07-27
ITAU509,4,2021-07-27
ITAU509,5,2021-07-27
ITAU510,1,2021-09-17
ITAU510,2,2021-09-17
ITAU510,3,2021-09-17
ITAU511,1,2021-08-06
ITAU512,1,2021-12-31
ITAU512,2,2021-07-30
ITAU512,3,2021-12-31
ITAU513,1,2021-11-13
ITAU513,2,2021-07-23
ITAU513,3,2021-08-06
ITAU513,4,2021-07-23
ITAU513,5,2021-08-06
ITAU513,6,2021-08-13
ITAU514,1,
ITAU515,1,2021-09-17
ITAU515,2,2022-01-28
ITAU515,3,2022-01-28
ITAU516,1,2021-11-23
ITAU516,2,2021-08-02
ITAU516,3,2021-09-24
ITAU517,1,2021-08-08
ITAU517,2,2021-10-18
ITAU517,3,2021-10-01
ITAU518,1,2021-10-12
ITAU518,2,2021-09-10
ITAU518,3,2021-10-12
ITAU518,4,2021-09-30
ITAU518,5,2021-09-30
ITAU519,1,2021-12-27
ITAU520,1,2021-10-15
ITAU521,1,2021-08-05
ITAU521,2,2021-08-05
ITAU522,1,2021-08-13
ITAU523,1,2021-08-16
ITAU523,2,2021-08-16
ITAU523,3,2021-08-16
ITAU524,1,2021-09-15
ITAU524,2,2021-09-30
ITAU524,3,2021-10-08
ITAU525,1,2021-08-22
ITAU525,2,2021-08-22
ITAU526,1,2022-03-15
ITAU526,2,2021-10-15
ITAU526,3,2021-10-15
ITAU526,4,2021-11-05
ITAU526,5,2021-11-05
ITAU527,1,2021-11-18
ITAU527,2,2021-08-31
ITAU527,3,2021-08-31
ITAU528,1,2021-11-24
ITAU528,2,2021-09-24
ITAU528,3,2021-08-10
ITAU529,1,2021-09-10
ITAU529,2,2021-10-01
ITAU529,3,2021-10-08
ITAU530,1,2021-09-10
ITAU530,2,2021-09-10
ITAU530,3,2021-10-01
ITAU531,1,2021-08-20
ITAU531,2,2021-09-24
ITAU531,3,2021-09-24
ITAU531,4,2021-10-08
ITAU531,5,2021-10-08
ITAU532,1,2021-10-14
ITAU533,1,2021-12-06
ITAU533,2,2021-12-06
ITAU533,3,2021-12-06
ITAU534,1,2021-10-08
ITAU534,2,2021-10-22
ITAU534,3,2021-10-31
ITAU534,4,2021-10-22
ITAU534,5,2021-10-31
ITAU535,1,2022-02-28
ITAU535,2,2022-02-28
ITAU535,3,2022-02-28
ITAU535,4,2022-02-28
ITAU536,1,2021-10-15
ITAU536,2,2021-10-29
ITAU536,3,2022-03-04
ITAU537,1,2021-12-27
ITAU537,2,2021-12-27
ITAU538,1,2021-10-09
ITAU539,1,2022-01-14
ITAU539,2,2022-03-31
ITAU540,1,2021-10-20
ITAU540,2,2022-01-07
ITAU540,3,2022-01-31
ITAU541,1,2021-12-30
ITAU541,2,2021-12-30
ITAU541,3,2021-12-30
ITAU542,1,2021-09-21
ITAU542,2,2021-10-25
ITAU542,3,2021-11-05
ITAU543,1,2022-01-06
ITAU543,2,2021-12-15
ITAU543,3,2022-01-31
ITAU544,1,2022-01-10
ITAU544,2,2022-01-10
ITAU544,3,2022-01-10
ITAU544,4,2022-01-10
ITAU544,5,2022-01-10
ITAU545,1,2022-01-31
ITAU545,2,2022-01-31
ITAU545,3,2022-01-31
ITAU545,4,2022-01-31
ITAU545,5,2022-01-31
ITAU545,6,2022-01-31
ITAU546,1,2021-11-24
ITAU546,2,2021-11-24
ITAU546,3,2021-11-24
ITAU547,1,2022-03-16
ITAU547,2,2022-01-16
ITAU547,3,2021-12-01
ITAU548,1,2022-02-14
ITAU549,1,2022-01-25
ITAU549,2,2022-01-25
ITAU549,3,2022-01-25
ITAU550,1,2022-05-31
ITAU550,2,2022-05-31
ITAU550,3,2022-05-31
ITAU550,4,2022-05-31
ITAU550,5,2022-05-31
ITAU551,1,2022-02-28
ITAU551,2,2022-02-28
ITAU551,3,2022-02-28
ITAU552,1,2022-07-31
ITAU552,2,2022-03-10
ITAU552,3,2022-03-10
ITAU552,4,2022-03-04
ITAU552,5,2022-03-10
ITAU553,1,2022-11-30
ITAU553,2,2022-11-30
ITAU553,3,2022-11-30
ITAU553,4,2022-11-30
ITAU553,5,2022-11-30
ITAU553,6,2022-11-30
ITAU554,1,2022-01-03
ITAU554,2,2022-03-12
ITAU554,3,2021-12-24
ITAU555,1,2022-05-18
ITAU555,2,2022-02-22
ITAU555,3,2022-03-25
ITAU555,4,2022-02-28
ITAU555,5,2022-03-25
ITAU555,6,2022-02-22
ITAU555,7,2022-03-25
ITAU556,1,2021-12-10
ITAU556,2,2022-01-14
ITAU556,3,2022-01-31
ITAU557,1,2021-11-11
ITAU557,2,2022-02-28
ITAU557,3,2022-03-04
ITAU558,1,2022-12-31
ITAU558,2,2022-12-31
ITAU558,3,2022-12-31
ITAU559,1,2022-01-31
ITAU559,2,2022-03-11
ITAU559,3,2022-03-15
ITAU560,1,2022-11-26
ITAU560,2,2022-01-14
ITAU560,3,2022-01-21
ITAU561,1,2021-11-23
ITAU562,1,2022-12-31
ITAU562,2,2022-12-31
ITAU562,3,2022-12-31
ITAU563,1,2021-12-31
ITAU564,1,2022-03-31
ITAU564,2,2022-01-14
ITAU564,3,2022-03-11
ITAU564,4,2022-01-14
ITAU564,5,2022-02-11
ITAU564,6,2022-02-11
ITAU565,1,2021-12-03
ITAU565,2,2022-01-28
ITAU565,3,2022-02-25
ITAU565,4,2022-01-28
ITAU565,5,2022-02-25
ITAU565,6,2022-02-25
ITAU566,1,2022-02-03
ITAU566,2,2022-02-03
ITAU566,3,2022-02-03
ITAU567,1,2022-03-14
ITAU567,2,2022-04-14
ITAU567,3,2022-05-17
ITAU568,1,2022-11-30
ITAU568,2,2022-03-11
ITAU568,3,2022-03-31
ITAU568,4,2022-03-11
ITAU569,1,2022-06-30
ITAU569,2,2022-01-21
ITAU569,3,2022-03-11
ITAU569,4,2022-01-21
ITAU569,5,2022-02-18
ITAU570,1,2022-08-31
ITAU570,2,2022-08-31
ITAU570,3,2022-08-31
ITAU571,1,2021-12-23
ITAU571,2,2022-01-31
ITAU571,3,2022-01-31
ITAU572,1,2022-02-04
ITAU572,2,2022-02-10
ITAU572,3,2022-04-04
ITAU572,4,2022-04-04
ITAU573,1,2022-01-21
ITAU573,2,2022-02-17
ITAU573,3,2022-03-18
ITAU574,1,2022-02-28
ITAU574,2,2022-02-28
ITAU574,3,2022-02-28
ITAU575,1,2022-03-18
ITAU576,1,2022-01-18
ITAU576,2,2022-05-02
ITAU576,3,2022-05-11
ITAU577,1,2022-12-30
ITAU577,2,2022-12-30
ITAU577,3,2022-12-30
ITAU578,1,2022-03-28
ITAU578,2,2022-03-28
ITAU579,1,2022-06-08
ITAU579,2,2022-06-24
ITAU579,3,2022-06-24
ITAU580,1,2022-02-08
ITAU580,2,2022-03-10
ITAU580,3,2022-05-17
ITAU581,1,2022-03-17
ITAU582,1,2022-03-11
ITAU583,1,2022-03-09
ITAU583,2,2022-04-04
ITAU583,3,2022-04-04
ITAU583,4,2022-04-15
ITAU583,5,2022-05-01
ITAU584,1,2022-03-30
ITAU584,2,2022-03-11
ITAU584,3,2022-04-11
ITAU585,1,2022-04-19
ITAU585,2,2022-03-11
ITAU585,3,2022-03-28
ITAU586,1,2022-03-25
ITAU586,2,2022-03-25
ITAU586,3,2022-03-25
ITAU587,1,2022-03-10
ITAU587,2,2022-04-01
ITAU588,1,2022-03-18
ITAU588,2,2022-03-28
ITAU588,3,2022-03-28
ITAU589,1,2022-11-30
ITAU589,2,2022-05-01
ITAU589,3,2022-11-30
ITAU590,1,2022-04-01
ITAU590,2,2022-12-25
ITAU590,3,2022-12-25
ITAU590,4,2022-12-25
ITAU590,5,2022-12-25
ITAU590,6,2022-12-25
ITAU590,7,2022-12-25
ITAU591,1,2022-04-01
ITAU592,1,2022-04-28
ITAU593,1,2023-06-15
ITAU593,2,2023-12-30
ITAU593,3,2023-12-30
ITAU593,4,2023-12-30
ITAU593,5,2023-12-30
ITAU593,6,2023-07-31
ITAU593,7,2023-12-30
ITAU593,8,2023-12-30
ITAU593,9,2023-12-30
ITAU593,10,2023-07-31
ITAU594,1,2022-11-30
ITAU594,2,2022-05-20
ITAU594,3,2022-06-16
ITAU595,1,2022-05-20
ITAU595,2,2022-06-03
ITAU595,3,2022-06-03
ITAU596,1,2022-04-11
ITAU596,2,2022-07-29
ITAU596,3,2022-05-12
ITAU597,1,2022-09-15
ITAU597,2,2022-08-02
ITAU597,3,2022-09-27
ITAU598,1,2022-09-12
ITAU598,2,2022-06-13
ITAU598,3,2022-08-20
ITAU599,1,2022-05-29
ITAU600,1,2022-07-19
ITAU601,1,2022-07-25
ITAU601,2,2022-06-01
ITAU601,3,2022-06-15
ITAU602,1,2022-08-20
ITAU603,1,2022-07-20
ITAU603,2,2022-07-21
ITAU603,3,2022-07-06
ITAU604,1,2022-10-26
ITAU604,2,2022-06-19
ITAU604,3,2022-09-10
ITAU605,1,2022-08-31
ITAU605,2,2022-08-31
ITAU606,1,2022-08-06
ITAU607,1,2022-11-05
ITAU607,2,2022-08-02
ITAU607,3,2022-09-17
ITAU608,1,2022-06-27
ITAU609,1,2022-09-15
ITAU609,2,2022-06-25
ITAU609,3,2022-09-18
ITAU610,1,2022-09-30
ITAU610,2,2022-10-25
ITAU610,3,2022-10-15
ITAU611,1,2022-11-18
ITAU612,1,
ITAU612A,1,
ITAU612B,1,2023-01-26
ITAU612B,2,2023-03-12
ITAU612B,3,2022-12-03
ITAU612B,4,2023-03-30
ITAU612B,5,2023-02-21
ITAU612B,6,2023-02-19
ITAU612B,7,2022-12-18
ITAU612C,1,2023-02-16
ITAU612C,2,2023-04-12
ITAU612C,3,2022-12-19
ITAU612C,4,2022-11-24
ITAU612C,5,2023-03-05
ITAU612C,6,2022-11-25
ITAU612C,7,2022-12-05
ITAU612D,1,2023-02-19
ITAU612D,2,2023-02-25
ITAU612D,3,2022-12-12
ITAU612D,4,2022-11-29
ITAU612D,5,2023-03-05
ITAU612D,6,2023-01-13
ITAU612D,7,2023-02-04
ITAU612E,1,2023-03-04
ITAU612E,2,2023-02-06
ITAU612E,3,2023-04-02
ITAU613A,1,2022-07-24
ITAU613A,2,2022-07-07
ITAU613A,3,2022-10-13
ITAU613A,4,2022-11-22
ITAU613A,5,2022-11-29
ITAU613B,1,2022-10-12
ITAU613B,2,2022-08-06
ITAU613B,3,2022-08-25
ITAU613B,4,2022-12-03
ITAU613B,5,2022-09-18
ITAU614,1,2022-10-04
ITAU614,2,2022-11-01
ITAU615,1,2022-12-03
ITAU615,2,2022-11-06
ITAU615,3,2022-09-19
ITAU616,1,2022-10-20
ITAU616,2,2022-11-30
ITAU617,1,2022-08-09
ITAU618,1,2022-11-16
ITAU619,1,2022-09-07
ITAU619,2,2022-12-14
ITAU619,3,2022-12-07
ITAU620,1,2022-10-17
ITAU621,1,2022-09-16
ITAU622,1,2022-07-21
ITAU623,1,2022-09-23
ITAU623,2,2022-10-07
ITAU623,3,2022-10-07
ITAU624,1,2023-11-16
ITAU624,2,2023-11-16
ITAU624A,1,2022-08-09
ITAU624A,2,2022-09-16
ITAU624A,3,2023-08-18
ITAU624A,4,2023-08-18
ITAU625,1,2022-09-04
ITAU625,2,2022-11-13
ITAU625,3,2022-09-07
ITAU626,1,2022-12-16
ITAU626,2,2022-11-26
ITAU626,3,2022-12-07
ITAU627,1,2022-10-30
ITAU627,2,2022-10-30
ITAU627,3,2022-10-30
ITAU628,1,2022-09-29
ITAU629,1,2022-12-26
ITAU630,1,2022-10-19
ITAU630,2,2022-08-13
ITAU630,3,2022-10-17
ITAU631,1,2022-12-04
ITAU631,2,2022-07-19
ITAU631,3,2022-11-30
ITAU632,1,2022-10-06
ITAU632,2,2022-10-06
ITAU632,3,2022-10-06
ITAU632,4,2022-10-06
ITAU632,5,2022-10-06
ITAU633,1,2023-06-21
ITAU634,1,2022-10-12
ITAU634,2,2022-10-12
ITAU634,3,2022-10-12
ITAU635,1,2022-11-29
ITAU636,1,2022-11-02
ITAU636,2,2022-11-02
ITAU637,1,2022-10-31
ITAU637,2,2022-10-31
ITAU637,3,2022-10-31
ITAU638,1,2022-09-08
ITAU638,2,2022-12-12
ITAU638,3,2022-08-17
ITAU639,1,2022-10-31
ITAU639,2,2022-10-31
ITAU639,3,2022-10-31
ITAU639,4,2022-10-31
ITAU639,5,2022-10-31
ITAU640,1,2022-08-03
ITAU640,2,2022-09-26
ITAU640,3,2022-11-18
ITAU641,1,2022-12-05
ITAU641,2,2022-10-22
ITAU641,3,2022-11-12
ITAU641,4,2023-01-10
ITAU641,5,2022-10-28
ITAU642,1,2022-10-11
ITAU642,2,2023-01-06
ITAU642,3,2022-10-02
ITAU642A,1,2022-12-01
ITAU642A,2,2022-10-11
ITAU642A,3,2023-01-08
ITAU643,1,2022-10-27
ITAU643,2,2022-10-27
ITAU644,1,2023-10-27
ITAU645,1,2022-12-14
ITAU645,2,2022-12-13
ITAU645,3,2022-10-03
ITAU646,1,2022-12-31
ITAU647,1,2023-09-30
ITAU647,2,2023-09-30
ITAU647,3,2023-09-30
ITAU647,4,2023-09-30
ITAU647,5,2023-09-30
ITAU647,6,2023-09-30
ITAU647,7,2023-09-30
ITAU648,1,2022-09-30
ITAU649,1,2022-09-23
ITAU649,2,2023-01-14
ITAU650,1,2022-09-30
ITAU650,2,2022-12-20
ITAU650,3,2023-07-31
ITAU651,1,2022-10-29
ITAU652,1,2023-08-31
ITAU652,2,2023-08-31
ITAU652,3,2023-06-14
ITAU652,4,2023-06-14
ITAU652,5,2023-08-31
ITAU652,6,2023-08-31
ITAU652,7,2023-08-31
ITAU652,8,2023-08-31
ITAU653,1,2023-09-30
ITAU653,2,2023-09-30
ITAU654,1,2023-02-07
ITAU654,2,2023-02-22
ITAU654,3,2023-02-07
ITAU655,1,2022-12-31
ITAU655,2,2022-12-31
ITAU656,1,2022-11-07
ITAU656,2,2023-02-05
ITAU657,1,2022-12-07
ITAU657,2,2023-02-11
ITAU657,3,2023-01-20
ITAU658,1,2023-01-08
ITAU659,1,2023-03-07
ITAU659,2,2023-01-27
ITAU659,3,2023-02-17
ITAU660,1,2023-08-31
ITAU660,2,2023-08-31
ITAU660,3,2023-08-31
ITAU661,1,2023-01-18
ITAU661,2,2023-01-18
ITAU661,3,2023-01-18
ITAU662,1,2023-01-31
ITAU662,2,2023-01-31
ITAU662,3,2023-01-31
ITAU663,1,2023-01-31
ITAU663,2,2023-01-31
ITAU663,3,2023-01-31
ITAU664,1,2022-12-13
ITAU664,2,2022-12-13
ITAU665,1,2022-12-31
ITAU665,2,2022-12-31
ITAU665,3,2022-12-31
ITAU666,1,2022-11-18
ITAU667,1,2023-02-23
ITAU667,2,2023-02-23
ITAU668,1,2023-01-31
ITAU668,2,2023-01-31
ITAU669,1,2022-12-26
ITAU670,1,2023-01-23
ITAU670,2,2023-01-23
ITAU670,3,2023-01-23
ITAU671,1,
ITAU671A,1,2023-03-28
ITAU671A,2,2023-12-04
ITAU671B,1,2023-04-27
ITAU671C,1,2023-02-27
ITAU671D,1,2023-03-25
ITAU671E,1,2023-05-31
ITAU671F,1,2023-05-17
ITAU671G,1,2023-10-08
ITAU671H,1,2023-08-22
ITAU671I,1,2023-11-20
ITAU671J,1,2023-08-14
ITAU671K,1,2023-12-19
ITAU671L,1,2023-09-13
ITAU671M,1,2024-01-29
ITAU671N,1,2023-11-20
ITAU671O,1,2023-09-29
ITAU671P,1,2023-09-21
ITAU671Q,1,2023-12-14
ITAU671R,1,
ITAU671S,1,2024-04-05
ITAU671T,1,2024-04-05
ITAU672,1,2023-12-22
ITAU672,2,2023-12-22
ITAU672,3,2023-12-22
ITAU672,4,2023-07-31
ITAU672,5,2023-07-31
ITAU672,6,2023-07-31
ITAU673,1,2023-12-31
ITAU674,1,2023-12-31
ITAU674,2,2023-12-31
ITAU674,3,2023-12-31
ITAU675,1,2022-11-17
ITAU676,1,2023-05-31
ITAU676,2,2023-05-31
ITAU676,3,2023-06-13
ITAU677,1,2023-04-29
ITAU677,2,2022-12-08
ITAU677,3,2023-04-03
ITAU678,1,2023-01-09
ITAU679,1,2023-03-23
ITAU679,2,2022-11-28
ITAU680,1,2023-05-01
ITAU681,1,2023-03-20
ITAU681,2,2023-03-20
ITAU681,3,2023-03-20
ITAU682,1,2023-08-11
ITAU682,2,2023-08-11
ITAU683,1,2023-01-02
ITAU683,2,2023-01-02
ITAU684,1,2023-01-01
ITAU684,2,2023-03-04
ITAU684,3,2023-01-05
ITAU685,1,2023-04-16
ITAU686,1,2023-04-26
ITAU687,1,2023-02-17
ITAU687,2,2023-02-17
ITAU688,1,2023-02-28
ITAU688,2,2023-02-28
ITAU689,1,2023-04-28
ITAU689,2,2023-04-28
ITAU689,3,2023-04-28
ITAU689,4,2023-04-28
ITAU689,5,2023-04-28
ITAU690,1,2024-12-31
ITAU690,2,2024-12-31
ITAU690,3,2024-12-31
