Job Code,Position,Employee,Score Contribution (%)
ITAU395,Co-PM,IFS,30
ITAU396,PD,IFI,70
ITAU396,Co-PD,IFS,30
ITAU396,PM,TLW,60
ITAU396,Co-PM,IFS,40
ITAU397,PD,RLM,100
ITAU397,PM,TSR,70
ITAU397,Co-PM,WNA,30
ITAU398,PD,TSR,60
ITAU398,Co-PD,AMF,40
ITAU398,PM,RLM,100
ITAU399,PD,TLW,70
ITAU399,Co-PD,WNA,30
ITAU399,PM,RLM,100
ITAU400,PD,RLM,100
ITAU400,PM,IFI,70
ITAU400,Co-PM,TLW,30
ITAU401,PD,NFI,100
ITAU401,PM,JQV,100
ITAU402,PD,HZR,70
ITAU402,Co-PD,TSR,30
ITAU402,PM,RLM,100
ITAU403,PD,DGS,100
ITAU403,PM,FYA,70
ITAU403,Co-PM,IFS,30
ITAU404,PD,OMW,70
ITAU404,Co-PD,DTP,30
ITAU404,PM,RLM,70
ITAU404,Co-PM,DTP,30
ITAU405,PD,HZR,100
ITAU405,PM,OMW,100
ITAU406,PD,TSR,70
ITAU406,Co-PD,RLM,30
ITAU406,PM,AMF,60
ITAU406,Co-PM,IFI,40
ITAU407,PD,DLP,100
ITAU407,PM,DTP,70
ITAU407,Co-PM,FYA,30
ITAU408,PD,FYA,60
ITAU408,Co-PD,OMW,40
ITAU408,PM,RLM,100
ITAU409,PD,TSR,70
ITAU409,Co-PD,FYA,30
ITAU409,PM,DLP,100
ITAU410,PD,IFI,100
ITAU410,PM,AMF,70
ITAU410,Co-PM,DLP,30
ITAU411,PD,TLW,70
ITAU411,Co-PD,OMW,30
ITAU411,PM,IFS,70
ITAU411,Co-PM,HZR,30
ITAU412,PD,TLW,70
ITAU412,Co-PD,FYA,30
ITAU412,PM,DLP,60
ITAU412,Co-PM,RLM,40
ITAU413,PD,DGS,100
ITAU413,PM,IFS,70
ITAU413,Co-PM,TSR,30
ITAU414,PD,DLP,100
ITAU414,PM,OMW,60
ITAU414,Co-PM,DTP,40
ITAU415,PD,FYA,100
ITAU415,PM,IFI,60
ITAU415,Co-PM,WNA,40
ITAU416,PD,WNA,100
ITAU416,PM,NFI,70
ITAU416,Co-PM,DLP,30
ITAU417,PD,DLP,70
ITAU417,Co-PD,HZR,30
ITAU417,PM,NFI,60
ITAU417,Co-PM,WNA,40
ITAU418,PD,AMF,100
ITAU418,PM,JQV,60
ITAU418,Co-PM,IFS,40
ITAU419,PD,HZR,100
ITAU419,PM,DTP,100
ITAU419A,PD,NFI,100
ITAU419A,PM,WNA,100
ITAU420,PD,DLP,100
ITAU420,PM,HZR,100
ITAU421,PD,DLP,70
ITAU421,Co-PD,WNA,30
ITAU421,PM,NFI,100
ITAU422,PD,OMW,100
ITAU422,PM,TLW,60
ITAU422,Co-PM,WNA,40
ITAU423,PD,IFI,60
ITAU423,Co-PD,NFI,40
ITAU423,PM,TSR,70
ITAU423,Co-PM,NFI,30
ITAU424,PD,IFS,100
ITAU424,PM,NFI,100
ITAU425,PD,TLW,60
ITAU425,Co-PD,IFS,40
ITAU425,PM,DTP,70
ITAU425,Co-PM,WNA,30
ITAU426,PD,OMW,70
ITAU426,Co-PD,DGS,30
ITAU426,PM,JQV,100
ITAU427,PD,WNA,100
ITAU427,PM,OMW,100
ITAU428,PD,TSR,60
ITAU428,Co-PD,DGS,40
ITAU428,PM,OMW,100
ITAU429,PD,WNA,70
ITAU429,Co-PD,FYA,30
ITAU429,PM,DTP,70
ITAU429,Co-PM,FYA,30
ITAU430,PD,HZR,100
ITAU430,PM,FYA,60
ITAU430,Co-PM,WNA,40
ITAU431,PD,RLM,100
ITAU431,PM,NFI,100
ITAU432,PD,DLP,60
ITAU432,Co-PD,FYA,40
ITAU432,PM,IFS,100
ITAU433,PD,HZR,100
ITAU433,PM,RLM,100
ITAU434,PD,NFI,100
ITAU434,PM,DGS,70
ITAU434,Co-PM,IFI,30
ITAU435,PD,NFI,100
ITAU435,PM,DGS,100
ITAU436,PD,TSR,100
ITAU436,PM,DTP,100
ITAU436A,PD,TSR,100
ITAU436A,PM,AMF,60
ITAU436A,Co-PM,NFI,40
ITAU437,PD,WNA,70
ITAU437,Co-PD,TLW,30
ITAU437,PM,DLP,70
ITAU437,Co-PM,JQV,30
ITAU438,PD,DTP,100
ITAU438,PM,DLP,70
ITAU438,Co-PM,JQV,30
ITAU439,PD,RLM,70
ITAU439,Co-PD,JQV,30
ITAU439,PM,DGS,100
ITAU440,PD,TSR,70
ITAU440,Co-PD,IFI,30
ITAU440,PM,DGS,60
ITAU440,Co-PM,IFS,40
ITAU441,PD,DLP,60
ITAU441,Co-PD,JQV,40
ITAU441,PM,AMF,60
ITAU441,Co-PM,TSR,40
ITAU442,PD,IFI,100
ITAU442,PM,RLM,100
ITAU443,PD,RLM,100
ITAU443,PM,TLW,100
ITAU444,PD,IFI,100
ITAU444,PM,IFS,100
ITAU445,PD,HZR,100
ITAU445,PM,TSR,70
ITAU445,Co-PM,AMF,30
ITAU446,PD,OMW,60
ITAU446,Co-PD,RLM,40
ITAU446,PM,IFI,60
ITAU446,Co-PM,DTP,40
ITAU447,PD,DGS,100
ITAU447,PM,IFS,60
ITAU447,Co-PM,AMF,40
ITAU448,PD,HZR,100
ITAU448,PM,IFS,70
ITAU448,Co-PM,AMF,30
ITAU449,PD,HZR,70
ITAU449,Co-PD,TSR,30
ITAU449,PM,NFI,70
ITAU449,Co-PM,OMW,30
ITAU450,PD,AMF,100
ITAU450,PM,DLP,100
ITAU451,PD,AMF,100
ITAU451,PM,TSR,70
ITAU451,Co-PM,FYA,30
ITAU452,PD,NFI,100
ITAU452,PM,OMW,70
ITAU452,Co-PM,DLP,30
ITAU453,PD,DTP,60
ITAU453,Co-PD,RLM,40
ITAU453,PM,NFI,100
ITAU454,PD,TLW,100
ITAU454,PM,TSR,100
ITAU455,PD,DLP,100
ITAU455,PM,DGS,100
ITAU456,PD,AMF,100
ITAU456,PM,NFI,70
ITAU456,Co-PM,DLP,30
ITAU457,PD,FYA,70
ITAU457,Co-PD,TSR,30
ITAU457,PM,DLP,70
ITAU457,Co-PM,WNA,30
ITAU458,PD,JQV,60
ITAU458,Co-PD,DLP,40
ITAU458,PM,IFS,100
ITAU459,PD,HZR,60
ITAU459,Co-PD,DTP,40
ITAU459,PM,AMF,70
ITAU459,Co-PM,OMW,30
ITAU460,PD,DTP,70
ITAU460,Co-PD,FYA,30
ITAU460,PM,TLW,100
ITAU461,PD,JQV,100
ITAU461,PM,WNA,60
ITAU461,Co-PM,FYA,40
ITAU462,PD,NFI,60
ITAU462,Co-PD,TLW,40
ITAU462,PM,IFI,60
ITAU462,Co-PM,DTP,40
ITAu462,PD,DLP,60
ITAu462,Co-PD,JQV,40
ITAu462,PM,FYA,70
ITAu462,Co-PM,TSR,30
ITAU463,PD,AMF,60
ITAU463,Co-PD,DLP,40
ITAU463,PM,HZR,60
ITAU463,Co-PM,DGS,40
ITAU464,PD,TLW,60
ITAU464,Co-PD,JQV,40
ITAU464,PM,DLP,100
ITAU465,PD,OMW,60
ITAU465,Co-PD,TLW,40
ITAU465,PM,IFI,60
ITAU465,Co-PM,TSR,40
ITAU466,PD,TLW,60
ITAU466,Co-PD,HZR,40
ITAU466,PM,AMF,70
ITAU466,Co-PM,HZR,30
ITAU467,PD,DLP,100
ITAU467,PM,DGS,100
ITAU468,PD,RLM,100
ITAU468,PM,WNA,60
ITAU468,Co-PM,OMW,40
ITAU469,PD,WNA,100
ITAU469,PM,TLW,100
ITAU470,PD,NFI,60
ITAU470,Co-PD,DLP,40
ITAU470,PM,HZR,100
ITAU471,PD,WNA,100
ITAU471,PM,IFS,100
ITAU472,PD,AMF,100
ITAU472,PM,IFI,60
ITAU472,Co-PM,HZR,40
ITAU473,PD,IFI,100
ITAU473,PM,NFI,100
ITAU474,PD,RLM,60
ITAU474,Co-PD,DTP,40
ITAU474,PM,DLP,100
ITAU475,PD,OMW,70
ITAU475,Co-PD,HZR,30
ITAU475,PM,HZR,100
ITAU476,PD,TSR,100
ITAU476,PM,DGS,60
ITAU476,Co-PM,TLW,40
ITAU477,PD,WNA,60
ITAU477,Co-PD,FYA,40
ITAU477,PM,HZR,60
ITAU477,Co-PM,RLM,40
ITAU478,PD,DLP,70
ITAU478,Co-PD,NFI,30
ITAU478,PM,IFI,100
ITAU479,PD,DLP,100
ITAU479,PM,HZR,100
ITAU480,PD,TSR,100
ITAU480,PM,FYA,60
ITAU480,Co-PM,IFS,40
ITAU481,PD,DTP,70
ITAU481,Co-PD,TLW,30
ITAU481,PM,AMF,100
ITAU482,PD,JQV,60
ITAU482,Co-PD,OMW,40
ITAU482,PM,RLM,60
ITAU482,Co-PM,DGS,40
ITAU483,PD,HZR,70
ITAU483,Co-PD,TSR,30
ITAU483,PM,TSR,100
ITAU484,PD,FYA,60
ITAU484,Co-PD,HZR,40
ITAU484,PM,HZR,100
ITAU485,PD,DLP,100
ITAU485,PM,FYA,60
ITAU485,Co-PM,DGS,40
ITAU486,PD,RLM,100
ITAU486,PM,FYA,100
ITAU487,PD,IFS,100
ITAU487,PM,NFI,60
ITAU487,Co-PM,TLW,40
ITAU488,PD,RLM,100
ITAU488,PM,TSR,100
ITAU489,PD,WNA,100
ITAU489,PM,DLP,60
ITAU489,Co-PM,AMF,40
ITAU490,PD,IFI,100
ITAU490,PM,IFS,100
ITAU491,PD,DTP,70
ITAU491,Co-PD,HZR,30
ITAU491,PM,HZR,60
ITAU491,Co-PM,DLP,40
ITAU492,PD,DTP,100
ITAU492,PM,RLM,60
ITAU492,Co-PM,OMW,40
ITAU493,PD,WNA,70
ITAU493,Co-PD,DLP,30
ITAU493,PM,NFI,60
ITAU493,Co-PM,JQV,40
ITAU494,PD,IFI,100
ITAU494,PM,WNA,100
ITAU495,PD,TSR,60
ITAU495,Co-PD,HZR,40
ITAU495,PM,RLM,100
ITAU496,PD,DLP,70
ITAU496,Co-PD,TLW,30
ITAU496,PM,NFI,100
ITAU497,PD,RLM,100
ITAU497,PM,HZR,70
ITAU497,Co-PM,NFI,30
ITAU498,PD,FYA,100
ITAU498,PM,IFS,70
ITAU498,Co-PM,HZR,30
ITAU499,PD,TLW,100
ITAU499,PM,JQV,70
ITAU499,Co-PM,HZR,30
ITAU500,PD,NFI,60
ITAU500,Co-PD,DGS,40
ITAU500,PM,RLM,100
ITAU501,PD,AMF,60
ITAU501,Co-PD,OMW,40
ITAU501,PM,TLW,60
ITAU501,Co-PM,WNA,40
ITAU502,PD,AMF,100
ITAU502,PM,IFS,70
ITAU502,Co-PM,DLP,30
ITAU503,PD,WNA,100
ITAU503,PM,HZR,100
ITAU504,PD,WNA,100
ITAU504,PM,AMF,70
ITAU504,Co-PM,RLM,30
ITAU505,PD,TLW,60
ITAU505,Co-PD,FYA,40
ITAU505,PM,HZR,60
ITAU505,Co-PM,JQV,40
ITAU506,PD,NFI,70
ITAU506,Co-PD,DGS,30
ITAU506,PM,DTP,100
ITAU507,PD,RLM,100
ITAU507,PM,OMW,100
ITAU508,PD,AMF,60
ITAU508,Co-PD,DTP,40
ITAU508,PM,FYA,60
ITAU508,Co-PM,TLW,40
ITAU509,PD,OMW,100
ITAU509,PM,AMF,100
ITAU510,PD,IFS,100
ITAU510,PM,TSR,100
ITAU511,PD,NFI,100
ITAU511,PM,JQV,100
ITAU512,PD,HZR,100
ITAU512,PM,TSR,100
ITAU513,PD,DGS,70
ITAU513,Co-PD,AMF,30
ITAU513,PM,FYA,60
ITAU513,Co-PM,IFI,40
ITAU514,PD,JQV,100
ITAU514,PM,DGS,100
ITAU515,PD,AMF,100
ITAU515,PM,JQV,70
ITAU515,Co-PM,TSR,30
ITAU516,PD,JQV,100
ITAU516,PM,OMW,100
ITAU517,PD,TSR,60
ITAU517,Co-PD,AMF,40
ITAU517,PM,WNA,100
ITAU518,PD,TLW,70
ITAU518,Co-PD,JQV,30
ITAU518,PM,WNA,100
ITAU519,PD,WNA,60
ITAU519,Co-PD,JQV,40
ITAU519,PM,IFS,70
ITAU519,Co-PM,DTP,30
ITAU520,PD,IFI,100
ITAU520,PM,OMW,60
ITAU520,Co-PM,JQV,40
ITAU521,PD,IFI,70
ITAU521,Co-PD,RLM,30
ITAU521,PM,DGS,70
ITAU521,Co-PM,OMW,30
ITAU522,PD,TSR,100
ITAU522,PM,DTP,70
ITAU522,Co-PM,FYA,30
ITAU523,PD,IFS,100
ITAU523,PM,TLW,100
ITAU524,PD,RLM,60
ITAU524,Co-PD,IFS,40
ITAU524,PM,AMF,60
ITAU524,Co-PM,OMW,40
ITAU525,PD,OMW,70
ITAU525,Co-PD,IFS,30
ITAU525,PM,RLM,60
ITAU525,Co-PM,DTP,40
ITAU526,PD,RLM,100
ITAU526,PM,NFI,70
ITAU526,Co-PM,DTP,30
ITAU527,PD,NFI,100
ITAU527,PM,OMW,60
ITAU527,Co-PM,DLP,40
ITAU528,PD,WNA,100
ITAU528,PM,IFI,60
ITAU528,Co-PM,DTP,40
ITAU529,PD,FYA,60
ITAU529,Co-PD,IFS,40
ITAU529,PM,TLW,100
ITAU530,PD,IFI,60
ITAU530,Co-PD,WNA,40
ITAU530,PM,DGS,60
ITAU530,Co-PM,HZR,40
ITAU531,PD,DTP,70
ITAU531,Co-PD,RLM,30
ITAU531,PM,FYA,100
ITAU532,PD,IFS,100
ITAU532,PM,DLP,70
ITAU532,Co-PM,RLM,30
ITAU533,PD,OMW,100
ITAU533,PM,FYA,100
ITAU534,PD,IFS,70
ITAU534,Co-PD,DTP,30
ITAU534,PM,JQV,100
ITAU535,PD,DTP,100
ITAU535,PM,TLW,60
ITAU535,Co-PM,IFI,40
ITAU536,PD,TLW,100
ITAU536,PM,NFI,100
ITAU537,PD,AMF,70
ITAU537,Co-PD,OMW,30
ITAU537,PM,JQV,100
ITAU538,PD,IFS,100
ITAU538,PM,IFI,70
ITAU538,Co-PM,DLP,30
ITAU539,PD,FYA,60
ITAU539,Co-PD,DLP,40
ITAU539,PM,NFI,100
ITAU540,PD,RLM,70
ITAU540,Co-PD,WNA,30
ITAU540,PM,TSR,100
ITAU541,PD,FYA,60
ITAU541,Co-PD,IFS,40
ITAU541,PM,NFI,100
ITAU542,PD,TLW,70
ITAU542,Co-PD,DTP,30
ITAU542,PM,JQV,60
ITAU542,Co-PM,DLP,40
ITAU543,PD,IFI,100
ITAU543,PM,DGS,100
ITAU544,PD,JQV,100
ITAU544,PM,FYA,100
ITAU545,PD,TLW,100
ITAU545,PM,FYA,70
ITAU545,Co-PM,DTP,30
ITAU546,PD,DGS,60
ITAU546,Co-PD,DTP,40
ITAU546,PM,TSR,100
ITAU547,PD,TSR,70
ITAU547,Co-PD,DLP,30
ITAU547,PM,HZR,100
ITAU548,PD,DTP,70
ITAU548,Co-PD,NFI,30
ITAU548,PM,OMW,60
ITAU548,Co-PM,IFS,40
ITAU549,PD,HZR,100
ITAU549,PM,TSR,100
ITAU550,PD,IFI,60
ITAU550,Co-PD,TLW,40
ITAU550,PM,TSR,100
ITAU551,PD,JQV,100
ITAU551,PM,DGS,70
ITAU551,Co-PM,HZR,30
ITAU552,PD,DLP,70
ITAU552,Co-PD,RLM,30
ITAU552,PM,HZR,60
ITAU552,Co-PM,TLW,40
ITAU553,PD,RLM,100
ITAU553,PM,TLW,60
ITAU553,Co-PM,OMW,40
ITAU554,PD,IFS,70
ITAU554,Co-PD,JQV,30
ITAU554,PM,TLW,100
ITAU555,PD,DLP,100
ITAU555,PM,WNA,60
ITAU555,Co-PM,TSR,40
ITAU556,PD,DTP,100
ITAU556,PM,JQV,100
ITAU557,PD,JQV,100
ITAU557,PM,IFS,60
ITAU557,Co-PM,RLM,40
ITAU558,PD,WNA,100
ITAU558,PM,RLM,100
ITAU559,PD,OMW,100
ITAU559,PM,NFI,60
ITAU559,Co-PM,RLM,40
ITAU560,PD,IFI,100
ITAU560,PM,IFS,100
ITAU561,PD,IFS,70
ITAU561,Co-PD,JQV,30
ITAU561,PM,WNA,100
ITAU562,PD,DGS,70
ITAU562,Co-PD,IFI,30
ITAU562,PM,RLM,60
ITAU562,Co-PM,NFI,40
ITAU563,PD,FYA,60
ITAU563,Co-PD,NFI,40
ITAU563,PM,TLW,100
ITAU564,PD,DLP,60
ITAU564,Co-PD,DGS,40
ITAU564,PM,IFI,100
ITAU565,PD,TLW,70
ITAU565,Co-PD,WNA,30
ITAU565,PM,DLP,70
ITAU565,Co-PM,DTP,30
ITAU566,PD,DGS,60
ITAU566,Co-PD,IFS,40
ITAU566,PM,WNA,100
ITAU567,PD,AMF,100
ITAU567,PM,TSR,70
ITAU567,Co-PM,DTP,30
ITAU568,PD,DGS,60
ITAU568,Co-PD,WNA,40
ITAU568,PM,JQV,100
ITAU569,PD,JQV,70
ITAU569,Co-PD,DLP,30
ITAU569,PM,DTP,60
ITAU569,Co-PM,RLM,40
ITAU570,PD,WNA,100
ITAU570,PM,RLM,60
ITAU570,Co-PM,IFI,40
ITAU571,PD,IFI,100
ITAU571,PM,RLM,100
ITAU572,PD,DLP,70
ITAU572,Co-PD,FYA,30
ITAU572,PM,IFI,100
ITAU573,PD,OMW,70
ITAU573,Co-PD,HZR,30
ITAU573,PM,RLM,60
ITAU573,Co-PM,HZR,40
ITAU574,PD,DTP,100
ITAU574,PM,HZR,100
ITAU575,PD,DLP,100
ITAU575,PM,WNA,70
ITAU575,Co-PM,JQV,30
ITAU576,PD,TLW,70
ITAU576,Co-PD,RLM,30
ITAU576,PM,IFS,100
ITAU577,PD,DGS,100
ITAU577,PM,WNA,100
ITAU578,PD,HZR,70
ITAU578,Co-PD,IFS,30
ITAU578,PM,JQV,100
ITAU579,PD,DLP,60
ITAU579,Co-PD,AMF,40
ITAU579,PM,IFS,100
ITAU580,PD,OMW,100
ITAU580,PM,RLM,100
ITAU581,PD,FYA,60
ITAU581,Co-PD,OMW,40
ITAU581,PM,WNA,100
ITAU582,PD,IFI,60
ITAU582,Co-PD,RLM,40
ITAU582,PM,HZR,100
ITAU583,PD,DGS,70
ITAU583,Co-PD,JQV,30
ITAU583,PM,NFI,60
ITAU583,Co-PM,RLM,40
ITAU584,PD,AMF,70
ITAU584,Co-PD,JQV,30
ITAU584,PM,RLM,100
ITAU585,PD,IFI,100
ITAU585,PM,RLM,100
ITAU586,PD,JQV,60
ITAU586,Co-PD,TSR,40
ITAU586,PM,IFS,100
ITAU587,PD,AMF,100
ITAU587,PM,JQV,100
ITAU588,PD,DGS,100
ITAU588,PM,HZR,70
ITAU588,Co-PM,DTP,30
ITAU589,PD,DTP,70
ITAU589,Co-PD,DLP,30
ITAU589,PM,FYA,70
ITAU589,Co-PM,HZR,30
ITAU590,PD,FYA,100
ITAU590,PM,IFI,100
ITAU591,PD,JQV,100
ITAU591,PM,NFI,100
ITAU592,PD,DTP,70
ITAU592,Co-PD,WNA,30
ITAU592,PM,AMF,100
ITAU593,PD,JQV,100
ITAU593,PM,NFI,100
ITAU594,PD,WNA,60
ITAU594,Co-PD,IFS,40
ITAU594,PM,RLM,100
ITAU595,PD,HZR,60
ITAU595,Co-PD,OMW,40
ITAU595,PM,WNA,60
ITAU595,Co-PM,RLM,40
ITAU596,PD,NFI,100
ITAU596,PM,DGS,100
ITAU597,PD,TLW,100
ITAU597,PM,JQV,100
ITAU598,PD,AMF,70
ITAU598,Co-PD,IFS,30
ITAU598,PM,DGS,100
ITAU599,PD,NFI,70
ITAU599,Co-PD,IFI,30
ITAU599,PM,IFI,100
ITAU600,PD,JQV,100
ITAU600,PM,OMW,60
ITAU600,Co-PM,FYA,40
ITAU601,PD,IFI,60
ITAU601,Co-PD,HZR,40
ITAU601,PM,DTP,70
ITAU601,Co-PM,DGS,30
ITAU602,PD,DTP,70
ITAU602,Co-PD,OMW,30
ITAU602,PM,DGS,100
ITAU603,PD,IFS,100
ITAU603,PM,FYA,60
ITAU603,Co-PM,JQV,40
ITAU604,PD,DLP,100
ITAU604,PM,OMW,100
ITAU605,PD,IFI,100
ITAU605,PM,DGS,100
ITAU606,PD,OMW,100
ITAU606,PM,TLW,70
ITAU606,Co-PM,NFI,30
ITAU607,PD,AMF,60
ITAU607,Co-PD,TSR,40
ITAU607,PM,NFI,100
ITAU608,PD,IFS,100
ITAU608,PM,WNA,100
ITAU609,PD,AMF,60
ITAU609,Co-PD,JQV,40
ITAU609,PM,TLW,70
ITAU609,Co-PM,RLM,30
ITAU610,PD,DTP,100
ITAU610,PM,OMW,70
ITAU610,Co-PM,HZR,30
ITAU611,PD,OMW,60
ITAU611,Co-PD,RLM,40
ITAU611,PM,DTP,100
ITAU612,PD,DGS,100
ITAU612,PM,WNA,100
ITAU612A,PD,TLW,70
ITAU612A,Co-PD,FYA,30
ITAU612A,PM,TSR,100
ITAU612B,PD,DLP,70
ITAU612B,Co-PD,DGS,30
ITAU612B,PM,JQV,70
ITAU612B,Co-PM,RLM,30
ITAU612C,PD,DGS,100
ITAU612C,PM,HZR,60
ITAU612C,Co-PM,WNA,40
ITAU612D,PD,AMF,100
ITAU612D,PM,DLP,100
ITAU612E,PD,IFI,60
ITAU612E,Co-PD,RLM,40
ITAU612E,PM,DTP,70
ITAU612E,Co-PM,DLP,30
ITAU613A,PD,RLM,70
ITAU613A,Co-PD,DLP,30
ITAU613A,PM,FYA,60
ITAU613A,Co-PM,WNA,40
ITAU613B,PD,OMW,70
ITAU613B,Co-PD,TLW,30
ITAU613B,PM,IFS,70
ITAU613B,Co-PM,DGS,30
ITAU614,PD,RLM,100
ITAU614,PM,DTP,100
ITAU615,PD,DLP,70
ITAU615,Co-PD,IFS,30
ITAU615,PM,TSR,100
ITAU616,PD,FYA,100
ITAU616,PM,TSR,100
ITAU617,PD,TLW,70
ITAU617,Co-PD,HZR,30
ITAU617,PM,WNA,70
ITAU617,Co-PM,NFI,30
ITAU618,PD,JQV,60
ITAU618,Co-PD,DGS,40
ITAU618,PM,AMF,60
ITAU618,Co-PM,RLM,40
ITAU619,PD,DTP,100
ITAU619,PM,IFS,70
ITAU619,Co-PM,DLP,30
ITAU620,PD,IFS,100
ITAU620,PM,WNA,100
ITAU621,PD,DLP,60
ITAU621,Co-PD,RLM,40
ITAU621,PM,FYA,70
ITAU621,Co-PM,RLM,30
ITAU622,PD,IFI,60
ITAU622,Co-PD,AMF,40
ITAU622,PM,FYA,70
ITAU622,Co-PM,RLM,30
ITAU623,PD,DGS,100
ITAU623,PM,WNA,70
ITAU623,Co-PM,IFS,30
ITAU624,PD,FYA,100
ITAU624,PM,TSR,60
ITAU624,Co-PM,DGS,40
ITAU624A,PD,TSR,70
ITAU624A,Co-PD,JQV,30
ITAU624A,PM,DLP,70
ITAU624A,Co-PM,IFI,30
ITAU625,PD,TSR,60
ITAU625,Co-PD,OMW,40
ITAU625,PM,RLM,100
ITAU626,PD,IFS,100
ITAU626,PM,DGS,70
ITAU626,Co-PM,OMW,30
ITAU627,PD,DTP,70
ITAU627,Co-PD,DGS,30
ITAU627,PM,RLM,100
ITAU628,PD,OMW,70
ITAU628,Co-PD,TSR,30
ITAU628,PM,JQV,100
ITAU629,PD,HZR,60
ITAU629,Co-PD,TLW,40
ITAU629,PM,RLM,70
ITAU629,Co-PM,WNA,30
ITAU630,PD,IFI,100
ITAU630,PM,DLP,100
ITAU631,PD,DGS,100
ITAU631,PM,WNA,70
ITAU631,Co-PM,RLM,30
ITAU632,PD,JQV,70
ITAU632,Co-PD,DTP,30
ITAU632,PM,HZR,100
ITAU633,PD,OMW,100
ITAU633,PM,NFI,100
ITAU634,PD,WNA,60
ITAU634,Co-PD,IFS,40
ITAU634,PM,JQV,100
ITAU635,PD,TSR,60
ITAU635,Co-PD,DGS,40
ITAU635,PM,IFI,70
ITAU635,Co-PM,AMF,30
ITAU636,PD,OMW,70
ITAU636,Co-PD,DTP,30
ITAU636,PM,HZR,100
ITAU637,PD,IFS,100
ITAU637,PM,DGS,100
ITAU638,PD,TLW,70
ITAU638,Co-PD,AMF,30
ITAU638,PM,RLM,100
ITAU639,PD,TSR,60
ITAU639,Co-PD,DGS,40
ITAU639,PM,NFI,70
ITAU639,Co-PM,TLW,30
ITAU640,PD,DTP,100
ITAU640,PM,IFS,100
ITAU641,PD,TSR,70
ITAU641,Co-PD,WNA,30
ITAU641,PM,DTP,100
ITAU642,PD,TSR,60
ITAU642,Co-PD,IFS,40
ITAU642,PM,HZR,100
ITAU642A,PD,IFS,100
ITAU642A,PM,IFI,60
ITAU642A,Co-PM,TLW,40
ITAU643,PD,IFS,100
ITAU643,PM,HZR,60
ITAU643,Co-PM,FYA,40
ITAU644,PD,HZR,60
ITAU644,Co-PD,OMW,40
ITAU644,PM,DGS,100
ITAU645,PD,TLW,100
ITAU645,PM,AMF,60
ITAU645,Co-PM,IFI,40
ITAU646,PD,IFI,60
ITAU646,Co-PD,IFS,40
ITAU646,PM,FYA,60
ITAU646,Co-PM,NFI,40
ITAU647,PD,IFS,100
ITAU647,PM,DLP,100
ITAU648,PD,OMW,100
ITAU648,PM,RLM,60
ITAU648,Co-PM,JQV,40
ITAU649,PD,TLW,60
ITAU649,Co-PD,IFI,40
ITAU649,PM,DTP,70
ITAU649,Co-PM,NFI,30
ITAU650,PD,IFI,100
ITAU650,PM,DTP,100
ITAU651,PD,IFI,70
ITAU651,Co-PD,TSR,30
ITAU651,PM,IFS,100
ITAU652,PD,IFS,100
ITAU652,PM,JQV,60
ITAU652,Co-PM,DGS,40
ITAU653,PD,DLP,60
ITAU653,Co-PD,AMF,40
ITAU653,PM,HZR,60
ITAU653,Co-PM,FYA,40
ITAU654,PD,IFS,70
ITAU654,Co-PD,AMF,30
ITAU654,PM,AMF,100
ITAU655,PD,FYA,60
ITAU655,Co-PD,JQV,40
ITAU655,PM,WNA,100
ITAU656,PD,DLP,70
ITAU656,Co-PD,TLW,30
ITAU656,PM,IFI,60
ITAU656,Co-PM,AMF,40
ITAU657,PD,DGS,70
ITAU657,Co-PD,DLP,30
ITAU657,PM,TLW,100
ITAU658,PD,IFS,70
ITAU658,Co-PD,DGS,30
ITAU658,PM,DLP,70
ITAU658,Co-PM,NFI,30
ITAU659,PD,HZR,100
ITAU659,PM,AMF,100
ITAU660,PD,WNA,70
ITAU660,Co-PD,HZR,30
ITAU660,PM,RLM,100
ITAU661,PD,NFI,100
ITAU661,PM,WNA,100
ITAU662,PD,OMW,70
ITAU662,Co-PD,DGS,30
ITAU662,PM,TLW,70
ITAU662,Co-PM,IFS,30
ITAU663,PD,HZR,100
ITAU663,PM,FYA,100
ITAU664,PD,WNA,70
ITAU664,Co-PD,NFI,30
ITAU664,PM,RLM,100
ITAU665,PD,DTP,100
ITAU665,PM,IFI,100
ITAU666,PD,OMW,100
ITAU666,PM,RLM,100
ITAU667,PD,OMW,60
ITAU667,Co-PD,IFI,40
ITAU667,PM,JQV,100
ITAU668,PD,FYA,100
ITAU668,PM,TLW,100
ITAU669,PD,IFS,60
ITAU669,Co-PD,JQV,40
ITAU669,PM,DGS,60
ITAU669,Co-PM,WNA,40
ITAU670,PD,IFI,60
ITAU670,Co-PD,IFS,40
ITAU670,PM,TSR,100
ITAU671,PD,IFS,60
ITAU671,Co-PD,RLM,40
ITAU671,PM,RLM,70
ITAU671,Co-PM,JQV,30
ITAU671A,PD,JQV,70
ITAU671A,Co-PD,DGS,30
ITAU671A,PM,DLP,60
ITAU671A,Co-PM,TLW,40
ITAU671B,PD,RLM,100
ITAU671B,PM,JQV,100
ITAU671C,PD,DTP,70
ITAU671C,Co-PD,JQV,30
ITAU671C,PM,DGS,60
ITAU671C,Co-PM,NFI,40
ITAU671D,PD,HZR,100
ITAU671D,PM,DLP,60
ITAU671D,Co-PM,FYA,40
ITAU671E,PD,DLP,100
ITAU671E,PM,RLM,60
ITAU671E,Co-PM,TLW,40
ITAU671F,PD,JQV,100
