Job Code,Position,Employee,Time Contribution (hours)
ITAU395,Co-PM,IFS,12
ITAU396,PD,IFI,28
ITAU396,Co-PD,IFS,12
ITAU396,PM,TLW,24
ITAU396,Co-PM,IFS,16
ITAU397,PD,RLM,40
ITAU397,PM,TSR,28
ITAU397,Co-PM,WNA,12
ITAU398,PD,TSR,24
ITAU398,Co-PD,AMF,16
ITAU398,PM,RLM,40
ITAU399,PD,TLW,28
ITAU399,Co-PD,WNA,12
ITAU399,PM,RLM,40
ITAU400,PD,RLM,40
ITAU400,PM,IFI,28
ITAU400,Co-PM,TLW,12
ITAU401,PD,NFI,40
ITAU401,PM,JQV,40
ITAU402,PD,HZR,28
ITAU402,Co-PD,TSR,12
ITAU402,PM,RLM,40
ITAU403,PD,DGS,40
ITAU403,PM,FYA,28
ITAU403,Co-PM,IFS,12
ITAU404,PD,OMW,28
ITAU404,Co-PD,DTP,12
ITAU404,PM,RLM,28
ITAU404,Co-PM,DTP,12
ITAU405,PD,HZR,40
ITAU405,PM,OMW,40
ITAU406,PD,TSR,28
ITAU406,Co-PD,RLM,12
ITAU406,PM,AMF,24
ITAU406,Co-PM,IFI,16
ITAU407,PD,DLP,40
ITAU407,PM,DTP,28
ITAU407,Co-PM,FYA,12
ITAU408,PD,FYA,24
ITAU408,Co-PD,OMW,16
ITAU408,PM,RLM,40
ITAU409,PD,TSR,28
ITAU409,Co-PD,FYA,12
ITAU409,PM,DLP,40
ITAU410,PD,IFI,40
ITAU410,PM,AMF,28
ITAU410,Co-PM,DLP,12
ITAU411,PD,TLW,28
ITAU411,Co-PD,OMW,12
ITAU411,PM,IFS,28
ITAU411,Co-PM,HZR,12
ITAU412,PD,TLW,28
ITAU412,Co-PD,FYA,12
ITAU412,PM,DLP,24
ITAU412,Co-PM,RLM,16
ITAU413,PD,DGS,40
ITAU413,PM,IFS,28
ITAU413,Co-PM,TSR,12
ITAU414,PD,DLP,40
ITAU414,PM,OMW,24
ITAU414,Co-PM,DTP,16
ITAU415,PD,FYA,40
ITAU415,PM,IFI,24
ITAU415,Co-PM,WNA,16
ITAU416,PD,WNA,40
ITAU416,PM,NFI,28
ITAU416,Co-PM,DLP,12
ITAU417,PD,DLP,28
ITAU417,Co-PD,HZR,12
ITAU417,PM,NFI,24
ITAU417,Co-PM,WNA,16
ITAU418,PD,AMF,40
ITAU418,PM,JQV,24
ITAU418,Co-PM,IFS,16
ITAU419,PD,HZR,40
ITAU419,PM,DTP,40
ITAU419A,PD,NFI,40
ITAU419A,PM,WNA,40
ITAU420,PD,DLP,40
ITAU420,PM,HZR,40
ITAU421,PD,DLP,28
ITAU421,Co-PD,WNA,12
ITAU421,PM,NFI,40
ITAU422,PD,OMW,40
ITAU422,PM,TLW,24
ITAU422,Co-PM,WNA,16
ITAU423,PD,IFI,24
ITAU423,Co-PD,NFI,16
ITAU423,PM,TSR,28
ITAU423,Co-PM,NFI,12
ITAU424,PD,IFS,40
ITAU424,PM,NFI,40
ITAU425,PD,TLW,24
ITAU425,Co-PD,IFS,16
ITAU425,PM,DTP,28
ITAU425,Co-PM,WNA,12
ITAU426,PD,OMW,28
ITAU426,Co-PD,DGS,12
ITAU426,PM,JQV,40
ITAU427,PD,WNA,40
ITAU427,PM,OMW,40
ITAU428,PD,TSR,24
ITAU428,Co-PD,DGS,16
ITAU428,PM,OMW,40
ITAU429,PD,WNA,28
ITAU429,Co-PD,FYA,12
ITAU429,PM,DTP,28
ITAU429,Co-PM,FYA,12
ITAU430,PD,HZR,40
ITAU430,PM,FYA,24
ITAU430,Co-PM,WNA,16
ITAU431,PD,RLM,40
ITAU431,PM,NFI,40
ITAU432,PD,DLP,24
ITAU432,Co-PD,FYA,16
ITAU432,PM,IFS,40
ITAU433,PD,HZR,40
ITAU433,PM,RLM,40
ITAU434,PD,NFI,40
ITAU434,PM,DGS,28
ITAU434,Co-PM,IFI,12
ITAU435,PD,NFI,40
ITAU435,PM,DGS,40
ITAU436,PD,TSR,40
ITAU436,PM,DTP,40
ITAU436A,PD,TSR,40
ITAU436A,PM,AMF,24
ITAU436A,Co-PM,NFI,16
ITAU437,PD,WNA,28
ITAU437,Co-PD,TLW,12
ITAU437,PM,DLP,28
ITAU437,Co-PM,JQV,12
ITAU438,PD,DTP,40
ITAU438,PM,DLP,28
ITAU438,Co-PM,JQV,12
ITAU439,PD,RLM,28
ITAU439,Co-PD,JQV,12
ITAU439,PM,DGS,40
ITAU440,PD,TSR,28
ITAU440,Co-PD,IFI,12
ITAU440,PM,DGS,24
ITAU440,Co-PM,IFS,16
ITAU441,PD,DLP,24
ITAU441,Co-PD,JQV,16
ITAU441,PM,AMF,24
ITAU441,Co-PM,TSR,16
ITAU442,PD,IFI,40
ITAU442,PM,RLM,40
ITAU443,PD,RLM,40
ITAU443,PM,TLW,40
ITAU444,PD,IFI,40
ITAU444,PM,IFS,40
ITAU445,PD,HZR,40
ITAU445,PM,TSR,28
ITAU445,Co-PM,AMF,12
ITAU446,PD,OMW,24
ITAU446,Co-PD,RLM,16
ITAU446,PM,IFI,24
ITAU446,Co-PM,DTP,16
ITAU447,PD,DGS,40
ITAU447,PM,IFS,24
ITAU447,Co-PM,AMF,16
ITAU448,PD,HZR,40
ITAU448,PM,IFS,28
ITAU448,Co-PM,AMF,12
ITAU449,PD,HZR,28
ITAU449,Co-PD,TSR,12
ITAU449,PM,NFI,28
ITAU449,Co-PM,OMW,12
ITAU450,PD,AMF,40
ITAU450,PM,DLP,40
ITAU451,PD,AMF,40
ITAU451,PM,TSR,28
ITAU451,Co-PM,FYA,12
ITAU452,PD,NFI,40
ITAU452,PM,OMW,28
ITAU452,Co-PM,DLP,12
ITAU453,PD,DTP,24
ITAU453,Co-PD,RLM,16
ITAU453,PM,NFI,40
ITAU454,PD,TLW,40
ITAU454,PM,TSR,40
ITAU455,PD,DLP,40
ITAU455,PM,DGS,40
ITAU456,PD,AMF,40
ITAU456,PM,NFI,28
ITAU456,Co-PM,DLP,12
ITAU457,PD,FYA,28
ITAU457,Co-PD,TSR,12
ITAU457,PM,DLP,28
ITAU457,Co-PM,WNA,12
ITAU458,PD,JQV,24
ITAU458,Co-PD,DLP,16
ITAU458,PM,IFS,40
ITAU459,PD,HZR,24
ITAU459,Co-PD,DTP,16
ITAU459,PM,AMF,28
ITAU459,Co-PM,OMW,12
ITAU460,PD,DTP,28
ITAU460,Co-PD,FYA,12
ITAU460,PM,TLW,40
ITAU461,PD,JQV,40
ITAU461,PM,WNA,24
ITAU461,Co-PM,FYA,16
ITAU462,PD,NFI,24
ITAU462,Co-PD,TLW,16
ITAU462,PM,IFI,24
ITAU462,Co-PM,DTP,16
ITAu462,PD,DLP,24
ITAu462,Co-PD,JQV,16
ITAu462,PM,FYA,28
ITAu462,Co-PM,TSR,12
ITAU463,PD,AMF,24
ITAU463,Co-PD,DLP,16
ITAU463,PM,HZR,24
ITAU463,Co-PM,DGS,16
ITAU464,PD,TLW,24
ITAU464,Co-PD,JQV,16
ITAU464,PM,DLP,40
ITAU465,PD,OMW,24
ITAU465,Co-PD,TLW,16
ITAU465,PM,IFI,24
ITAU465,Co-PM,TSR,16
ITAU466,PD,TLW,24
ITAU466,Co-PD,HZR,16
ITAU466,PM,AMF,28
ITAU466,Co-PM,HZR,12
ITAU467,PD,DLP,40
ITAU467,PM,DGS,40
ITAU468,PD,RLM,40
ITAU468,PM,WNA,24
ITAU468,Co-PM,OMW,16
ITAU469,PD,WNA,40
ITAU469,PM,TLW,40
ITAU470,PD,NFI,24
ITAU470,Co-PD,DLP,16
ITAU470,PM,HZR,40
ITAU471,PD,WNA,40
ITAU471,PM,IFS,40
ITAU472,PD,AMF,40
ITAU472,PM,IFI,24
ITAU472,Co-PM,HZR,16
ITAU473,PD,IFI,40
ITAU473,PM,NFI,40
ITAU474,PD,RLM,24
ITAU474,Co-PD,DTP,16
ITAU474,PM,DLP,40
ITAU475,PD,OMW,28
ITAU475,Co-PD,HZR,12
ITAU475,PM,HZR,40
ITAU476,PD,TSR,40
ITAU476,PM,DGS,24
ITAU476,Co-PM,TLW,16
ITAU477,PD,WNA,24
ITAU477,Co-PD,FYA,16
ITAU477,PM,HZR,24
ITAU477,Co-PM,RLM,16
ITAU478,PD,DLP,28
ITAU478,Co-PD,NFI,12
ITAU478,PM,IFI,40
ITAU479,PD,DLP,40
ITAU479,PM,HZR,40
ITAU480,PD,TSR,40
ITAU480,PM,FYA,24
ITAU480,Co-PM,IFS,16
ITAU481,PD,DTP,28
ITAU481,Co-PD,TLW,12
ITAU481,PM,AMF,40
ITAU482,PD,JQV,24
ITAU482,Co-PD,OMW,16
ITAU482,PM,RLM,24
ITAU482,Co-PM,DGS,16
ITAU483,PD,HZR,28
ITAU483,Co-PD,TSR,12
ITAU483,PM,TSR,40
ITAU484,PD,FYA,24
ITAU484,Co-PD,HZR,16
ITAU484,PM,HZR,40
ITAU485,PD,DLP,40
ITAU485,PM,FYA,24
ITAU485,Co-PM,DGS,16
ITAU486,PD,RLM,40
ITAU486,PM,FYA,40
ITAU487,PD,IFS,40
ITAU487,PM,NFI,24
ITAU487,Co-PM,TLW,16
ITAU488,PD,RLM,40
ITAU488,PM,TSR,40
ITAU489,PD,WNA,40
ITAU489,PM,DLP,24
ITAU489,Co-PM,AMF,16
ITAU490,PD,IFI,40
ITAU490,PM,IFS,40
ITAU491,PD,DTP,28
ITAU491,Co-PD,HZR,12
ITAU491,PM,HZR,24
ITAU491,Co-PM,DLP,16
ITAU492,PD,DTP,40
ITAU492,PM,RLM,24
ITAU492,Co-PM,OMW,16
ITAU493,PD,WNA,28
ITAU493,Co-PD,DLP,12
ITAU493,PM,NFI,24
ITAU493,Co-PM,JQV,16
ITAU494,PD,IFI,40
ITAU494,PM,WNA,40
ITAU495,PD,TSR,24
ITAU495,Co-PD,HZR,16
ITAU495,PM,RLM,40
ITAU496,PD,DLP,28
ITAU496,Co-PD,TLW,12
ITAU496,PM,NFI,40
ITAU497,PD,RLM,40
ITAU497,PM,HZR,28
ITAU497,Co-PM,NFI,12
ITAU498,PD,FYA,40
ITAU498,PM,IFS,28
ITAU498,Co-PM,HZR,12
ITAU499,PD,TLW,40
ITAU499,PM,JQV,28
ITAU499,Co-PM,HZR,12
ITAU500,PD,NFI,24
ITAU500,Co-PD,DGS,16
ITAU500,PM,RLM,40
ITAU501,PD,AMF,24
ITAU501,Co-PD,OMW,16
ITAU501,PM,TLW,24
ITAU501,Co-PM,WNA,16
ITAU502,PD,AMF,40
ITAU502,PM,IFS,28
ITAU502,Co-PM,DLP,12
ITAU503,PD,WNA,40
ITAU503,PM,HZR,40
ITAU504,PD,WNA,40
ITAU504,PM,AMF,28
ITAU504,Co-PM,RLM,12
ITAU505,PD,TLW,24
ITAU505,Co-PD,FYA,16
ITAU505,PM,HZR,24
ITAU505,Co-PM,JQV,16
ITAU506,PD,NFI,28
ITAU506,Co-PD,DGS,12
ITAU506,PM,DTP,40
ITAU507,PD,RLM,40
ITAU507,PM,OMW,40
ITAU508,PD,AMF,24
ITAU508,Co-PD,DTP,16
ITAU508,PM,FYA,24
ITAU508,Co-PM,TLW,16
ITAU509,PD,OMW,40
ITAU509,PM,AMF,40
ITAU510,PD,IFS,40
ITAU510,PM,TSR,40
ITAU511,PD,NFI,40
ITAU511,PM,JQV,40
ITAU512,PD,HZR,40
ITAU512,PM,TSR,40
ITAU513,PD,DGS,28
ITAU513,Co-PD,AMF,12
ITAU513,PM,FYA,24
ITAU513,Co-PM,IFI,16
ITAU514,PD,JQV,40
ITAU514,PM,DGS,40
ITAU515,PD,AMF,40
ITAU515,PM,JQV,28
ITAU515,Co-PM,TSR,12
ITAU516,PD,JQV,40
ITAU516,PM,OMW,40
ITAU517,PD,TSR,24
ITAU517,Co-PD,AMF,16
ITAU517,PM,WNA,40
ITAU518,PD,TLW,28
ITAU518,Co-PD,JQV,12
ITAU518,PM,WNA,40
ITAU519,PD,WNA,24
ITAU519,Co-PD,JQV,16
ITAU519,PM,IFS,28
ITAU519,Co-PM,DTP,12
ITAU520,PD,IFI,40
ITAU520,PM,OMW,24
ITAU520,Co-PM,JQV,16
ITAU521,PD,IFI,28
ITAU521,Co-PD,RLM,12
ITAU521,PM,DGS,28
ITAU521,Co-PM,OMW,12
ITAU522,PD,TSR,40
ITAU522,PM,DTP,28
ITAU522,Co-PM,FYA,12
ITAU523,PD,IFS,40
ITAU523,PM,TLW,40
ITAU524,PD,RLM,24
ITAU524,Co-PD,IFS,16
ITAU524,PM,AMF,24
ITAU524,Co-PM,OMW,16
ITAU525,PD,OMW,28
ITAU525,Co-PD,IFS,12
ITAU525,PM,RLM,24
ITAU525,Co-PM,DTP,16
ITAU526,PD,RLM,40
ITAU526,PM,NFI,28
ITAU526,Co-PM,DTP,12
ITAU527,PD,NFI,40
ITAU527,PM,OMW,24
ITAU527,Co-PM,DLP,16
ITAU528,PD,WNA,40
ITAU528,PM,IFI,24
ITAU528,Co-PM,DTP,16
ITAU529,PD,FYA,24
ITAU529,Co-PD,IFS,16
ITAU529,PM,TLW,40
ITAU530,PD,IFI,24
ITAU530,Co-PD,WNA,16
ITAU530,PM,DGS,24
ITAU530,Co-PM,HZR,16
ITAU531,PD,DTP,28
ITAU531,Co-PD,RLM,12
ITAU531,PM,FYA,40
ITAU532,PD,IFS,40
ITAU532,PM,DLP,28
ITAU532,Co-PM,RLM,12
ITAU533,PD,OMW,40
ITAU533,PM,FYA,40
ITAU534,PD,IFS,28
ITAU534,Co-PD,DTP,12
ITAU534,PM,JQV,40
ITAU535,PD,DTP,40
ITAU535,PM,TLW,24
ITAU535,Co-PM,IFI,16
ITAU536,PD,TLW,40
ITAU536,PM,NFI,40
ITAU537,PD,AMF,28
ITAU537,Co-PD,OMW,12
ITAU537,PM,JQV,40
ITAU538,PD,IFS,40
ITAU538,PM,IFI,28
ITAU538,Co-PM,DLP,12
ITAU539,PD,FYA,24
ITAU539,Co-PD,DLP,16
ITAU539,PM,NFI,40
ITAU540,PD,RLM,28
ITAU540,Co-PD,WNA,12
ITAU540,PM,TSR,40
ITAU541,PD,FYA,24
ITAU541,Co-PD,IFS,16
ITAU541,PM,NFI,40
ITAU542,PD,TLW,28
ITAU542,Co-PD,DTP,12
ITAU542,PM,JQV,24
ITAU542,Co-PM,DLP,16
ITAU543,PD,IFI,40
ITAU543,PM,DGS,40
ITAU544,PD,JQV,40
ITAU544,PM,FYA,40
ITAU545,PD,TLW,40
ITAU545,PM,FYA,28
ITAU545,Co-PM,DTP,12
ITAU546,PD,DGS,24
ITAU546,Co-PD,DTP,16
ITAU546,PM,TSR,40
ITAU547,PD,TSR,28
ITAU547,Co-PD,DLP,12
ITAU547,PM,HZR,40
ITAU548,PD,DTP,28
ITAU548,Co-PD,NFI,12
ITAU548,PM,OMW,24
ITAU548,Co-PM,IFS,16
ITAU549,PD,HZR,40
ITAU549,PM,TSR,40
ITAU550,PD,IFI,24
ITAU550,Co-PD,TLW,16
ITAU550,PM,TSR,40
ITAU551,PD,JQV,40
ITAU551,PM,DGS,28
ITAU551,Co-PM,HZR,12
ITAU552,PD,DLP,28
ITAU552,Co-PD,RLM,12
ITAU552,PM,HZR,24
ITAU552,Co-PM,TLW,16
ITAU553,PD,RLM,40
ITAU553,PM,TLW,24
ITAU553,Co-PM,OMW,16
ITAU554,PD,IFS,28
ITAU554,Co-PD,JQV,12
ITAU554,PM,TLW,40
ITAU555,PD,DLP,40
ITAU555,PM,WNA,24
ITAU555,Co-PM,TSR,16
ITAU556,PD,DTP,40
ITAU556,PM,JQV,40
ITAU557,PD,JQV,40
ITAU557,PM,IFS,24
ITAU557,Co-PM,RLM,16
ITAU558,PD,WNA,40
ITAU558,PM,RLM,40
ITAU559,PD,OMW,40
ITAU559,PM,NFI,24
ITAU559,Co-PM,RLM,16
ITAU560,PD,IFI,40
ITAU560,PM,IFS,40
ITAU561,PD,IFS,28
ITAU561,Co-PD,JQV,12
ITAU561,PM,WNA,40
ITAU562,PD,DGS,28
ITAU562,Co-PD,IFI,12
ITAU562,PM,RLM,24
ITAU562,Co-PM,NFI,16
ITAU563,PD,FYA,24
ITAU563,Co-PD,NFI,16
ITAU563,PM,TLW,40
ITAU564,PD,DLP,24
ITAU564,Co-PD,DGS,16
ITAU564,PM,IFI,40
ITAU565,PD,TLW,28
ITAU565,Co-PD,WNA,12
ITAU565,PM,DLP,28
ITAU565,Co-PM,DTP,12
ITAU566,PD,DGS,24
ITAU566,Co-PD,IFS,16
ITAU566,PM,WNA,40
ITAU567,PD,AMF,40
ITAU567,PM,TSR,28
ITAU567,Co-PM,DTP,12
ITAU568,PD,DGS,24
ITAU568,Co-PD,WNA,16
ITAU568,PM,JQV,40
ITAU569,PD,JQV,28
ITAU569,Co-PD,DLP,12
ITAU569,PM,DTP,24
ITAU569,Co-PM,RLM,16
ITAU570,PD,WNA,40
ITAU570,PM,RLM,24
ITAU570,Co-PM,IFI,16
ITAU571,PD,IFI,40
ITAU571,PM,RLM,40
ITAU572,PD,DLP,28
ITAU572,Co-PD,FYA,12
ITAU572,PM,IFI,40
ITAU573,PD,OMW,28
ITAU573,Co-PD,HZR,12
ITAU573,PM,RLM,24
ITAU573,Co-PM,HZR,16
ITAU574,PD,DTP,40
ITAU574,PM,HZR,40
ITAU575,PD,DLP,40
ITAU575,PM,WNA,28
ITAU575,Co-PM,JQV,12
ITAU576,PD,TLW,28
ITAU576,Co-PD,RLM,12
ITAU576,PM,IFS,40
ITAU577,PD,DGS,40
ITAU577,PM,WNA,40
ITAU578,PD,HZR,28
ITAU578,Co-PD,IFS,12
ITAU578,PM,JQV,40
ITAU579,PD,DLP,24
ITAU579,Co-PD,AMF,16
ITAU579,PM,IFS,40
ITAU580,PD,OMW,40
ITAU580,PM,RLM,40
ITAU581,PD,FYA,24
ITAU581,Co-PD,OMW,16
ITAU581,PM,WNA,40
ITAU582,PD,IFI,24
ITAU582,Co-PD,RLM,16
ITAU582,PM,HZR,40
ITAU583,PD,DGS,28
ITAU583,Co-PD,JQV,12
ITAU583,PM,NFI,24
ITAU583,Co-PM,RLM,16
ITAU584,PD,AMF,28
ITAU584,Co-PD,JQV,12
ITAU584,PM,RLM,40
ITAU585,PD,IFI,40
ITAU585,PM,RLM,40
ITAU586,PD,JQV,24
ITAU586,Co-PD,TSR,16
ITAU586,PM,IFS,40
ITAU587,PD,AMF,40
ITAU587,PM,JQV,40
ITAU588,PD,DGS,40
ITAU588,PM,HZR,28
ITAU588,Co-PM,DTP,12
ITAU589,PD,DTP,28
ITAU589,Co-PD,DLP,12
ITAU589,PM,FYA,28
ITAU589,Co-PM,HZR,12
ITAU590,PD,FYA,40
ITAU590,PM,IFI,40
ITAU591,PD,JQV,40
ITAU591,PM,NFI,40
ITAU592,PD,DTP,28
ITAU592,Co-PD,WNA,12
ITAU592,PM,AMF,40
ITAU593,PD,JQV,40
ITAU593,PM,NFI,40
ITAU594,PD,WNA,24
ITAU594,Co-PD,IFS,16
ITAU594,PM,RLM,40
ITAU595,PD,HZR,24
ITAU595,Co-PD,OMW,16
ITAU595,PM,WNA,24
ITAU595,Co-PM,RLM,16
ITAU596,PD,NFI,40
ITAU596,PM,DGS,40
ITAU597,PD,TLW,40
ITAU597,PM,JQV,40
ITAU598,PD,AMF,28
ITAU598,Co-PD,IFS,12
ITAU598,PM,DGS,40
ITAU599,PD,NFI,28
ITAU599,Co-PD,IFI,12
ITAU599,PM,IFI,40
ITAU600,PD,JQV,40
ITAU600,PM,OMW,24
ITAU600,Co-PM,FYA,16
ITAU601,PD,IFI,24
ITAU601,Co-PD,HZR,16
ITAU601,PM,DTP,28
ITAU601,Co-PM,DGS,12
ITAU602,PD,DTP,28
ITAU602,Co-PD,OMW,12
ITAU602,PM,DGS,40
ITAU603,PD,IFS,40
ITAU603,PM,FYA,24
ITAU603,Co-PM,JQV,16
ITAU604,PD,DLP,40
ITAU604,PM,OMW,40
ITAU605,PD,IFI,40
ITAU605,PM,DGS,40
ITAU606,PD,OMW,40
ITAU606,PM,TLW,28
ITAU606,Co-PM,NFI,12
ITAU607,PD,AMF,24
ITAU607,Co-PD,TSR,16
ITAU607,PM,NFI,40
ITAU608,PD,IFS,40
ITAU608,PM,WNA,40
ITAU609,PD,AMF,24
ITAU609,Co-PD,JQV,16
ITAU609,PM,TLW,28
ITAU609,Co-PM,RLM,12
ITAU610,PD,DTP,40
ITAU610,PM,OMW,28
ITAU610,Co-PM,HZR,12
ITAU611,PD,OMW,24
ITAU611,Co-PD,RLM,16
ITAU611,PM,DTP,40
ITAU612,PD,DGS,40
ITAU612,PM,WNA,40
ITAU612A,PD,TLW,28
ITAU612A,Co-PD,FYA,12
ITAU612A,PM,TSR,40
ITAU612B,PD,DLP,28
ITAU612B,Co-PD,DGS,12
ITAU612B,PM,JQV,28
ITAU612B,Co-PM,RLM,12
ITAU612C,PD,DGS,40
ITAU612C,PM,HZR,24
ITAU612C,Co-PM,WNA,16
ITAU612D,PD,AMF,40
ITAU612D,PM,DLP,40
ITAU612E,PD,IFI,24
ITAU612E,Co-PD,RLM,16
ITAU612E,PM,DTP,28
ITAU612E,Co-PM,DLP,12
ITAU613A,PD,RLM,28
ITAU613A,Co-PD,DLP,12
ITAU613A,PM,FYA,24
ITAU613A,Co-PM,WNA,16
ITAU613B,PD,OMW,28
ITAU613B,Co-PD,TLW,12
ITAU613B,PM,IFS,28
ITAU613B,Co-PM,DGS,12
ITAU614,PD,RLM,40
ITAU614,PM,DTP,40
ITAU615,PD,DLP,28
ITAU615,Co-PD,IFS,12
ITAU615,PM,TSR,40
ITAU616,PD,FYA,40
ITAU616,PM,TSR,40
ITAU617,PD,TLW,28
ITAU617,Co-PD,HZR,12
ITAU617,PM,WNA,28
ITAU617,Co-PM,NFI,12
ITAU618,PD,JQV,24
ITAU618,Co-PD,DGS,16
ITAU618,PM,AMF,24
ITAU618,Co-PM,RLM,16
ITAU619,PD,DTP,40
ITAU619,PM,IFS,28
ITAU619,Co-PM,DLP,12
ITAU620,PD,IFS,40
ITAU620,PM,WNA,40
ITAU621,PD,DLP,24
ITAU621,Co-PD,RLM,16
ITAU621,PM,FYA,28
ITAU621,Co-PM,RLM,12
ITAU622,PD,IFI,24
ITAU622,Co-PD,AMF,16
ITAU622,PM,FYA,28
ITAU622,Co-PM,RLM,12
ITAU623,PD,DGS,40
ITAU623,PM,WNA,28
ITAU623,Co-PM,IFS,12
ITAU624,PD,FYA,40
ITAU624,PM,TSR,24
ITAU624,Co-PM,DGS,16
ITAU624A,PD,TSR,28
ITAU624A,Co-PD,JQV,12
ITAU624A,PM,DLP,28
ITAU624A,Co-PM,IFI,12
ITAU625,PD,TSR,24
ITAU625,Co-PD,OMW,16
ITAU625,PM,RLM,40
ITAU626,PD,IFS,40
ITAU626,PM,DGS,28
ITAU626,Co-PM,OMW,12
ITAU627,PD,DTP,28
ITAU627,Co-PD,DGS,12
ITAU627,PM,RLM,40
ITAU628,PD,OMW,28
ITAU628,Co-PD,TSR,12
ITAU628,PM,JQV,40
ITAU629,PD,HZR,24
ITAU629,Co-PD,TLW,16
ITAU629,PM,RLM,28
ITAU629,Co-PM,WNA,12
ITAU630,PD,IFI,40
ITAU630,PM,DLP,40
ITAU631,PD,DGS,40
ITAU631,PM,WNA,28
ITAU631,Co-PM,RLM,12
ITAU632,PD,JQV,28
ITAU632,Co-PD,DTP,12
ITAU632,PM,HZR,40
ITAU633,PD,OMW,40
ITAU633,PM,NFI,40
ITAU634,PD,WNA,24
ITAU634,Co-PD,IFS,16
ITAU634,PM,JQV,40
ITAU635,PD,TSR,24
ITAU635,Co-PD,DGS,16
ITAU635,PM,IFI,28
ITAU635,Co-PM,AMF,12
ITAU636,PD,OMW,28
ITAU636,Co-PD,DTP,12
ITAU636,PM,HZR,40
ITAU637,PD,IFS,40
ITAU637,PM,DGS,40
ITAU638,PD,TLW,28
ITAU638,Co-PD,AMF,12
ITAU638,PM,RLM,40
ITAU639,PD,TSR,24
ITAU639,Co-PD,DGS,16
ITAU639,PM,NFI,28
ITAU639,Co-PM,TLW,12
ITAU640,PD,DTP,40
ITAU640,PM,IFS,40
ITAU641,PD,TSR,28
ITAU641,Co-PD,WNA,12
ITAU641,PM,DTP,40
ITAU642,PD,TSR,24
ITAU642,Co-PD,IFS,16
ITAU642,PM,HZR,40
ITAU642A,PD,IFS,40
ITAU642A,PM,IFI,24
ITAU642A,Co-PM,TLW,16
ITAU643,PD,IFS,40
ITAU643,PM,HZR,24
ITAU643,Co-PM,FYA,16
ITAU644,PD,HZR,24
ITAU644,Co-PD,OMW,16
ITAU644,PM,DGS,40
ITAU645,PD,TLW,40
ITAU645,PM,AMF,24
ITAU645,Co-PM,IFI,16
ITAU646,PD,IFI,24
ITAU646,Co-PD,IFS,16
ITAU646,PM,FYA,24
ITAU646,Co-PM,NFI,16
ITAU647,PD,IFS,40
ITAU647,PM,DLP,40
ITAU648,PD,OMW,40
ITAU648,PM,RLM,24
ITAU648,Co-PM,JQV,16
ITAU649,PD,TLW,24
ITAU649,Co-PD,IFI,16
ITAU649,PM,DTP,28
ITAU649,Co-PM,NFI,12
ITAU650,PD,IFI,40
ITAU650,PM,DTP,40
ITAU651,PD,IFI,28
ITAU651,Co-PD,TSR,12
ITAU651,PM,IFS,40
ITAU652,PD,IFS,40
ITAU652,PM,JQV,24
ITAU652,Co-PM,DGS,16
ITAU653,PD,DLP,24
ITAU653,Co-PD,AMF,16
ITAU653,PM,HZR,24
ITAU653,Co-PM,FYA,16
ITAU654,PD,IFS,28
ITAU654,Co-PD,AMF,12
ITAU654,PM,AMF,40
ITAU655,PD,FYA,24
ITAU655,Co-PD,JQV,16
ITAU655,PM,WNA,40
ITAU656,PD,DLP,28
ITAU656,Co-PD,TLW,12
ITAU656,PM,IFI,24
ITAU656,Co-PM,AMF,16
ITAU657,PD,DGS,28
ITAU657,Co-PD,DLP,12
ITAU657,PM,TLW,40
ITAU658,PD,IFS,28
ITAU658,Co-PD,DGS,12
ITAU658,PM,DLP,28
ITAU658,Co-PM,NFI,12
ITAU659,PD,HZR,40
ITAU659,PM,AMF,40
ITAU660,PD,WNA,28
ITAU660,Co-PD,HZR,12
ITAU660,PM,RLM,40
ITAU661,PD,NFI,40
ITAU661,PM,WNA,40
ITAU662,PD,OMW,28
ITAU662,Co-PD,DGS,12
ITAU662,PM,TLW,28
ITAU662,Co-PM,IFS,12
ITAU663,PD,HZR,40
ITAU663,PM,FYA,40
ITAU664,PD,WNA,28
ITAU664,Co-PD,NFI,12
ITAU664,PM,RLM,40
ITAU665,PD,DTP,40
ITAU665,PM,IFI,40
ITAU666,PD,OMW,40
ITAU666,PM,RLM,40
ITAU667,PD,OMW,24
ITAU667,Co-PD,IFI,16
ITAU667,PM,JQV,40
ITAU668,PD,FYA,40
ITAU668,PM,TLW,40
ITAU669,PD,IFS,24
ITAU669,Co-PD,JQV,16
ITAU669,PM,DGS,24
ITAU669,Co-PM,WNA,16
ITAU670,PD,IFI,24
ITAU670,Co-PD,IFS,16
ITAU670,PM,TSR,40
ITAU671,PD,IFS,24
ITAU671,Co-PD,RLM,16
ITAU671,PM,RLM,28
ITAU671,Co-PM,JQV,12
ITAU671A,PD,JQV,28
ITAU671A,Co-PD,DGS,12
ITAU671A,PM,DLP,24
ITAU671A,Co-PM,TLW,16
ITAU671B,PD,RLM,40
ITAU671B,PM,JQV,40
ITAU671C,PD,DTP,28
ITAU671C,Co-PD,JQV,12
ITAU671C,PM,DGS,24
ITAU671C,Co-PM,NFI,16
ITAU671D,PD,HZR,40
ITAU671D,PM,DLP,24
ITAU671D,Co-PM,FYA,16
ITAU671E,PD,DLP,40
ITAU671E,PM,RLM,24
ITAU671E,Co-PM,TLW,16
ITAU671F,PD,JQV,40
